feature
B_CELLS_NAIVE||Activation_Signature
B_CELLS_NAIVE||Autophagy_Regulation_Signature
B_CELLS_NAIVE||Cell_Proliferation_Signature
B_CELLS_NAIVE||Chemokine_Production_Signature
B_CELLS_NAIVE||Fatty_Acid_Oxidation_Signature
B_CELLS_NAIVE||Glycolysis_Signature
B_CELLS_NAIVE||Hypoxia_Response_Signature
B_CELLS_NAIVE||Lipid_Metabolism_Signature
B_CELLS_NAIVE||Mitochondrial_Function_Signature
B_CELLS_NAIVE||NF_kB_Signaling_Signature
B_CELLS_NAIVE||OXPHOS_Metabolism_Signature
CD4_TFH||Metabolic_Flexibility_Signature
CD4_T_NAIVE||Adipokine_Response_Signature
CD4_T_NAIVE||Anergy_Signature
CD4_T_NAIVE||Apoptosis_Regulation_Signature
CD4_T_NAIVE||Autophagy_Regulation_Signature
CD4_T_NAIVE||CD4_Naive_Identity_Signature
CD4_T_NAIVE||Cell_Proliferation_Signature
CD4_T_NAIVE||Complement_Activation_Signature
CD4_T_NAIVE||DNA_Repair_Signature
CD4_T_NAIVE||Differentiation_Signature
CD4_T_NAIVE||ER_Stress_Response_Signature
CD4_T_NAIVE||Fatty_Acid_Oxidation_Signature
CD4_T_NAIVE||Glycolysis_Signature
CD4_T_NAIVE||Hedgehog_Signaling_Signature
CD4_T_NAIVE||Hypoxia_Response_Signature
CD4_T_NAIVE||JAK_STAT_Signaling_Signature
CD4_T_NAIVE||Lipid_Metabolism_Signature
CD4_T_NAIVE||MAPK_Signaling_Signature
CD4_T_NAIVE||Migration_Signature
CD4_T_NAIVE||Mitochondrial_Function_Signature
CD4_T_NAIVE||NF_kB_Signaling_Signature
CD4_T_NAIVE||Notch_Signaling_Signature
CD4_T_NAIVE||OXPHOS_Metabolism_Signature
CD4_T_NAIVE||Oxidative_Stress_Response_Signature
CD4_T_NAIVE||PI3K_AKT_Signaling_Signature
CD4_T_NAIVE||Quiescence_Signature
CD4_T_NAIVE||Senescence_Signature
CD4_T_NAIVE||TCR_Signaling_Signature
CD4_T_NAIVE||TGF_Beta_Signaling_Signature
CD4_T_NAIVE||Type_I_Interferon_Response_Signature
CD4_T_NAIVE||Wnt_Signaling_Signature
CD4_T_NAIVE||mTOR_Signaling_Signature
CD4_T_NAIVE||p53_Pathway_Signature
CD4_T_REGULATORY||Adipose_Signaling_Signature
CD4_T_REGULATORY||Cell_Proliferation_Signature
CD4_T_REGULATORY||Fatty_Acid_Oxidation_Signature
CD4_T_REGULATORY||Lipid_Metabolism_Signature
CD4_T_REGULATORY||Metabolic_Regulation_Signature
CD4_T_REGULATORY||Mitochondrial_Function_Signature
CD4_T_TH1||Chemokine_Production_Signature
CD4_T_TH1||Cytotoxic_Effector_Signature
CD4_T_TH1||IFN_Gamma_Response_Signature
CD4_T_TH1||Insulin_Signaling_Signature
CD4_T_TH1||Type_I_Interferon_Response_Signature
CD8_TMEMORY||Adipose_Signaling_Signature
CD8_TMEMORY||Angiogenesis_Regulation_Signature
CD8_TMEMORY||Anti_Apoptotic_Signature
CD8_TMEMORY||Autophagy_Regulation_Signature
CD8_TMEMORY||Cellular_Stress_Response_Signature
CD8_TMEMORY||Complement_Activation_Signature
CD8_TMEMORY||Costimulation_Signature
CD8_TMEMORY||Cytokine_Response_Signature
CD8_TMEMORY||Cytolytic_Potential_Signature
CD8_TMEMORY||ER_Stress_Response_Signature
CD8_TMEMORY||Effector_Memory_Signature
CD8_TMEMORY||Epigenetic_Memory_Signature
CD8_TMEMORY||Exhaustion_Signature
CD8_TMEMORY||Fatty_Acid_Storage_Signature
CD8_TMEMORY||Glucose_Independence_Signature
CD8_TMEMORY||Hypoxia_Response_Signature
CD8_TMEMORY||Immunosenescence_Signature
CD8_TMEMORY||Lipid_Metabolism_Signature
CD8_TMEMORY||Memory_Longevity_Signature
CD8_TMEMORY||Memory_Maintenance_Signature
CD8_TMEMORY||Memory_Metabolic_Flexibility_Signature
CD8_TMEMORY||Metabolic_Flexibility_Signature
CD8_TMEMORY||Metabolic_Shift_Signature
CD8_TMEMORY||Microbiome_Response_Signature
CD8_TMEMORY||Mitochondrial_Function_Signature
CD8_TMEMORY||OXPHOS_Metabolism_Signature
CD8_TMEMORY||Oxidative_Stress_Response_Signature
CD8_TMEMORY||Rapid_Recall_Signature
CD8_TMEMORY||Self_Renewal_Signature
CD8_TMEMORY||Senescence_Signature
CD8_TMEMORY||TCR_Signaling_Signature
CD8_TMEMORY||Transcriptional_Memory_Signature
CD8_TMEMORY||Wound_Healing_Support_Signature
CD8_T_EFFECTOR||Adipokine_Response_Signature
CD8_T_EFFECTOR||Apoptosis_Regulation_Signature
CD8_T_EFFECTOR||Autophagy_Regulation_Signature
CD8_T_EFFECTOR||Cell_Proliferation_Signature
CD8_T_EFFECTOR||Degranulation_Signature
CD8_T_EFFECTOR||Hypoxia_Response_Signature
CD8_T_EFFECTOR||Mitochondrial_Function_Signature
CD8_T_EFFECTOR||NF_kB_Signaling_Signature
CD8_T_EFFECTOR||Notch_Signaling_Signature
CD8_T_EFFECTOR||Oxidative_Stress_Response_Signature
CD8_T_EFFECTOR||Type_I_Interferon_Response_Signature
CD8_T_EFFECTOR||mTOR_Signaling_Signature
CD8_T_EXHAUSTED||Apoptosis_Resistance_Signature
CD8_T_EXHAUSTED||Complement_Activation_Signature
CD8_T_EXHAUSTED||ER_Stress_Response_Signature
CD8_T_EXHAUSTED||Hedgehog_Signaling_Signature
CD8_T_EXHAUSTED||Transcriptional_Exhaustion_Signature
MDC||IFNG_Response_Signature
