,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu[19420],-0.055,0.046,-0.141,0.031,0.0,0.001,16711.0,5910.0,1.0
mu[19421],-0.043,0.046,-0.13,0.041,0.0,0.001,16128.0,6022.0,1.0
mu[19422],-0.12,0.052,-0.216,-0.022,0.0,0.001,14976.0,6315.0,1.0
mu[19423],0.037,0.045,-0.05,0.121,0.0,0.001,15626.0,5780.0,1.0
mu[19424],-0.078,0.044,-0.158,0.009,0.0,0.001,16918.0,5680.0,1.0
mu[19425],-0.094,0.046,-0.18,-0.007,0.0,0.001,17038.0,6358.0,1.0
mu[19426],-0.123,0.046,-0.21,-0.039,0.0,0.001,18025.0,5759.0,1.0
mu[19427],-0.06,0.045,-0.142,0.028,0.0,0.001,16146.0,5743.0,1.0
mu[19428],0.037,0.046,-0.047,0.125,0.0,0.001,17175.0,5639.0,1.0
mu[19429],0.045,0.045,-0.04,0.125,0.0,0.001,14868.0,6295.0,1.0
mu[19430],-0.129,0.046,-0.212,-0.04,0.0,0.001,16836.0,5927.0,1.0
mu[19431],-0.047,0.046,-0.135,0.037,0.0,0.001,14063.0,5957.0,1.0
mu[19432],0.026,0.046,-0.06,0.111,0.0,0.001,14431.0,5894.0,1.0
mu[19433],-0.024,0.053,-0.121,0.076,0.0,0.001,15367.0,6886.0,1.0
mu[19434],-0.037,0.046,-0.124,0.05,0.0,0.001,13389.0,6273.0,1.0
mu[19435],-0.062,0.046,-0.145,0.026,0.0,0.001,14546.0,6615.0,1.0
mu[19436],-0.008,0.045,-0.093,0.077,0.0,0.001,15041.0,5764.0,1.0
mu[19437],-0.08,0.046,-0.167,0.006,0.0,0.001,14716.0,5270.0,1.0
mu[19438],-0.125,0.046,-0.211,-0.037,0.0,0.001,13709.0,6625.0,1.0
mu[19439],-0.052,0.045,-0.136,0.031,0.0,0.001,13566.0,5903.0,1.0
mu[19440],-0.082,0.046,-0.17,0.002,0.0,0.001,15318.0,5372.0,1.0
mu[19441],-0.012,0.046,-0.096,0.078,0.0,0.001,15361.0,6089.0,1.0
mu[19442],-0.127,0.046,-0.218,-0.043,0.0,0.001,14961.0,6123.0,1.0
mu[19443],0.076,0.053,-0.019,0.18,0.0,0.001,13888.0,6002.0,1.0
mu[19444],0.004,0.046,-0.083,0.09,0.0,0.001,15790.0,6006.0,1.0
mu[19445],-0.098,0.046,-0.183,-0.012,0.0,0.001,15456.0,6433.0,1.0
mu[19446],0.109,0.046,0.022,0.193,0.0,0.001,14897.0,6231.0,1.0
mu[19447],-0.08,0.046,-0.169,0.006,0.0,0.001,15771.0,5947.0,1.0
mu[19448],-0.126,0.045,-0.209,-0.04,0.0,0.001,14757.0,6065.0,1.0
mu[19449],-0.009,0.052,-0.102,0.095,0.0,0.001,14025.0,6673.0,1.0
mu[19450],-0.037,0.044,-0.119,0.047,0.0,0.001,14673.0,6020.0,1.0
mu[19451],-0.064,0.046,-0.15,0.021,0.0,0.001,15520.0,6528.0,1.0
mu[19452],0.162,0.045,0.078,0.246,0.0,0.001,15008.0,6616.0,1.0
mu[19453],0.097,0.046,0.014,0.188,0.0,0.001,15600.0,6034.0,1.0
mu[19454],0.107,0.052,0.011,0.206,0.0,0.001,14502.0,6845.0,1.0
mu[19455],0.013,0.046,-0.072,0.099,0.0,0.001,14807.0,5991.0,1.0
mu[19456],-0.119,0.046,-0.205,-0.035,0.0,0.001,15667.0,6481.0,1.0
mu[19457],-0.003,0.053,-0.105,0.092,0.0,0.001,14326.0,6594.0,1.0
mu[19458],-0.117,0.045,-0.201,-0.031,0.0,0.001,15485.0,6342.0,1.0
mu[19459],-0.085,0.046,-0.173,-0.001,0.0,0.001,14170.0,6807.0,1.0
mu[19460],0.098,0.046,0.011,0.182,0.0,0.001,14650.0,6502.0,1.0
mu[19461],-0.045,0.053,-0.142,0.057,0.0,0.001,15533.0,7124.0,1.0
mu[19462],-0.046,0.045,-0.13,0.039,0.0,0.001,15635.0,6027.0,1.0
mu[19463],-0.072,0.046,-0.16,0.012,0.0,0.001,14195.0,5804.0,1.0
mu[19464],0.061,0.045,-0.025,0.144,0.0,0.001,14286.0,6454.0,1.0
mu[19465],0.016,0.047,-0.069,0.105,0.0,0.001,15596.0,6079.0,1.0
mu[19466],0.03,0.045,-0.052,0.118,0.0,0.001,15248.0,6035.0,1.0
mu[19467],-0.016,0.046,-0.1,0.07,0.0,0.001,13980.0,6222.0,1.0
mu[19468],0.104,0.045,0.022,0.19,0.0,0.001,14515.0,6403.0,1.0
mu[19469],-0.074,0.045,-0.155,0.013,0.0,0.001,14473.0,5741.0,1.0
mu[19470],0.301,0.046,0.213,0.387,0.0,0.001,13555.0,6282.0,1.0
mu[19471],-0.075,0.046,-0.162,0.01,0.0,0.001,16289.0,6229.0,1.0
mu[19472],-0.035,0.053,-0.14,0.06,0.0,0.001,14856.0,6038.0,1.0
mu[19473],-0.089,0.045,-0.173,-0.004,0.0,0.001,13956.0,6119.0,1.0
mu[19474],-0.065,0.045,-0.149,0.02,0.0,0.001,15439.0,6007.0,1.0
mu[19475],-0.082,0.045,-0.164,0.006,0.0,0.001,14588.0,5973.0,1.0
mu[19476],0.224,0.053,0.12,0.321,0.0,0.001,13962.0,6105.0,1.0
mu[19477],-0.035,0.046,-0.119,0.051,0.0,0.001,14388.0,6020.0,1.0
mu[19478],-0.074,0.046,-0.158,0.015,0.0,0.001,15888.0,6187.0,1.0
mu[19479],-0.105,0.046,-0.192,-0.018,0.0,0.001,14426.0,6191.0,1.0
mu[19480],-0.107,0.045,-0.19,-0.022,0.0,0.001,14041.0,6296.0,1.0
mu[19481],-0.083,0.047,-0.172,0.003,0.0,0.001,15391.0,5360.0,1.0
mu[19482],0.041,0.053,-0.063,0.14,0.0,0.001,14646.0,5872.0,1.0
mu[19483],-0.149,0.045,-0.231,-0.061,0.0,0.001,14709.0,6308.0,1.0
mu[19484],-0.052,0.046,-0.141,0.031,0.0,0.001,13590.0,6003.0,1.0
mu[19485],0.305,0.046,0.216,0.39,0.0,0.001,14215.0,6407.0,1.0
mu[19486],-0.114,0.046,-0.196,-0.025,0.0,0.001,15353.0,5923.0,1.0
mu[19487],0.105,0.045,0.021,0.191,0.0,0.001,14422.0,5673.0,1.0
mu[19488],-0.058,0.046,-0.144,0.027,0.0,0.001,14343.0,6407.0,1.0
mu[19489],-0.097,0.046,-0.182,-0.01,0.0,0.001,15215.0,6400.0,1.0
mu[19490],-0.149,0.045,-0.232,-0.064,0.0,0.001,14762.0,6172.0,1.0
mu[19491],-0.161,0.046,-0.244,-0.076,0.0,0.001,14368.0,5588.0,1.0
mu[19492],-0.141,0.045,-0.225,-0.057,0.0,0.001,15063.0,5963.0,1.0
mu[19493],-0.006,0.052,-0.102,0.096,0.0,0.001,14458.0,6991.0,1.0
mu[19494],-0.025,0.045,-0.111,0.059,0.0,0.001,14986.0,6270.0,1.0
mu[19495],0.061,0.052,-0.04,0.155,0.0,0.001,14003.0,6533.0,1.0
mu[19496],-0.077,0.045,-0.158,0.01,0.0,0.001,13679.0,6522.0,1.0
mu[19497],0.097,0.045,0.013,0.182,0.0,0.001,13780.0,6415.0,1.0
mu[19498],-0.019,0.046,-0.106,0.064,0.0,0.001,16495.0,6263.0,1.0
mu[19499],0.133,0.045,0.049,0.218,0.0,0.001,15656.0,6145.0,1.0
mu[19500],-0.031,0.046,-0.117,0.055,0.0,0.001,15148.0,5957.0,1.0
mu[19501],-0.178,0.046,-0.265,-0.093,0.0,0.001,15182.0,6643.0,1.0
mu[19502],0.136,0.052,0.034,0.231,0.0,0.001,14375.0,7259.0,1.0
mu[19503],0.034,0.046,-0.05,0.12,0.0,0.001,14980.0,6128.0,1.0
mu[19504],-0.087,0.045,-0.174,-0.005,0.0,0.001,14189.0,5885.0,1.0
mu[19505],-0.066,0.045,-0.152,0.018,0.0,0.001,14960.0,5727.0,1.0
mu[19506],-0.022,0.046,-0.109,0.063,0.0,0.001,14424.0,6252.0,1.0
mu[19507],-0.042,0.046,-0.126,0.044,0.0,0.001,15448.0,6321.0,1.0
mu[19508],-0.036,0.046,-0.123,0.046,0.0,0.001,14396.0,6836.0,1.0
mu[19509],-0.0,0.046,-0.084,0.089,0.0,0.001,14520.0,5645.0,1.0
mu[19510],-0.027,0.046,-0.112,0.06,0.0,0.001,16064.0,6059.0,1.0
mu[19511],-0.02,0.045,-0.104,0.064,0.0,0.001,14413.0,6191.0,1.0
mu[19512],0.035,0.046,-0.054,0.119,0.0,0.001,14677.0,6147.0,1.0
mu[19513],0.054,0.046,-0.037,0.137,0.0,0.001,14573.0,6569.0,1.0
mu[19514],-0.092,0.045,-0.176,-0.007,0.0,0.001,15820.0,5789.0,1.0
mu[19515],-0.009,0.052,-0.108,0.088,0.0,0.001,14554.0,5820.0,1.0
mu[19516],0.044,0.052,-0.058,0.138,0.0,0.001,13196.0,6401.0,1.0
mu[19517],0.001,0.046,-0.082,0.088,0.0,0.001,15337.0,5337.0,1.0
mu[19518],0.182,0.046,0.098,0.271,0.0,0.001,14578.0,5728.0,1.0
mu[19519],0.334,0.046,0.253,0.424,0.0,0.001,14332.0,6186.0,1.0
mu[19520],0.088,0.046,0.001,0.175,0.0,0.001,15557.0,6152.0,1.0
mu[19521],-0.008,0.047,-0.093,0.082,0.0,0.001,14028.0,5880.0,1.0
mu[19522],-0.012,0.045,-0.098,0.07,0.0,0.001,13981.0,5905.0,1.0
mu[19523],0.06,0.051,-0.035,0.158,0.0,0.001,13982.0,6435.0,1.0
mu[19524],-0.051,0.046,-0.138,0.031,0.0,0.001,13966.0,6295.0,1.0
mu[19525],-0.062,0.046,-0.145,0.023,0.0,0.001,14852.0,5791.0,1.0
mu[19526],-0.009,0.046,-0.096,0.074,0.0,0.001,14654.0,5826.0,1.0
mu[19527],-0.015,0.046,-0.105,0.07,0.0,0.001,15094.0,5912.0,1.0
mu[19528],-0.075,0.046,-0.16,0.013,0.0,0.001,14334.0,6263.0,1.0
mu[19529],0.032,0.052,-0.067,0.13,0.0,0.001,15394.0,6380.0,1.0
mu[19530],0.038,0.046,-0.048,0.123,0.0,0.001,14810.0,5851.0,1.0
mu[19531],-0.021,0.046,-0.109,0.064,0.0,0.001,15411.0,6576.0,1.0
mu[19532],0.026,0.045,-0.059,0.109,0.0,0.001,15113.0,5871.0,1.0
mu[19533],-0.046,0.046,-0.127,0.044,0.0,0.001,14408.0,5663.0,1.0
mu[19534],0.085,0.046,0.0,0.17,0.0,0.001,14748.0,6456.0,1.0
mu[19535],-0.074,0.046,-0.159,0.012,0.0,0.001,14831.0,6635.0,1.0
mu[19536],-0.105,0.046,-0.19,-0.02,0.0,0.001,15658.0,6441.0,1.0
mu[19537],0.001,0.045,-0.082,0.088,0.0,0.001,14320.0,5875.0,1.0
mu[19538],-0.106,0.046,-0.191,-0.021,0.0,0.001,15432.0,5961.0,1.0
mu[19539],-0.026,0.053,-0.132,0.066,0.0,0.001,14979.0,6366.0,1.0
mu[19540],-0.04,0.046,-0.129,0.042,0.0,0.001,15041.0,6225.0,1.0
mu[19541],-0.172,0.046,-0.258,-0.089,0.0,0.001,14990.0,6136.0,1.0
mu[19542],0.223,0.045,0.135,0.307,0.0,0.001,14318.0,6268.0,1.0
mu[19543],-0.027,0.046,-0.109,0.057,0.0,0.001,15763.0,5890.0,1.0
mu[19544],-0.027,0.045,-0.111,0.06,0.0,0.001,15629.0,5461.0,1.0
mu[19545],-0.114,0.045,-0.201,-0.03,0.0,0.001,14381.0,6163.0,1.0
mu[19546],-0.104,0.046,-0.188,-0.019,0.0,0.001,15413.0,6365.0,1.0
mu[19547],-0.066,0.046,-0.153,0.019,0.0,0.001,15876.0,6247.0,1.0
mu[19548],-0.065,0.047,-0.152,0.024,0.0,0.001,14558.0,5963.0,1.0
mu[19549],-0.123,0.052,-0.222,-0.026,0.0,0.001,14197.0,5945.0,1.0
mu[19550],0.027,0.045,-0.061,0.108,0.0,0.001,14509.0,6615.0,1.0
mu[19551],-0.088,0.044,-0.17,-0.003,0.0,0.001,14835.0,5635.0,1.0
mu[19552],-0.116,0.046,-0.204,-0.033,0.0,0.0,15145.0,6351.0,1.0
mu[19553],-0.133,0.045,-0.219,-0.052,0.0,0.001,14577.0,6312.0,1.0
mu[19554],-0.07,0.046,-0.155,0.015,0.0,0.001,15043.0,5889.0,1.0
mu[19555],0.027,0.047,-0.062,0.114,0.0,0.001,15128.0,5689.0,1.0
mu[19556],0.034,0.044,-0.048,0.117,0.0,0.001,13074.0,5260.0,1.0
mu[19557],-0.139,0.046,-0.225,-0.052,0.0,0.001,13410.0,6058.0,1.0
mu[19558],-0.037,0.046,-0.121,0.053,0.0,0.001,17108.0,6452.0,1.0
mu[19559],0.035,0.046,-0.05,0.122,0.0,0.001,17076.0,6010.0,1.0
mu[19560],-0.033,0.052,-0.133,0.062,0.0,0.001,14529.0,7099.0,1.0
mu[19561],-0.033,0.046,-0.118,0.055,0.0,0.001,12400.0,5006.0,1.0
mu[19562],-0.058,0.046,-0.139,0.032,0.0,0.001,15251.0,6268.0,1.0
mu[19563],0.002,0.045,-0.087,0.083,0.0,0.001,17121.0,6435.0,1.0
mu[19564],-0.071,0.046,-0.16,0.014,0.0,0.001,15151.0,6271.0,1.0
mu[19565],-0.115,0.046,-0.203,-0.03,0.0,0.001,15756.0,5809.0,1.0
mu[19566],-0.048,0.046,-0.133,0.039,0.0,0.001,14173.0,5879.0,1.0
mu[19567],-0.078,0.045,-0.16,0.006,0.0,0.001,13244.0,5995.0,1.0
mu[19568],-0.002,0.047,-0.085,0.091,0.0,0.001,16967.0,6607.0,1.0
mu[19569],-0.118,0.046,-0.207,-0.035,0.0,0.001,15362.0,6720.0,1.0
mu[19570],0.067,0.053,-0.033,0.165,0.0,0.001,15912.0,5920.0,1.0
mu[19571],0.014,0.046,-0.074,0.1,0.0,0.001,18180.0,6332.0,1.0
mu[19572],-0.089,0.046,-0.174,-0.001,0.0,0.001,17387.0,6609.0,1.0
mu[19573],0.119,0.046,0.032,0.208,0.0,0.001,16850.0,6502.0,1.0
mu[19574],-0.07,0.047,-0.156,0.019,0.0,0.001,17364.0,5870.0,1.0
mu[19575],-0.122,0.045,-0.205,-0.036,0.0,0.001,12325.0,6253.0,1.0
mu[19576],-0.018,0.052,-0.117,0.077,0.0,0.001,15428.0,6268.0,1.0
mu[19577],-0.033,0.045,-0.116,0.054,0.0,0.001,13670.0,6035.0,1.0
mu[19578],-0.054,0.046,-0.142,0.031,0.0,0.001,17112.0,6428.0,1.0
mu[19579],0.171,0.046,0.084,0.256,0.0,0.001,16353.0,6468.0,1.0
mu[19580],0.106,0.045,0.023,0.192,0.0,0.001,15896.0,6843.0,1.0
mu[19581],0.098,0.053,-0.002,0.196,0.0,0.001,16255.0,6987.0,1.0
mu[19582],0.022,0.047,-0.063,0.113,0.0,0.001,16942.0,6292.0,1.0
mu[19583],-0.11,0.046,-0.194,-0.022,0.0,0.001,17427.0,6571.0,1.0
mu[19584],-0.012,0.053,-0.115,0.086,0.0,0.001,16073.0,6308.0,1.0
mu[19585],-0.108,0.045,-0.192,-0.024,0.0,0.001,18621.0,5707.0,1.0
mu[19586],-0.075,0.046,-0.16,0.01,0.0,0.001,14463.0,6556.0,1.0
mu[19587],0.108,0.047,0.018,0.194,0.0,0.001,15274.0,6433.0,1.0
mu[19588],-0.054,0.052,-0.153,0.041,0.0,0.001,15695.0,6702.0,1.0
mu[19589],-0.042,0.046,-0.131,0.042,0.0,0.001,13675.0,5517.0,1.0
mu[19590],-0.068,0.046,-0.151,0.02,0.0,0.001,14454.0,5559.0,1.0
mu[19591],0.07,0.046,-0.015,0.158,0.0,0.001,17521.0,6301.0,1.0
mu[19592],0.025,0.046,-0.06,0.11,0.0,0.001,16559.0,6519.0,1.0
mu[19593],0.034,0.045,-0.049,0.121,0.0,0.001,14304.0,6448.0,1.0
mu[19594],-0.012,0.046,-0.097,0.072,0.0,0.001,13841.0,6077.0,1.0
mu[19595],0.108,0.045,0.02,0.19,0.0,0.001,13471.0,6294.0,1.0
mu[19596],-0.07,0.046,-0.156,0.015,0.0,0.001,14694.0,5452.0,1.0
mu[19597],0.31,0.046,0.221,0.394,0.0,0.001,15894.0,6622.0,1.0
mu[19598],-0.066,0.046,-0.15,0.022,0.0,0.001,18583.0,5989.0,1.0
mu[19599],-0.044,0.053,-0.145,0.053,0.0,0.001,14521.0,6584.0,1.0
mu[19600],-0.085,0.045,-0.172,-0.003,0.0,0.001,12843.0,5883.0,1.0
mu[19601],-0.055,0.046,-0.14,0.03,0.0,0.001,17865.0,6004.0,1.0
mu[19602],-0.078,0.045,-0.166,0.005,0.0,0.001,12496.0,5334.0,1.0
mu[19603],0.215,0.052,0.116,0.314,0.0,0.001,14833.0,6328.0,1.0
mu[19604],-0.026,0.046,-0.106,0.064,0.0,0.001,15591.0,6669.0,1.0
mu[19605],-0.064,0.045,-0.15,0.021,0.0,0.001,16300.0,6560.0,1.0
mu[19606],-0.096,0.046,-0.184,-0.011,0.0,0.001,16645.0,6296.0,1.0
mu[19607],-0.103,0.046,-0.189,-0.018,0.0,0.001,13377.0,5293.0,1.0
mu[19608],-0.079,0.046,-0.163,0.01,0.0,0.001,14405.0,5693.0,1.0
mu[19609],0.032,0.053,-0.065,0.132,0.0,0.001,16270.0,6659.0,1.0
mu[19610],-0.14,0.047,-0.226,-0.05,0.0,0.001,17255.0,6242.0,1.0
mu[19611],-0.043,0.046,-0.128,0.042,0.0,0.001,17739.0,6664.0,1.0
mu[19612],0.315,0.046,0.227,0.399,0.0,0.001,15336.0,6623.0,1.0
mu[19613],-0.11,0.044,-0.194,-0.028,0.0,0.001,14455.0,6080.0,1.0
mu[19614],0.109,0.045,0.027,0.197,0.0,0.001,14223.0,6533.0,1.0
mu[19615],-0.049,0.046,-0.136,0.035,0.0,0.001,15724.0,5447.0,1.0
mu[19616],-0.094,0.045,-0.174,-0.006,0.0,0.001,13790.0,5984.0,1.0
mu[19617],-0.145,0.045,-0.232,-0.065,0.0,0.001,13515.0,6561.0,1.0
mu[19618],-0.152,0.045,-0.242,-0.07,0.0,0.001,16166.0,6210.0,1.0
mu[19619],-0.137,0.045,-0.219,-0.05,0.0,0.001,14602.0,5893.0,1.0
mu[19620],-0.015,0.052,-0.113,0.08,0.0,0.001,14446.0,6100.0,1.0
mu[19621],-0.021,0.045,-0.106,0.063,0.0,0.001,13022.0,5530.0,1.0
mu[19622],0.052,0.053,-0.046,0.15,0.0,0.001,15083.0,6695.0,1.0
mu[19623],-0.068,0.045,-0.153,0.018,0.0,0.001,17191.0,6482.0,1.0
mu[19624],0.106,0.046,0.024,0.197,0.0,0.001,17097.0,6255.0,1.0
mu[19625],-0.009,0.046,-0.091,0.083,0.0,0.001,18997.0,6245.0,1.0
mu[19626],0.142,0.046,0.057,0.229,0.0,0.001,15342.0,5781.0,1.0
mu[19627],-0.021,0.046,-0.111,0.062,0.0,0.001,16793.0,5891.0,1.0
mu[19628],-0.168,0.047,-0.259,-0.083,0.0,0.001,16873.0,6146.0,1.0
mu[19629],0.127,0.053,0.033,0.231,0.0,0.001,16446.0,6776.0,1.0
mu[19630],0.038,0.045,-0.041,0.128,0.0,0.001,14206.0,5990.0,1.0
mu[19631],-0.083,0.045,-0.172,-0.003,0.0,0.001,13314.0,5833.0,1.0
mu[19632],-0.056,0.046,-0.143,0.031,0.0,0.001,16654.0,5904.0,1.0
mu[19633],-0.012,0.047,-0.094,0.08,0.0,0.001,17254.0,5744.0,1.0
mu[19634],-0.032,0.046,-0.114,0.057,0.0,0.001,15129.0,6515.0,1.0
mu[19635],-0.027,0.046,-0.11,0.062,0.0,0.001,15620.0,6560.0,1.0
mu[19636],0.004,0.045,-0.081,0.088,0.0,0.001,13883.0,5971.0,1.0
mu[19637],-0.018,0.046,-0.103,0.069,0.0,0.001,15653.0,5991.0,1.0
mu[19638],-0.016,0.045,-0.099,0.069,0.0,0.001,13810.0,6111.0,1.0
mu[19639],0.039,0.046,-0.046,0.126,0.0,0.001,13807.0,6342.0,1.0
mu[19640],0.064,0.046,-0.024,0.151,0.0,0.001,15462.0,6159.0,1.0
mu[19641],-0.088,0.045,-0.173,-0.003,0.0,0.001,13889.0,5897.0,1.0
mu[19642],-0.018,0.052,-0.112,0.085,0.0,0.001,15014.0,6760.0,1.0
mu[19643],0.035,0.052,-0.066,0.131,0.0,0.001,15312.0,6382.0,1.0
mu[19644],0.005,0.046,-0.077,0.095,0.0,0.001,15397.0,5799.0,1.0
mu[19645],0.186,0.046,0.099,0.269,0.0,0.001,13583.0,6195.0,1.0
mu[19646],0.344,0.046,0.262,0.434,0.0,0.001,14883.0,6242.0,1.0
mu[19647],0.098,0.046,0.013,0.188,0.0,0.001,16904.0,6107.0,1.0
mu[19648],-0.004,0.046,-0.095,0.077,0.0,0.001,14026.0,5467.0,1.0
mu[19649],-0.008,0.045,-0.097,0.073,0.0,0.001,14265.0,5104.0,1.0
mu[19650],0.051,0.052,-0.047,0.15,0.0,0.001,15457.0,6187.0,1.0
mu[19651],-0.041,0.045,-0.124,0.045,0.0,0.001,15693.0,6101.0,1.0
mu[19652],-0.058,0.044,-0.144,0.024,0.0,0.001,14070.0,6089.0,1.0
mu[19653],-0.005,0.046,-0.091,0.081,0.0,0.001,14722.0,5616.0,1.0
mu[19654],-0.011,0.045,-0.098,0.072,0.0,0.001,14056.0,6214.0,1.0
mu[19655],-0.071,0.045,-0.158,0.012,0.0,0.001,13209.0,6006.0,1.0
mu[19656],0.022,0.053,-0.082,0.119,0.0,0.001,15417.0,5994.0,1.0
mu[19657],0.048,0.046,-0.043,0.132,0.0,0.001,15970.0,5898.0,1.0
mu[19658],-0.011,0.046,-0.096,0.074,0.0,0.001,16842.0,6766.0,1.0
mu[19659],0.03,0.046,-0.057,0.114,0.0,0.001,13320.0,5496.0,1.0
mu[19660],-0.036,0.045,-0.121,0.048,0.0,0.001,15475.0,6359.0,1.0
mu[19661],0.095,0.046,0.011,0.183,0.0,0.001,17757.0,5926.0,1.0
mu[19662],-0.064,0.046,-0.152,0.02,0.0,0.001,17056.0,6277.0,1.0
mu[19663],-0.101,0.045,-0.185,-0.016,0.0,0.001,13455.0,5909.0,1.0
mu[19664],0.005,0.045,-0.08,0.089,0.0,0.001,14359.0,5759.0,1.0
mu[19665],-0.102,0.046,-0.19,-0.02,0.0,0.001,13553.0,5269.0,1.0
mu[19666],-0.035,0.052,-0.135,0.061,0.0,0.001,14826.0,5842.0,1.0
mu[19667],-0.036,0.045,-0.122,0.047,0.0,0.001,14199.0,6300.0,1.0
mu[19668],-0.168,0.046,-0.251,-0.081,0.0,0.001,14823.0,6462.0,1.0
mu[19669],0.233,0.046,0.146,0.319,0.0,0.001,16594.0,6325.0,1.0
mu[19670],-0.023,0.046,-0.107,0.064,0.0,0.001,15013.0,5743.0,1.0
mu[19671],-0.023,0.045,-0.111,0.059,0.0,0.001,14493.0,5914.0,1.0
mu[19672],-0.104,0.045,-0.188,-0.02,0.0,0.001,15687.0,6353.0,1.0
mu[19673],-0.094,0.046,-0.186,-0.011,0.0,0.001,15830.0,6087.0,1.0
mu[19674],-0.062,0.046,-0.144,0.025,0.0,0.001,15111.0,5970.0,1.0
mu[19675],-0.055,0.046,-0.145,0.028,0.0,0.001,16958.0,5958.0,1.0
mu[19676],-0.132,0.053,-0.232,-0.035,0.0,0.001,14980.0,5703.0,1.0
mu[19677],0.031,0.045,-0.058,0.112,0.0,0.001,13737.0,6162.0,1.0
mu[19678],-0.084,0.045,-0.166,0.003,0.0,0.001,14286.0,6091.0,1.0
mu[19679],-0.107,0.046,-0.189,-0.019,0.0,0.001,16284.0,6212.0,1.0
mu[19680],-0.129,0.045,-0.211,-0.042,0.0,0.001,14458.0,6031.0,1.0
mu[19681],-0.066,0.046,-0.151,0.021,0.0,0.001,14325.0,5377.0,1.0
mu[19682],0.031,0.046,-0.058,0.115,0.0,0.001,15810.0,5853.0,1.0
mu[19683],0.038,0.044,-0.046,0.121,0.0,0.001,12235.0,6160.0,1.0
mu[19684],-0.135,0.045,-0.221,-0.05,0.0,0.001,13304.0,5225.0,1.0
mu[19685],-0.042,0.046,-0.127,0.046,0.0,0.001,18495.0,5978.0,1.0
mu[19686],0.031,0.046,-0.054,0.12,0.0,0.001,15462.0,5963.0,1.0
mu[19687],-0.041,0.052,-0.137,0.059,0.0,0.001,13731.0,6608.0,1.0
mu[19688],-0.041,0.045,-0.125,0.045,0.0,0.001,13406.0,5699.0,1.0
mu[19689],-0.066,0.045,-0.151,0.017,0.0,0.001,14567.0,6283.0,1.0
mu[19690],-0.003,0.046,-0.09,0.083,0.0,0.001,19509.0,5889.0,1.0
mu[19691],-0.075,0.046,-0.161,0.011,0.0,0.001,16227.0,5621.0,1.0
mu[19692],-0.12,0.045,-0.203,-0.034,0.0,0.001,17296.0,6462.0,1.0
mu[19693],-0.056,0.045,-0.141,0.029,0.0,0.001,13992.0,5535.0,1.0
mu[19694],-0.086,0.044,-0.169,-0.001,0.0,0.001,13426.0,6325.0,1.0
mu[19695],-0.007,0.047,-0.093,0.081,0.0,0.001,18370.0,6076.0,1.0
mu[19696],-0.123,0.047,-0.211,-0.036,0.0,0.001,18906.0,5994.0,1.0
mu[19697],0.06,0.052,-0.039,0.157,0.0,0.001,14279.0,5599.0,1.0
mu[19698],0.009,0.045,-0.076,0.095,0.0,0.001,19278.0,6407.0,1.0
mu[19699],-0.094,0.047,-0.181,-0.004,0.0,0.001,18489.0,6099.0,1.0
mu[19700],0.114,0.046,0.026,0.202,0.0,0.001,19441.0,5792.0,1.0
mu[19701],-0.075,0.046,-0.159,0.012,0.0,0.001,17250.0,5840.0,1.0
mu[19702],-0.129,0.045,-0.214,-0.047,0.0,0.001,13696.0,5792.0,1.0
mu[19703],-0.025,0.052,-0.122,0.073,0.0,0.001,13259.0,6492.0,1.0
mu[19704],-0.041,0.044,-0.121,0.044,0.0,0.001,14551.0,6501.0,1.0
mu[19705],-0.059,0.046,-0.147,0.026,0.0,0.001,18841.0,5813.0,1.0
mu[19706],0.167,0.046,0.084,0.255,0.0,0.001,17969.0,6202.0,1.0
mu[19707],0.101,0.047,0.015,0.189,0.0,0.001,16823.0,5563.0,1.0
mu[19708],0.09,0.052,-0.01,0.187,0.0,0.001,14773.0,6908.0,1.0
mu[19709],0.018,0.046,-0.069,0.105,0.0,0.001,16987.0,5415.0,1.0
mu[19710],-0.114,0.045,-0.2,-0.03,0.0,0.001,16560.0,5990.0,1.0
mu[19711],-0.02,0.053,-0.12,0.079,0.0,0.001,14955.0,5532.0,1.0
mu[19712],-0.113,0.046,-0.195,-0.024,0.0,0.001,18253.0,5595.0,1.0
mu[19713],-0.08,0.046,-0.165,0.009,0.0,0.001,16669.0,5907.0,1.0
mu[19714],0.103,0.045,0.018,0.187,0.0,0.001,16855.0,6134.0,1.0
mu[19715],-0.062,0.052,-0.158,0.038,0.0,0.001,14860.0,6285.0,1.0
mu[19716],-0.05,0.046,-0.136,0.036,0.0,0.001,15446.0,6071.0,1.0
mu[19717],-0.075,0.046,-0.16,0.011,0.0,0.001,13730.0,5661.0,1.0
mu[19718],0.066,0.047,-0.018,0.156,0.0,0.001,20456.0,5481.0,1.0
mu[19719],0.02,0.046,-0.064,0.108,0.0,0.001,18469.0,5960.0,1.0
mu[19720],0.026,0.046,-0.062,0.108,0.0,0.001,16033.0,6058.0,1.0
mu[19721],-0.019,0.045,-0.104,0.065,0.0,0.001,13899.0,5949.0,1.0
mu[19722],0.1,0.045,0.015,0.183,0.0,0.001,13770.0,5951.0,1.0
mu[19723],-0.078,0.046,-0.163,0.009,0.0,0.001,15074.0,5969.0,1.0
