,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
celltype_effect_obese[ACINAR],-0.258,0.071,-0.385,-0.122,0.001,0.001,4059.0,4246.0,1.0
celltype_effect_obese[ADIPOCYTES],0.006,0.071,-0.124,0.143,0.001,0.001,5082.0,5555.0,1.0
celltype_effect_obese[FIBROBLASTS],0.096,0.032,0.035,0.154,0.001,0.0,1230.0,2847.0,1.0
celltype_effect_obese[ICAF],0.07,0.038,-0.003,0.137,0.001,0.0,1800.0,4330.0,1.0
celltype_effect_obese[ISLET ENDOCRINE],0.003,0.033,-0.057,0.065,0.001,0.0,1432.0,3020.0,1.0
celltype_effect_obese[MAST],0.005,0.107,-0.197,0.211,0.001,0.001,6260.0,5557.0,1.0
celltype_effect_obese[MYCAF],-0.043,0.106,-0.247,0.156,0.001,0.002,5749.0,5326.0,1.0
celltype_effect_obese[NEURAL],0.135,0.163,-0.187,0.422,0.002,0.002,5999.0,6615.0,1.0
celltype_effect_obese[NORMAL DUCTAL],-0.062,0.108,-0.274,0.143,0.001,0.001,5712.0,5830.0,1.0
celltype_effect_obese[PERICYTES SMC],0.052,0.034,-0.01,0.116,0.001,0.0,1296.0,3194.0,1.0
celltype_effect_obese[SCHWANN],0.029,0.032,-0.032,0.087,0.001,0.0,1252.0,3151.0,1.0
celltype_effect_obese[STELLATE],-0.054,0.062,-0.168,0.062,0.001,0.001,3524.0,4305.0,1.0
celltype_effect_obese[TUMOR CLASSICAL],0.061,0.03,0.006,0.118,0.001,0.0,1134.0,2765.0,1.0
celltype_effect_obese[TUMOR EPITHELIAL],-0.08,0.054,-0.182,0.023,0.001,0.001,3027.0,5394.0,1.0
celltype_effect_overweight[ACINAR],-0.308,0.061,-0.416,-0.205,0.001,0.003,2204.0,2397.0,1.0
celltype_effect_overweight[ADIPOCYTES],-0.01,0.09,-0.192,0.155,0.001,0.001,4456.0,5100.0,1.0
celltype_effect_overweight[FIBROBLASTS],0.126,0.022,0.085,0.169,0.001,0.0,840.0,1675.0,1.01
celltype_effect_overweight[ICAF],0.086,0.028,0.032,0.136,0.001,0.0,1339.0,2765.0,1.01
celltype_effect_overweight[ISLET ENDOCRINE],0.001,0.023,-0.042,0.045,0.001,0.0,802.0,2194.0,1.01
celltype_effect_overweight[MAST],0.142,0.104,-0.07,0.322,0.002,0.002,4804.0,5164.0,1.0
celltype_effect_overweight[MYCAF],-0.047,0.093,-0.221,0.142,0.001,0.002,4674.0,4244.0,1.0
celltype_effect_overweight[NEURAL],0.003,0.134,-0.249,0.273,0.002,0.002,6966.0,5515.0,1.0
celltype_effect_overweight[NORMAL DUCTAL],0.153,0.115,-0.091,0.349,0.002,0.002,4455.0,4198.0,1.0
celltype_effect_overweight[PERICYTES SMC],0.103,0.024,0.059,0.148,0.001,0.0,996.0,2201.0,1.01
celltype_effect_overweight[SCHWANN],0.035,0.022,-0.009,0.076,0.001,0.0,749.0,1636.0,1.01
celltype_effect_overweight[STELLATE],-0.112,0.07,-0.24,0.028,0.001,0.001,3501.0,4566.0,1.0
celltype_effect_overweight[TUMOR CLASSICAL],0.039,0.022,-0.003,0.078,0.001,0.0,737.0,1763.0,1.01
celltype_effect_overweight[TUMOR EPITHELIAL],0.13,0.061,0.017,0.247,0.001,0.001,3451.0,4317.0,1.0
feature_baseline[ACINAR||Calcium_Signaling_Signature],0.148,0.044,0.067,0.232,0.001,0.0,3968.0,6200.0,1.0
feature_baseline[ACINAR||Cell_Death_Resistance_Signature],0.15,0.045,0.071,0.238,0.001,0.0,3895.0,5755.0,1.0
feature_baseline[ACINAR||Insulin_Resistance_Acinar_Signature],0.141,0.044,0.062,0.225,0.001,0.0,3442.0,5490.0,1.0
feature_baseline[ACINAR||Lipid_Storage_Overload_Signature],0.129,0.045,0.048,0.214,0.001,0.0,3841.0,5215.0,1.0
feature_baseline[ADIPOCYTES||Adipogenesis_Program_Signature],-0.072,0.049,-0.163,0.018,0.001,0.001,5455.0,4918.0,1.0
feature_baseline[ADIPOCYTES||Extracellular_Matrix_Signature],0.056,0.05,-0.036,0.151,0.001,0.001,5140.0,5677.0,1.0
feature_baseline[ADIPOCYTES||Inflammatory_Adipokine_Signature],0.015,0.049,-0.078,0.106,0.001,0.001,5459.0,5341.0,1.0
feature_baseline[ADIPOCYTES||Lipid_Storage_Signature],-0.091,0.05,-0.186,0.001,0.001,0.001,5221.0,4933.0,1.0
feature_baseline[FIBROBLASTS||Apoptosis_Regulation_Signature],-0.092,0.037,-0.163,-0.023,0.001,0.0,2511.0,5270.0,1.0
feature_baseline[FIBROBLASTS||Autophagy_Regulation_Signature],-0.082,0.038,-0.152,-0.012,0.001,0.0,2666.0,4845.0,1.0
feature_baseline[FIBROBLASTS||Cell_Migration_Signature],-0.08,0.037,-0.153,-0.011,0.001,0.0,3181.0,3978.0,1.0
feature_baseline[FIBROBLASTS||Collagen_Synthesis_Signature],-0.083,0.038,-0.153,-0.013,0.001,0.0,2972.0,4842.0,1.0
feature_baseline[FIBROBLASTS||Contractile_Phenotype_Signature],-0.084,0.038,-0.156,-0.013,0.001,0.0,2885.0,4934.0,1.0
feature_baseline[FIBROBLASTS||ECM_Production_Signature],-0.087,0.037,-0.16,-0.02,0.001,0.0,2955.0,4584.0,1.0
feature_baseline[FIBROBLASTS||ER_Stress_Response_Signature],-0.082,0.037,-0.149,-0.012,0.001,0.0,3067.0,4388.0,1.0
feature_baseline[FIBROBLASTS||Elastin_Synthesis_Signature],-0.082,0.037,-0.155,-0.015,0.001,0.0,2624.0,4083.0,1.0
feature_baseline[FIBROBLASTS||Fatty_Acid_Oxidation_Signature],-0.088,0.038,-0.159,-0.014,0.001,0.0,2970.0,5106.0,1.0
feature_baseline[FIBROBLASTS||Fibroblast_Identity_Signature],-0.083,0.038,-0.154,-0.013,0.001,0.0,3184.0,4267.0,1.0
feature_baseline[FIBROBLASTS||Fibrosis_Signature],-0.091,0.038,-0.163,-0.023,0.001,0.0,2881.0,4885.0,1.0
feature_baseline[FIBROBLASTS||Glycosaminoglycan_Synthesis_Signature],-0.088,0.037,-0.159,-0.02,0.001,0.0,2688.0,4538.0,1.0
feature_baseline[FIBROBLASTS||Growth_Factor_Secretion_Signature],-0.104,0.037,-0.176,-0.035,0.001,0.0,2796.0,5095.0,1.0
feature_baseline[FIBROBLASTS||Hedgehog_Signaling_Signature],-0.098,0.038,-0.17,-0.026,0.001,0.0,2745.0,4320.0,1.0
feature_baseline[FIBROBLASTS||Inflammatory_Signature],-0.108,0.038,-0.179,-0.036,0.001,0.0,2851.0,5136.0,1.0
feature_baseline[FIBROBLASTS||Insulin_Signaling_Dysregulation_Signature],-0.076,0.037,-0.146,-0.006,0.001,0.0,2705.0,5381.0,1.0
feature_baseline[FIBROBLASTS||Lipid_Metabolism_Signature],-0.08,0.038,-0.148,-0.006,0.001,0.0,2703.0,4291.0,1.0
feature_baseline[FIBROBLASTS||MAPK_Signaling_Signature],-0.084,0.038,-0.155,-0.012,0.001,0.0,2977.0,4842.0,1.0
feature_baseline[FIBROBLASTS||Matrix_Remodeling_Signature],-0.1,0.038,-0.169,-0.028,0.001,0.0,3169.0,5159.0,1.0
feature_baseline[FIBROBLASTS||Mitochondrial_Function_Signature],-0.089,0.037,-0.158,-0.02,0.001,0.0,3346.0,4888.0,1.0
feature_baseline[FIBROBLASTS||NF_kB_Signaling_Signature],-0.093,0.038,-0.163,-0.02,0.001,0.0,3037.0,5314.0,1.0
feature_baseline[FIBROBLASTS||Notch_Signaling_Signature],-0.09,0.037,-0.159,-0.019,0.001,0.0,3153.0,4380.0,1.0
feature_baseline[FIBROBLASTS||PI3K_AKT_Signaling_Signature],-0.09,0.038,-0.162,-0.021,0.001,0.0,2968.0,4748.0,1.0
feature_baseline[FIBROBLASTS||Proteoglycan_Synthesis_Signature],-0.077,0.037,-0.148,-0.01,0.001,0.0,2677.0,4596.0,1.0
feature_baseline[FIBROBLASTS||TGF_Beta_Signaling_Signature],-0.091,0.037,-0.16,-0.019,0.001,0.0,2770.0,3931.0,1.0
feature_baseline[FIBROBLASTS||Wnt_Signaling_Signature],-0.087,0.038,-0.16,-0.017,0.001,0.0,2965.0,4480.0,1.0
feature_baseline[ICAF||Apoptosis_Regulation_Signature],-0.085,0.04,-0.158,-0.008,0.001,0.0,2971.0,5222.0,1.0
feature_baseline[ICAF||Autophagy_Regulation_Signature],-0.078,0.039,-0.154,-0.006,0.001,0.0,3291.0,4919.0,1.0
feature_baseline[ICAF||Cell_Proliferation_Signature],-0.097,0.04,-0.17,-0.021,0.001,0.0,2971.0,4998.0,1.0
feature_baseline[ICAF||Chemokine_Production_Signature],-0.104,0.039,-0.181,-0.033,0.001,0.0,3186.0,5012.0,1.0
feature_baseline[ICAF||ER_Stress_Response_Signature],-0.082,0.039,-0.155,-0.007,0.001,0.0,3218.0,4674.0,1.0
feature_baseline[ICAF||Hedgehog_Signaling_Signature],-0.071,0.041,-0.149,0.004,0.001,0.0,3129.0,4754.0,1.0
feature_baseline[ICAF||Ion_Channel_Signature],-0.075,0.039,-0.153,-0.005,0.001,0.0,3314.0,5307.0,1.0
feature_baseline[ICAF||Lipid_Metabolism_Signature],-0.09,0.039,-0.163,-0.016,0.001,0.0,3627.0,5084.0,1.0
feature_baseline[ICAF||Notch_Signaling_Signature],-0.094,0.039,-0.17,-0.024,0.001,0.0,3009.0,4451.0,1.0
feature_baseline[ICAF||Oxidative_Stress_Response_Signature],-0.08,0.04,-0.151,-0.003,0.001,0.0,2754.0,4871.0,1.0
feature_baseline[ICAF||Therapy_Resistance_Signature],-0.085,0.039,-0.16,-0.013,0.001,0.0,2759.0,4796.0,1.0
feature_baseline[ICAF||Wnt_Signaling_Signature],-0.08,0.04,-0.153,-0.005,0.001,0.0,2916.0,4606.0,1.0
feature_baseline[ICAF||mTOR_Signaling_Signature],-0.073,0.039,-0.148,-0.001,0.001,0.0,3402.0,5344.0,1.0
feature_baseline[ISLET_ENDOCRINE||Adipokine_Signaling_Signature],-0.035,0.038,-0.106,0.035,0.001,0.0,2862.0,5196.0,1.0
feature_baseline[ISLET_ENDOCRINE||Apoptosis_Regulation_Signature],-0.039,0.037,-0.109,0.031,0.001,0.0,2718.0,5105.0,1.0
feature_baseline[ISLET_ENDOCRINE||Autophagy_Regulation_Signature],-0.041,0.038,-0.11,0.031,0.001,0.0,2657.0,5031.0,1.0
feature_baseline[ISLET_ENDOCRINE||Beta_Cell_Identity_Signature],-0.021,0.037,-0.09,0.05,0.001,0.0,2825.0,5420.0,1.0
feature_baseline[ISLET_ENDOCRINE||Calcium_Handling_Signature],-0.029,0.038,-0.099,0.043,0.001,0.0,3139.0,4372.0,1.0
feature_baseline[ISLET_ENDOCRINE||Cell_Adhesion_Signature],-0.025,0.037,-0.094,0.045,0.001,0.0,2795.0,5433.0,1.0
feature_baseline[ISLET_ENDOCRINE||Cell_Cycle_Control_Signature],-0.034,0.038,-0.106,0.035,0.001,0.0,2512.0,4709.0,1.0
feature_baseline[ISLET_ENDOCRINE||Cell_Survival_Signature],-0.029,0.037,-0.099,0.041,0.001,0.0,2898.0,5036.0,1.0
feature_baseline[ISLET_ENDOCRINE||Dedifferentiation_Signature],-0.016,0.037,-0.082,0.056,0.001,0.001,3296.0,4681.0,1.0
feature_baseline[ISLET_ENDOCRINE||ER_Homeostasis_Signature],-0.049,0.038,-0.119,0.021,0.001,0.0,2989.0,4579.0,1.0
feature_baseline[ISLET_ENDOCRINE||Glucagon_Signaling_Signature],-0.013,0.037,-0.082,0.057,0.001,0.0,2546.0,4850.0,1.0
feature_baseline[ISLET_ENDOCRINE||Glucolipotoxicity_Signature],-0.049,0.038,-0.118,0.024,0.001,0.0,2874.0,4774.0,1.0
feature_baseline[ISLET_ENDOCRINE||Hormone_Transport_Signature],-0.02,0.037,-0.089,0.052,0.001,0.0,2877.0,4575.0,1.0
feature_baseline[ISLET_ENDOCRINE||Incretin_Response_Signature],-0.023,0.038,-0.096,0.044,0.001,0.0,3028.0,4684.0,1.0
feature_baseline[ISLET_ENDOCRINE||Inflammatory_Response_Signature],-0.041,0.038,-0.114,0.027,0.001,0.0,2866.0,4303.0,1.0
feature_baseline[ISLET_ENDOCRINE||Lipid_Metabolism_Signature],-0.05,0.038,-0.12,0.02,0.001,0.0,2524.0,4426.0,1.0
feature_baseline[ISLET_ENDOCRINE||Metabolic_Sensing_Signature],-0.052,0.037,-0.123,0.015,0.001,0.0,2720.0,4121.0,1.0
feature_baseline[ISLET_ENDOCRINE||Metabolic_Stress_Response_Signature],-0.051,0.037,-0.122,0.017,0.001,0.0,2965.0,5092.0,1.0
feature_baseline[ISLET_ENDOCRINE||Mitochondrial_Function_Signature],-0.047,0.038,-0.12,0.023,0.001,0.0,2867.0,5416.0,1.0
feature_baseline[ISLET_ENDOCRINE||Oxidative_Stress_Defense_Signature],-0.04,0.037,-0.108,0.031,0.001,0.0,2703.0,5013.0,1.0
feature_baseline[ISLET_ENDOCRINE||Senescence_Signature],-0.023,0.038,-0.09,0.052,0.001,0.0,2957.0,4976.0,1.0
feature_baseline[MAST||Degranulation_Program_Signature],-0.101,0.05,-0.192,-0.004,0.001,0.001,4320.0,5974.0,1.0
feature_baseline[MAST||Lipid_Metabolism_Dysregulation_Signature],-0.131,0.049,-0.225,-0.041,0.001,0.001,4879.0,5548.0,1.0
feature_baseline[MYCAF||Angiogenesis_Support_Signature],-0.031,0.048,-0.123,0.056,0.001,0.001,4562.0,5549.0,1.0
feature_baseline[MYCAF||Notch_Signaling_Signature],-0.032,0.048,-0.12,0.057,0.001,0.001,4915.0,6290.0,1.0
feature_baseline[NEURAL||Neuropeptide_Signaling_Signature],-0.088,0.053,-0.185,0.013,0.001,0.001,6025.0,5880.0,1.0
feature_baseline[NORMAL_DUCTAL||Adipokine_Response_Signature],-0.092,0.049,-0.182,0.001,0.001,0.001,5065.0,5379.0,1.0
feature_baseline[NORMAL_DUCTAL||Lipid_Metabolism_Signature],-0.114,0.05,-0.208,-0.021,0.001,0.001,5379.0,5824.0,1.0
feature_baseline[PERICYTES_SMC||Adipokine_Response_Signature],-0.076,0.039,-0.148,-0.001,0.001,0.0,2794.0,4872.0,1.0
feature_baseline[PERICYTES_SMC||Apoptosis_Regulation_Signature],-0.085,0.039,-0.158,-0.012,0.001,0.0,2903.0,4626.0,1.0
feature_baseline[PERICYTES_SMC||Calcium_Signaling_Signature],-0.078,0.038,-0.15,-0.007,0.001,0.0,3137.0,4784.0,1.0
feature_baseline[PERICYTES_SMC||Complement_Activation_Signature],-0.089,0.038,-0.158,-0.017,0.001,0.0,2800.0,5221.0,1.0
feature_baseline[PERICYTES_SMC||DNA_Repair_Signature],-0.08,0.038,-0.149,-0.006,0.001,0.0,2886.0,4046.0,1.0
feature_baseline[PERICYTES_SMC||ECM_Production_Signature],-0.082,0.038,-0.154,-0.011,0.001,0.0,2822.0,4423.0,1.0
feature_baseline[PERICYTES_SMC||ER_Stress_Response_Signature],-0.074,0.039,-0.15,-0.002,0.001,0.0,3114.0,4812.0,1.0
feature_baseline[PERICYTES_SMC||Fatty_Acid_Oxidation_Signature],-0.078,0.039,-0.152,-0.007,0.001,0.0,2987.0,5166.0,1.0
feature_baseline[PERICYTES_SMC||Hedgehog_Signaling_Signature],-0.076,0.039,-0.149,-0.003,0.001,0.0,2371.0,4491.0,1.0
feature_baseline[PERICYTES_SMC||Inflammatory_Response_Signature],-0.091,0.039,-0.166,-0.021,0.001,0.0,2728.0,4911.0,1.0
feature_baseline[PERICYTES_SMC||Lipid_Metabolism_Signature],-0.077,0.038,-0.148,-0.004,0.001,0.0,2802.0,5270.0,1.0
feature_baseline[PERICYTES_SMC||MAPK_Signaling_Signature],-0.068,0.038,-0.141,0.003,0.001,0.0,2482.0,3678.0,1.0
feature_baseline[PERICYTES_SMC||Metabolic_Dysfunction_Signature],-0.073,0.039,-0.144,-0.0,0.001,0.0,2922.0,5046.0,1.0
feature_baseline[PERICYTES_SMC||Mitochondrial_Function_Signature],-0.081,0.038,-0.152,-0.012,0.001,0.0,2887.0,5154.0,1.0
feature_baseline[PERICYTES_SMC||Notch_Signaling_Signature],-0.084,0.039,-0.156,-0.009,0.001,0.0,2616.0,4731.0,1.0
feature_baseline[PERICYTES_SMC||Oxidative_Stress_Response_Signature],-0.063,0.039,-0.135,0.01,0.001,0.0,2814.0,5609.0,1.0
feature_baseline[PERICYTES_SMC||Pericyte_Identity_Signature],-0.068,0.038,-0.14,0.003,0.001,0.0,2797.0,4599.0,1.0
feature_baseline[PERICYTES_SMC||Smooth_Muscle_Contractility_Signature],-0.067,0.038,-0.139,0.005,0.001,0.0,2799.0,4529.0,1.0
feature_baseline[PERICYTES_SMC||Type_I_Interferon_Response_Signature],-0.072,0.039,-0.148,-0.001,0.001,0.0,2486.0,4678.0,1.0
feature_baseline[PERICYTES_SMC||Wnt_Signaling_Signature],-0.076,0.038,-0.146,-0.004,0.001,0.0,3142.0,4997.0,1.0
feature_baseline[SCHWANN||Adipokine_Signaling_Signature],-0.042,0.037,-0.112,0.025,0.001,0.0,2999.0,5095.0,1.0
feature_baseline[SCHWANN||Autophagy_Regulation_Signature],-0.037,0.037,-0.106,0.033,0.001,0.0,2878.0,4616.0,1.0
feature_baseline[SCHWANN||Axonal_Support_Signature],-0.053,0.037,-0.121,0.018,0.001,0.0,2389.0,4164.0,1.0
feature_baseline[SCHWANN||Calcium_Signaling_Signature],-0.036,0.038,-0.106,0.036,0.001,0.0,2787.0,4301.0,1.0
feature_baseline[SCHWANN||Cell_Cycle_Control_Signature],-0.049,0.037,-0.121,0.016,0.001,0.0,2607.0,4683.0,1.0
feature_baseline[SCHWANN||Cholesterol_Synthesis_Signature],-0.056,0.037,-0.125,0.013,0.001,0.0,2640.0,4092.0,1.0
feature_baseline[SCHWANN||Dedifferentiation_Signature],-0.042,0.037,-0.11,0.03,0.001,0.0,2654.0,5296.0,1.0
feature_baseline[SCHWANN||ECM_Production_Signature],-0.05,0.037,-0.119,0.02,0.001,0.0,2661.0,4854.0,1.0
feature_baseline[SCHWANN||ER_Stress_Response_Signature],-0.051,0.037,-0.118,0.02,0.001,0.0,2729.0,4555.0,1.0
feature_baseline[SCHWANN||Gap_Junction_Formation_Signature],-0.043,0.037,-0.114,0.024,0.001,0.0,2928.0,4288.0,1.0
feature_baseline[SCHWANN||Growth_Factor_Signaling_Signature],-0.062,0.037,-0.13,0.009,0.001,0.0,2628.0,4559.0,1.0
feature_baseline[SCHWANN||Immune_Modulation_Signature],-0.084,0.037,-0.153,-0.012,0.001,0.0,2488.0,3825.0,1.0
feature_baseline[SCHWANN||Inflammatory_Response_Signature],-0.052,0.038,-0.122,0.02,0.001,0.0,2717.0,4835.0,1.0
feature_baseline[SCHWANN||JAK_STAT_Signaling_Signature],-0.043,0.037,-0.113,0.027,0.001,0.0,2602.0,4608.0,1.0
feature_baseline[SCHWANN||Lipid_Metabolism_Signature],-0.066,0.038,-0.138,0.006,0.001,0.0,2402.0,4157.0,1.0
feature_baseline[SCHWANN||Metabolic_Support_Signature],-0.069,0.037,-0.139,-0.0,0.001,0.0,2579.0,5404.0,1.0
feature_baseline[SCHWANN||Mitochondrial_Function_Signature],-0.052,0.037,-0.123,0.017,0.001,0.0,2740.0,4571.0,1.0
feature_baseline[SCHWANN||Myelination_Dysfunction_Signature],-0.047,0.037,-0.116,0.022,0.001,0.0,2923.0,4468.0,1.0
feature_baseline[SCHWANN||Myelination_Program_Signature],-0.034,0.037,-0.102,0.035,0.001,0.0,2838.0,5185.0,1.0
feature_baseline[SCHWANN||Notch_Signaling_Signature],-0.03,0.038,-0.1,0.039,0.001,0.0,2930.0,4715.0,1.0
feature_baseline[SCHWANN||Oxidative_Stress_Response_Signature],-0.048,0.037,-0.116,0.024,0.001,0.0,2835.0,4755.0,1.0
feature_baseline[SCHWANN||Phagocytosis_Signature],-0.032,0.038,-0.102,0.04,0.001,0.0,2860.0,4168.0,1.0
feature_baseline[SCHWANN||Pro_Migratory_Signature],-0.02,0.038,-0.088,0.053,0.001,0.0,2996.0,4570.0,1.0
feature_baseline[SCHWANN||Remyelination_Signature],-0.021,0.037,-0.092,0.049,0.001,0.0,3056.0,4936.0,1.0
feature_baseline[SCHWANN||Tissue_Repair_Signature],-0.064,0.037,-0.131,0.008,0.001,0.0,2961.0,5358.0,1.0
feature_baseline[STELLATE||Chemokine_Network_Signature],0.039,0.046,-0.049,0.123,0.001,0.0,3509.0,4886.0,1.0
feature_baseline[STELLATE||Fibrogenesis_Program_Signature],0.06,0.047,-0.024,0.151,0.001,0.001,4699.0,6112.0,1.0
feature_baseline[STELLATE||Inflammatory_Activation_Signature],0.084,0.049,-0.007,0.178,0.001,0.0,4050.0,5538.0,1.0
feature_baseline[STELLATE||Oxidative_Stress_Response_Signature],-0.007,0.051,-0.108,0.086,0.001,0.001,3624.0,4780.0,1.0
feature_baseline[STELLATE||Wnt_Beta_Catenin_Signaling_Signature],0.069,0.047,-0.021,0.155,0.001,0.0,4306.0,5876.0,1.0
feature_baseline[TUMOR_CLASSICAL||Adipokine_Response_Signature],-0.052,0.037,-0.123,0.017,0.001,0.0,2519.0,4811.0,1.0
feature_baseline[TUMOR_CLASSICAL||Angiogenesis_Induction_Signature],-0.053,0.038,-0.122,0.018,0.001,0.0,2999.0,5354.0,1.0
feature_baseline[TUMOR_CLASSICAL||Apoptosis_Resistance_Signature],-0.048,0.038,-0.118,0.023,0.001,0.0,2960.0,5313.0,1.0
feature_baseline[TUMOR_CLASSICAL||Autophagy_Dependence_Signature],-0.04,0.039,-0.113,0.033,0.001,0.0,2625.0,3907.0,1.0
feature_baseline[TUMOR_CLASSICAL||Cell_Cycle_Dysregulation_Signature],-0.043,0.037,-0.115,0.024,0.001,0.0,2715.0,5005.0,1.0
feature_baseline[TUMOR_CLASSICAL||Chemokine_Production_Signature],-0.04,0.038,-0.106,0.036,0.001,0.0,2734.0,4403.0,1.0
feature_baseline[TUMOR_CLASSICAL||Classical_Identity_Signature],-0.047,0.037,-0.118,0.022,0.001,0.0,2738.0,3765.0,1.0
feature_baseline[TUMOR_CLASSICAL||Complement_Activation_Signature],-0.047,0.038,-0.119,0.027,0.001,0.0,3018.0,4637.0,1.0
feature_baseline[TUMOR_CLASSICAL||DNA_Damage_Tolerance_Signature],-0.037,0.039,-0.107,0.037,0.001,0.0,2244.0,4602.0,1.0
feature_baseline[TUMOR_CLASSICAL||DNA_Repair_Signature],-0.04,0.037,-0.109,0.032,0.001,0.0,2367.0,3957.0,1.0
feature_baseline[TUMOR_CLASSICAL||ECM_Remodeling_Signature],-0.054,0.037,-0.126,0.015,0.001,0.0,3063.0,4852.0,1.0
feature_baseline[TUMOR_CLASSICAL||ER_Stress_Response_Signature],-0.034,0.038,-0.105,0.037,0.001,0.0,3085.0,5215.0,1.0
feature_baseline[TUMOR_CLASSICAL||Fatty_Acid_Oxidation_Signature],-0.041,0.038,-0.113,0.032,0.001,0.0,2467.0,4510.0,1.0
feature_baseline[TUMOR_CLASSICAL||Gemcitabine_Resistance_Signature],-0.037,0.037,-0.105,0.032,0.001,0.0,2732.0,4825.0,1.0
feature_baseline[TUMOR_CLASSICAL||Glycolysis_Signature],-0.047,0.038,-0.117,0.024,0.001,0.0,3304.0,4541.0,1.0
feature_baseline[TUMOR_CLASSICAL||Hedgehog_Signaling_Signature],-0.067,0.038,-0.136,0.006,0.001,0.0,2917.0,4451.0,1.0
feature_baseline[TUMOR_CLASSICAL||Hypoxia_Tolerance_Signature],-0.039,0.038,-0.107,0.035,0.001,0.0,3024.0,5402.0,1.0
feature_baseline[TUMOR_CLASSICAL||Inflammatory_Response_Signature],-0.041,0.038,-0.114,0.027,0.001,0.0,2946.0,5024.0,1.0
feature_baseline[TUMOR_CLASSICAL||Insulin_Resistance_Signaling],-0.036,0.037,-0.106,0.033,0.001,0.0,3079.0,4974.0,1.0
feature_baseline[TUMOR_CLASSICAL||JAK_STAT_Signaling_Signature],-0.051,0.038,-0.126,0.016,0.001,0.0,3032.0,4685.0,1.0
feature_baseline[TUMOR_CLASSICAL||KRAS_Signaling_Signature],-0.043,0.037,-0.114,0.025,0.001,0.0,3191.0,4079.0,1.0
feature_baseline[TUMOR_CLASSICAL||Lipid_Metabolism_Signature],-0.043,0.039,-0.118,0.028,0.001,0.0,2703.0,4692.0,1.0
feature_baseline[TUMOR_CLASSICAL||MAPK_Signaling_Signature],-0.038,0.037,-0.108,0.03,0.001,0.0,2793.0,4665.0,1.0
feature_baseline[TUMOR_CLASSICAL||Mitochondrial_Function_Signature],-0.045,0.038,-0.114,0.027,0.001,0.0,2875.0,5122.0,1.0
feature_baseline[TUMOR_CLASSICAL||NF_kB_Signaling_Signature],-0.038,0.039,-0.108,0.037,0.001,0.0,3522.0,5269.0,1.0
feature_baseline[TUMOR_CLASSICAL||Notch_Signaling_Signature],-0.048,0.037,-0.121,0.018,0.001,0.0,2974.0,4610.0,1.0
feature_baseline[TUMOR_CLASSICAL||Oxidative_Stress_Response_Signature],-0.046,0.038,-0.113,0.027,0.001,0.0,2464.0,4635.0,1.0
feature_baseline[TUMOR_CLASSICAL||PI3K_AKT_Activation_Signature],-0.031,0.038,-0.101,0.041,0.001,0.0,2768.0,4219.0,1.0
feature_baseline[TUMOR_CLASSICAL||Senescence_Signature],-0.042,0.038,-0.112,0.028,0.001,0.0,3197.0,5169.0,1.0
feature_baseline[TUMOR_CLASSICAL||TGF_Beta_Signaling_Signature],-0.038,0.038,-0.107,0.034,0.001,0.0,2358.0,4891.0,1.0
feature_baseline[TUMOR_CLASSICAL||Wnt_Signaling_Signature],-0.045,0.037,-0.118,0.022,0.001,0.0,2554.0,4429.0,1.0
feature_baseline[TUMOR_CLASSICAL||p53_Pathway_Signature],-0.054,0.037,-0.127,0.013,0.001,0.0,2569.0,3778.0,1.0
feature_baseline[TUMOR_EPITHELIAL||Adipokine_Signaling_Signature],-0.084,0.047,-0.172,0.007,0.001,0.0,4057.0,5670.0,1.0
feature_baseline[TUMOR_EPITHELIAL||Angiogenesis_Induction_Signature],-0.089,0.048,-0.177,0.002,0.001,0.0,4420.0,5600.0,1.0
feature_baseline[TUMOR_EPITHELIAL||Chemokine_Production_Signature],-0.033,0.049,-0.127,0.058,0.001,0.0,4049.0,5430.0,1.0
feature_baseline[TUMOR_EPITHELIAL||Complement_Activation_Signature],-0.061,0.048,-0.145,0.035,0.001,0.001,4827.0,5778.0,1.0
feature_baseline[TUMOR_EPITHELIAL||Dedifferentiation_Signature],-0.107,0.047,-0.195,-0.016,0.001,0.0,3961.0,5333.0,1.0
feature_baseline[TUMOR_EPITHELIAL||Lipid_Metabolism_Signature],-0.138,0.05,-0.231,-0.041,0.001,0.001,4399.0,5668.0,1.0
feature_baseline[TUMOR_EPITHELIAL||Type_I_Interferon_Response_Signature],-0.014,0.05,-0.108,0.081,0.001,0.001,4004.0,5861.0,1.0
feature_deviation_obese_raw[ACINAR||Calcium_Signaling_Signature],-0.119,0.872,-1.76,1.496,0.008,0.011,11948.0,5594.0,1.0
feature_deviation_obese_raw[ACINAR||Cell_Death_Resistance_Signature],-0.225,0.888,-1.769,1.626,0.009,0.011,9892.0,6303.0,1.0
feature_deviation_obese_raw[ACINAR||Insulin_Resistance_Acinar_Signature],-0.052,0.864,-1.582,1.68,0.008,0.01,12083.0,5889.0,1.0
feature_deviation_obese_raw[ACINAR||Lipid_Storage_Overload_Signature],-0.028,0.868,-1.633,1.666,0.008,0.01,11430.0,6524.0,1.0
feature_deviation_obese_raw[ADIPOCYTES||Adipogenesis_Program_Signature],0.034,0.863,-1.612,1.676,0.009,0.011,10090.0,6005.0,1.0
