,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu[16347],0.073,0.06,-0.042,0.182,0.0,0.001,18291.0,6023.0,1.0
mu[16348],0.113,0.067,-0.014,0.236,0.001,0.001,13829.0,6507.0,1.0
mu[16349],0.169,0.061,0.055,0.284,0.0,0.001,15625.0,5734.0,1.0
mu[16350],-0.084,0.06,-0.19,0.033,0.0,0.001,17020.0,5513.0,1.0
mu[16351],0.388,0.06,0.275,0.5,0.0,0.001,14798.0,6259.0,1.0
mu[16352],-0.016,0.06,-0.126,0.101,0.0,0.001,17911.0,5912.0,1.0
mu[16353],0.099,0.059,-0.014,0.209,0.0,0.001,17311.0,5685.0,1.0
mu[16354],0.248,0.065,0.126,0.37,0.001,0.001,13093.0,6873.0,1.0
mu[16355],-0.012,0.06,-0.12,0.105,0.0,0.001,17705.0,5926.0,1.0
mu[16356],0.2,0.06,0.086,0.313,0.0,0.001,16768.0,5294.0,1.0
mu[16357],0.101,0.06,-0.011,0.215,0.0,0.001,18691.0,6003.0,1.0
mu[16358],0.033,0.061,-0.08,0.152,0.0,0.001,15721.0,5766.0,1.0
mu[16359],0.589,0.059,0.476,0.697,0.001,0.001,13992.0,6512.0,1.0
mu[16360],-0.119,0.059,-0.235,-0.013,0.0,0.001,17049.0,6016.0,1.0
mu[16361],-0.1,0.059,-0.206,0.019,0.0,0.001,17177.0,5631.0,1.0
mu[16362],0.086,0.06,-0.024,0.199,0.0,0.001,17261.0,6183.0,1.0
mu[16363],-0.183,0.059,-0.289,-0.068,0.0,0.001,16398.0,6098.0,1.0
mu[16364],0.055,0.065,-0.071,0.175,0.001,0.001,13943.0,6214.0,1.0
mu[16365],-0.112,0.059,-0.227,-0.004,0.0,0.001,18806.0,6243.0,1.0
mu[16366],-0.301,0.06,-0.415,-0.187,0.0,0.001,17514.0,6072.0,1.0
mu[16367],-0.485,0.06,-0.597,-0.372,0.0,0.001,14578.0,5813.0,1.0
mu[16368],0.432,0.06,0.316,0.542,0.0,0.001,15155.0,6078.0,1.0
mu[16369],0.105,0.059,-0.013,0.21,0.0,0.001,16895.0,6144.0,1.0
mu[16370],-0.649,0.06,-0.763,-0.537,0.001,0.001,14145.0,6276.0,1.0
mu[16371],-0.325,0.06,-0.433,-0.208,0.0,0.001,16271.0,6160.0,1.0
mu[16372],-0.019,0.06,-0.138,0.088,0.0,0.001,17505.0,6031.0,1.0
mu[16373],-0.197,0.059,-0.311,-0.086,0.0,0.001,15544.0,6211.0,1.0
mu[16374],-0.534,0.066,-0.656,-0.41,0.001,0.001,13079.0,7012.0,1.0
mu[16375],-0.021,0.059,-0.13,0.091,0.0,0.001,18770.0,5724.0,1.0
mu[16376],-0.084,0.059,-0.194,0.027,0.0,0.001,19047.0,5763.0,1.0
mu[16377],-0.326,0.061,-0.436,-0.209,0.0,0.001,16451.0,5824.0,1.0
mu[16378],-0.61,0.06,-0.719,-0.496,0.0,0.001,15593.0,6622.0,1.0
mu[16379],-0.175,0.059,-0.289,-0.067,0.0,0.001,17783.0,5897.0,1.0
mu[16380],0.24,0.059,0.126,0.352,0.0,0.001,17839.0,5949.0,1.0
mu[16381],0.136,0.061,0.022,0.251,0.0,0.001,18158.0,6254.0,1.0
mu[16382],-0.686,0.06,-0.796,-0.574,0.0,0.001,14629.0,6752.0,1.0
mu[16383],0.103,0.061,-0.008,0.218,0.0,0.001,15671.0,5839.0,1.0
mu[16384],0.099,0.059,-0.012,0.208,0.0,0.001,17415.0,6143.0,1.0
mu[16385],-0.028,0.067,-0.157,0.096,0.001,0.001,13090.0,6528.0,1.0
mu[16386],-0.097,0.06,-0.205,0.019,0.0,0.001,17644.0,6187.0,1.0
mu[16387],-0.125,0.06,-0.236,-0.014,0.0,0.001,18977.0,5627.0,1.0
mu[16388],-0.051,0.06,-0.162,0.06,0.0,0.001,15741.0,5647.0,1.0
mu[16389],-0.079,0.061,-0.189,0.04,0.0,0.001,16457.0,5639.0,1.0
mu[16390],-0.036,0.06,-0.152,0.072,0.0,0.001,16534.0,5720.0,1.0
mu[16391],-0.266,0.06,-0.375,-0.149,0.0,0.001,18867.0,5611.0,1.0
mu[16392],-0.133,0.06,-0.239,-0.015,0.0,0.001,18697.0,6032.0,1.0
mu[16393],0.141,0.059,0.03,0.249,0.0,0.001,14866.0,5903.0,1.0
mu[16394],0.151,0.059,0.039,0.26,0.0,0.001,16292.0,6071.0,1.0
mu[16395],-0.001,0.066,-0.119,0.13,0.001,0.001,13512.0,6240.0,1.0
mu[16396],0.04,0.061,-0.07,0.155,0.0,0.001,16231.0,6091.0,1.0
mu[16397],-0.246,0.06,-0.359,-0.133,0.0,0.001,15628.0,6154.0,1.0
mu[16398],-0.004,0.06,-0.121,0.104,0.0,0.001,15835.0,5885.0,1.0
mu[16399],-0.216,0.06,-0.332,-0.105,0.0,0.001,14656.0,5358.0,1.0
mu[16400],-0.325,0.061,-0.438,-0.212,0.0,0.001,16561.0,5572.0,1.0
mu[16401],-0.181,0.067,-0.306,-0.054,0.001,0.001,13460.0,6553.0,1.0
mu[16402],-0.145,0.06,-0.258,-0.033,0.0,0.001,18788.0,5896.0,1.0
mu[16403],-0.019,0.06,-0.129,0.094,0.0,0.001,17576.0,6133.0,1.0
mu[16404],-0.033,0.06,-0.149,0.079,0.0,0.001,15935.0,5609.0,1.0
mu[16405],0.011,0.059,-0.099,0.124,0.0,0.001,17093.0,6403.0,1.0
mu[16406],0.168,0.066,0.049,0.297,0.001,0.001,13166.0,6564.0,1.0
mu[16407],0.104,0.06,-0.008,0.218,0.0,0.001,17599.0,6030.0,1.0
mu[16408],-0.329,0.06,-0.439,-0.217,0.0,0.001,14851.0,6428.0,1.0
mu[16409],0.072,0.066,-0.056,0.193,0.001,0.001,13858.0,6850.0,1.0
mu[16410],-0.164,0.06,-0.274,-0.052,0.0,0.001,15995.0,6281.0,1.0
mu[16411],-0.064,0.06,-0.175,0.047,0.0,0.001,16614.0,6048.0,1.0
mu[16412],-0.09,0.06,-0.198,0.028,0.0,0.001,16000.0,5802.0,1.0
mu[16413],-0.171,0.066,-0.293,-0.049,0.001,0.001,12916.0,6687.0,1.0
mu[16414],0.068,0.06,-0.04,0.184,0.0,0.001,17645.0,5918.0,1.0
mu[16415],-0.48,0.06,-0.587,-0.365,0.0,0.001,16727.0,5563.0,1.0
mu[16416],0.602,0.06,0.489,0.711,0.001,0.001,13056.0,6415.0,1.0
mu[16417],0.162,0.059,0.052,0.278,0.0,0.001,16301.0,6450.0,1.0
mu[16418],-0.041,0.06,-0.151,0.077,0.0,0.001,18643.0,5791.0,1.0
mu[16419],-0.088,0.061,-0.205,0.023,0.0,0.001,17456.0,5907.0,1.0
mu[16420],-0.022,0.059,-0.135,0.088,0.0,0.001,18242.0,6330.0,1.0
mu[16421],-0.081,0.059,-0.189,0.035,0.0,0.001,18098.0,6166.0,1.0
mu[16422],-0.036,0.059,-0.146,0.075,0.0,0.001,16626.0,5863.0,1.0
mu[16423],-0.07,0.06,-0.183,0.037,0.0,0.001,15839.0,5861.0,1.0
mu[16424],-0.165,0.067,-0.288,-0.038,0.001,0.001,12764.0,6950.0,1.0
mu[16425],-0.042,0.061,-0.149,0.08,0.0,0.001,19302.0,6026.0,1.0
mu[16426],0.155,0.06,0.04,0.266,0.0,0.001,15545.0,5856.0,1.0
mu[16427],-0.115,0.058,-0.223,-0.006,0.0,0.001,19312.0,5901.0,1.0
mu[16428],0.036,0.066,-0.079,0.171,0.001,0.001,12968.0,6617.0,1.0
mu[16429],0.015,0.06,-0.097,0.13,0.0,0.001,16118.0,5959.0,1.0
mu[16430],-0.008,0.06,-0.114,0.11,0.0,0.001,16397.0,5939.0,1.0
mu[16431],-0.205,0.06,-0.313,-0.091,0.0,0.001,15397.0,6476.0,1.0
mu[16432],-0.163,0.059,-0.277,-0.054,0.0,0.001,17984.0,5686.0,1.0
mu[16433],-0.239,0.06,-0.359,-0.132,0.0,0.001,17874.0,6404.0,1.0
mu[16434],-0.053,0.066,-0.175,0.073,0.001,0.001,12847.0,6381.0,1.0
mu[16435],-0.306,0.061,-0.422,-0.195,0.0,0.001,15153.0,6219.0,1.0
mu[16436],0.144,0.059,0.036,0.256,0.0,0.001,14606.0,6207.0,1.0
mu[16437],0.129,0.06,0.019,0.245,0.0,0.001,17081.0,5779.0,1.0
mu[16438],-0.048,0.06,-0.161,0.062,0.0,0.001,18288.0,5926.0,1.0
mu[16439],0.013,0.06,-0.098,0.126,0.0,0.001,17710.0,5898.0,1.0
mu[16440],-0.082,0.061,-0.195,0.036,0.0,0.001,17139.0,5834.0,1.0
mu[16441],0.009,0.058,-0.099,0.119,0.0,0.001,18178.0,6298.0,1.0
mu[16442],-0.221,0.061,-0.343,-0.115,0.0,0.001,19262.0,5838.0,1.0
mu[16443],-0.209,0.059,-0.318,-0.097,0.001,0.001,13519.0,6698.0,1.0
mu[16444],-0.359,0.06,-0.465,-0.243,0.0,0.001,18950.0,5881.0,1.0
mu[16445],-0.024,0.066,-0.148,0.097,0.001,0.001,12343.0,6456.0,1.0
mu[16446],-0.172,0.059,-0.283,-0.058,0.0,0.001,19480.0,5858.0,1.0
mu[16447],0.301,0.067,0.177,0.426,0.001,0.001,12649.0,7094.0,1.0
mu[16448],0.03,0.059,-0.074,0.144,0.0,0.001,16221.0,6247.0,1.0
mu[16449],-0.104,0.06,-0.217,0.007,0.0,0.001,17253.0,6129.0,1.0
mu[16450],0.342,0.059,0.232,0.454,0.0,0.001,16346.0,6018.0,1.0
mu[16451],0.236,0.06,0.129,0.349,0.0,0.001,14883.0,5908.0,1.0
mu[16452],-0.027,0.06,-0.144,0.079,0.0,0.001,16418.0,6156.0,1.0
mu[16453],0.005,0.061,-0.107,0.119,0.0,0.001,17665.0,6059.0,1.0
mu[16454],0.299,0.067,0.175,0.424,0.001,0.001,12975.0,6104.0,1.0
mu[16455],-0.097,0.06,-0.203,0.019,0.0,0.001,18203.0,6108.0,1.0
mu[16456],-0.452,0.06,-0.563,-0.339,0.0,0.001,17147.0,6433.0,1.0
mu[16457],-0.053,0.06,-0.166,0.059,0.0,0.001,16363.0,6097.0,1.0
mu[16458],-0.034,0.059,-0.143,0.075,0.0,0.001,16763.0,6267.0,1.0
mu[16459],0.217,0.061,0.1,0.325,0.0,0.001,15777.0,5835.0,1.0
mu[16460],0.186,0.06,0.073,0.297,0.0,0.001,15730.0,6307.0,1.0
mu[16461],0.151,0.06,0.036,0.26,0.0,0.001,18120.0,6044.0,1.0
mu[16462],0.404,0.06,0.296,0.522,0.0,0.001,15067.0,5542.0,1.0
mu[16463],-0.2,0.059,-0.305,-0.083,0.0,0.001,19125.0,5829.0,1.0
mu[16464],0.176,0.06,0.07,0.293,0.0,0.001,18385.0,6513.0,1.0
mu[16465],0.338,0.06,0.229,0.449,0.0,0.001,15186.0,6453.0,1.0
mu[16466],-0.324,0.06,-0.435,-0.21,0.0,0.001,17301.0,5987.0,1.0
mu[16467],-0.215,0.066,-0.345,-0.096,0.001,0.001,12897.0,6565.0,1.0
mu[16468],-0.192,0.066,-0.318,-0.069,0.001,0.001,13401.0,6824.0,1.0
mu[16469],-0.014,0.059,-0.121,0.098,0.0,0.001,17080.0,6143.0,1.0
mu[16470],0.655,0.06,0.544,0.768,0.001,0.001,14144.0,6722.0,1.0
mu[16471],0.24,0.06,0.127,0.349,0.0,0.001,16048.0,6370.0,1.0
mu[16472],0.137,0.059,0.026,0.244,0.0,0.001,15875.0,5604.0,1.0
mu[16473],-0.098,0.059,-0.204,0.018,0.0,0.001,19307.0,6435.0,1.0
mu[16474],0.047,0.06,-0.068,0.155,0.0,0.001,17425.0,6220.0,1.0
mu[16475],0.087,0.066,-0.032,0.219,0.001,0.001,13345.0,6780.0,1.0
mu[16476],0.142,0.061,0.032,0.26,0.0,0.001,17451.0,5727.0,1.0
mu[16477],-0.11,0.06,-0.224,0.001,0.0,0.001,18641.0,5707.0,1.0
mu[16478],0.362,0.06,0.25,0.475,0.0,0.001,15397.0,6415.0,1.0
mu[16479],-0.042,0.06,-0.155,0.066,0.0,0.001,17662.0,5873.0,1.0
mu[16480],0.073,0.06,-0.039,0.185,0.0,0.001,17533.0,6317.0,1.0
mu[16481],0.222,0.066,0.103,0.347,0.001,0.001,12384.0,7055.0,1.0
mu[16482],-0.039,0.06,-0.154,0.069,0.0,0.001,16548.0,5495.0,1.0
mu[16483],0.172,0.06,0.06,0.282,0.0,0.001,16694.0,5619.0,1.0
mu[16484],0.075,0.06,-0.034,0.188,0.0,0.001,17155.0,6015.0,1.0
mu[16485],0.006,0.061,-0.102,0.125,0.0,0.001,15882.0,5770.0,1.0
mu[16486],0.562,0.059,0.454,0.675,0.001,0.001,13079.0,6591.0,1.0
mu[16487],-0.147,0.06,-0.261,-0.035,0.0,0.001,15815.0,6354.0,1.0
mu[16488],-0.127,0.06,-0.238,-0.011,0.0,0.001,18207.0,5765.0,1.0
mu[16489],0.06,0.061,-0.053,0.173,0.0,0.001,15948.0,6114.0,1.0
mu[16490],-0.21,0.06,-0.318,-0.096,0.0,0.001,18167.0,6330.0,1.0
mu[16491],0.029,0.066,-0.095,0.151,0.001,0.001,13088.0,6369.0,1.0
mu[16492],-0.138,0.06,-0.248,-0.019,0.0,0.001,18193.0,5640.0,1.0
mu[16493],-0.328,0.061,-0.444,-0.214,0.0,0.001,17413.0,5649.0,1.0
mu[16494],-0.513,0.06,-0.622,-0.401,0.001,0.001,13609.0,6285.0,1.0
mu[16495],0.405,0.06,0.294,0.517,0.0,0.001,15967.0,6189.0,1.0
mu[16496],0.079,0.059,-0.026,0.195,0.0,0.001,17714.0,5368.0,1.0
mu[16497],-0.677,0.059,-0.793,-0.57,0.001,0.001,13494.0,6656.0,1.0
mu[16498],-0.353,0.059,-0.458,-0.238,0.0,0.001,15279.0,5804.0,1.0
mu[16499],-0.045,0.06,-0.154,0.071,0.0,0.001,16678.0,5935.0,1.0
mu[16500],-0.225,0.06,-0.331,-0.106,0.0,0.001,16379.0,5828.0,1.0
mu[16501],-0.56,0.066,-0.682,-0.435,0.001,0.001,12143.0,6662.0,1.0
mu[16502],-0.047,0.059,-0.158,0.065,0.0,0.001,19638.0,5769.0,1.0
mu[16503],-0.11,0.06,-0.217,0.003,0.0,0.001,19432.0,6024.0,1.0
mu[16504],-0.353,0.06,-0.466,-0.239,0.0,0.001,15335.0,6038.0,1.0
mu[16505],-0.636,0.059,-0.748,-0.529,0.0,0.001,15995.0,6753.0,1.0
mu[16506],-0.201,0.06,-0.313,-0.092,0.0,0.001,18854.0,5534.0,1.0
mu[16507],0.214,0.06,0.101,0.324,0.0,0.001,18078.0,6125.0,1.0
mu[16508],0.109,0.06,-0.001,0.221,0.0,0.001,17355.0,5491.0,1.0
mu[16509],-0.712,0.06,-0.824,-0.599,0.001,0.001,13510.0,6053.0,1.0
mu[16510],0.113,0.06,-0.001,0.223,0.001,0.001,13545.0,6212.0,1.0
mu[16511],0.11,0.059,0.003,0.223,0.0,0.001,14611.0,5811.0,1.0
mu[16512],-0.014,0.066,-0.136,0.112,0.001,0.001,12827.0,6699.0,1.0
mu[16513],-0.084,0.058,-0.195,0.024,0.0,0.001,15265.0,5886.0,1.0
mu[16514],-0.112,0.058,-0.221,-0.001,0.0,0.001,16622.0,5883.0,1.0
mu[16515],-0.04,0.059,-0.151,0.066,0.0,0.001,13902.0,5506.0,1.0
mu[16516],-0.068,0.06,-0.185,0.041,0.001,0.001,13613.0,5769.0,1.0
mu[16517],-0.025,0.06,-0.138,0.088,0.0,0.001,14730.0,6110.0,1.0
mu[16518],-0.253,0.058,-0.361,-0.142,0.0,0.001,16835.0,6206.0,1.0
mu[16519],-0.119,0.059,-0.232,-0.012,0.0,0.001,15747.0,5875.0,1.0
mu[16520],0.151,0.059,0.038,0.258,0.001,0.001,13776.0,6387.0,1.0
mu[16521],0.161,0.058,0.051,0.269,0.001,0.001,13435.0,6027.0,1.0
mu[16522],0.012,0.066,-0.109,0.141,0.001,0.001,13622.0,6235.0,1.0
mu[16523],0.05,0.059,-0.061,0.162,0.001,0.001,13585.0,5999.0,1.0
mu[16524],-0.235,0.059,-0.342,-0.122,0.0,0.001,14784.0,6513.0,1.0
mu[16525],0.006,0.059,-0.106,0.115,0.001,0.001,13489.0,6345.0,1.0
mu[16526],-0.206,0.059,-0.313,-0.091,0.001,0.001,13389.0,6297.0,1.0
mu[16527],-0.312,0.06,-0.423,-0.201,0.0,0.001,16196.0,5878.0,1.0
mu[16528],-0.167,0.066,-0.295,-0.048,0.001,0.001,13815.0,6971.0,1.0
mu[16529],-0.132,0.059,-0.245,-0.027,0.0,0.001,16356.0,6422.0,1.0
mu[16530],-0.008,0.058,-0.119,0.1,0.0,0.001,14410.0,6012.0,1.0
mu[16531],-0.023,0.06,-0.132,0.092,0.0,0.001,14642.0,5574.0,1.0
mu[16532],0.021,0.059,-0.093,0.127,0.0,0.001,14817.0,6376.0,1.0
mu[16533],0.182,0.066,0.062,0.307,0.001,0.001,12678.0,6721.0,1.0
mu[16534],0.115,0.059,0.005,0.224,0.001,0.001,13846.0,6182.0,1.0
mu[16535],-0.319,0.059,-0.424,-0.206,0.001,0.001,13417.0,5750.0,1.0
mu[16536],0.086,0.065,-0.038,0.209,0.001,0.001,13208.0,6301.0,1.0
mu[16537],-0.153,0.059,-0.267,-0.048,0.001,0.001,13486.0,6270.0,1.0
mu[16538],-0.053,0.06,-0.166,0.058,0.001,0.001,13988.0,5906.0,1.0
mu[16539],-0.079,0.06,-0.193,0.03,0.001,0.001,13972.0,5887.0,1.0
mu[16540],-0.158,0.066,-0.277,-0.03,0.001,0.001,12821.0,6342.0,1.0
mu[16541],0.081,0.058,-0.023,0.191,0.0,0.001,16687.0,6005.0,1.0
mu[16542],-0.467,0.059,-0.571,-0.353,0.0,0.001,15723.0,6067.0,1.0
mu[16543],0.612,0.059,0.504,0.726,0.001,0.001,12631.0,6882.0,1.0
mu[16544],0.173,0.059,0.06,0.281,0.0,0.001,13899.0,5735.0,1.0
mu[16545],-0.028,0.058,-0.136,0.08,0.0,0.001,15399.0,6168.0,1.0
mu[16546],-0.075,0.059,-0.187,0.032,0.0,0.001,15881.0,6223.0,1.0
mu[16547],-0.008,0.059,-0.122,0.101,0.0,0.001,15829.0,5870.0,1.0
mu[16548],-0.068,0.058,-0.176,0.043,0.0,0.001,16221.0,6018.0,1.0
mu[16549],-0.026,0.06,-0.136,0.088,0.0,0.001,14760.0,6523.0,1.0
mu[16550],-0.06,0.058,-0.169,0.049,0.0,0.001,15691.0,6045.0,1.0
mu[16551],-0.151,0.065,-0.275,-0.031,0.001,0.001,13064.0,6285.0,1.0
mu[16552],-0.029,0.059,-0.145,0.076,0.0,0.001,16383.0,5956.0,1.0
mu[16553],0.165,0.06,0.061,0.282,0.001,0.001,14091.0,6180.0,1.0
mu[16554],-0.102,0.058,-0.209,0.006,0.0,0.001,16013.0,6194.0,1.0
mu[16555],0.05,0.066,-0.075,0.172,0.001,0.001,13455.0,6779.0,1.0
mu[16556],0.025,0.06,-0.088,0.136,0.0,0.001,14565.0,6173.0,1.0
mu[16557],0.003,0.059,-0.108,0.112,0.0,0.001,14644.0,6049.0,1.0
mu[16558],-0.194,0.059,-0.307,-0.086,0.0,0.001,13942.0,6307.0,1.0
mu[16559],-0.15,0.059,-0.264,-0.04,0.0,0.001,15968.0,5558.0,1.0
mu[16560],-0.226,0.059,-0.337,-0.115,0.0,0.001,15706.0,5802.0,1.0
mu[16561],-0.04,0.066,-0.163,0.084,0.001,0.001,13024.0,6189.0,1.0
mu[16562],-0.296,0.06,-0.41,-0.185,0.001,0.001,14071.0,6709.0,1.0
mu[16563],0.154,0.059,0.047,0.267,0.001,0.001,13307.0,6103.0,1.0
mu[16564],0.139,0.06,0.022,0.247,0.001,0.001,14066.0,5741.0,1.0
mu[16565],-0.035,0.058,-0.144,0.077,0.0,0.001,16746.0,5915.0,1.0
mu[16566],0.027,0.059,-0.087,0.136,0.0,0.001,16136.0,5609.0,1.0
mu[16567],-0.072,0.06,-0.189,0.037,0.001,0.001,13811.0,6168.0,1.0
mu[16568],0.022,0.058,-0.085,0.135,0.0,0.001,16364.0,5645.0,1.0
mu[16569],-0.208,0.058,-0.315,-0.097,0.0,0.001,17393.0,5771.0,1.0
mu[16570],-0.199,0.059,-0.311,-0.089,0.001,0.001,13476.0,6070.0,1.0
mu[16571],-0.346,0.058,-0.458,-0.24,0.0,0.001,16354.0,5781.0,1.0
mu[16572],-0.011,0.066,-0.129,0.116,0.001,0.001,13111.0,5534.0,1.0
mu[16573],-0.158,0.058,-0.271,-0.052,0.0,0.001,17209.0,6300.0,1.0
mu[16574],0.315,0.066,0.195,0.439,0.001,0.001,13111.0,7023.0,1.0
mu[16575],0.04,0.059,-0.076,0.147,0.0,0.001,14126.0,6111.0,1.0
mu[16576],-0.094,0.059,-0.199,0.023,0.0,0.001,14084.0,5772.0,1.0
mu[16577],0.352,0.059,0.242,0.462,0.001,0.001,13181.0,5690.0,1.0
mu[16578],0.247,0.059,0.135,0.355,0.0,0.001,14537.0,5840.0,1.0
mu[16579],-0.017,0.06,-0.126,0.098,0.001,0.001,14416.0,6409.0,1.0
mu[16580],0.015,0.059,-0.1,0.122,0.0,0.001,14782.0,6106.0,1.0
mu[16581],0.312,0.065,0.19,0.432,0.001,0.001,13123.0,6952.0,1.0
mu[16582],-0.083,0.059,-0.194,0.028,0.0,0.001,16461.0,5526.0,1.0
mu[16583],-0.438,0.058,-0.546,-0.325,0.0,0.001,15135.0,5710.0,1.0
mu[16584],-0.042,0.059,-0.158,0.066,0.001,0.001,13718.0,6007.0,1.0
mu[16585],-0.023,0.059,-0.141,0.081,0.001,0.001,13819.0,5927.0,1.0
mu[16586],0.227,0.06,0.116,0.339,0.001,0.001,12740.0,5764.0,1.0
mu[16587],0.196,0.059,0.086,0.308,0.001,0.001,13621.0,6275.0,1.0
mu[16588],0.165,0.059,0.053,0.274,0.0,0.001,15949.0,5648.0,1.0
mu[16589],0.414,0.06,0.304,0.527,0.001,0.001,13605.0,5897.0,1.0
mu[16590],-0.187,0.059,-0.297,-0.08,0.0,0.001,16162.0,6059.0,1.0
mu[16591],0.189,0.058,0.084,0.299,0.0,0.001,15504.0,6270.0,1.0
mu[16592],0.349,0.058,0.239,0.459,0.001,0.001,12722.0,6195.0,1.0
mu[16593],-0.311,0.059,-0.424,-0.202,0.0,0.001,15189.0,5998.0,1.0
mu[16594],-0.202,0.065,-0.324,-0.077,0.001,0.001,13355.0,6505.0,1.0
mu[16595],-0.178,0.065,-0.307,-0.063,0.001,0.001,13759.0,6704.0,1.0
mu[16596],-0.001,0.058,-0.115,0.101,0.0,0.001,15896.0,6308.0,1.0
mu[16597],0.668,0.058,0.564,0.782,0.001,0.001,12030.0,6592.0,1.0
mu[16598],0.25,0.06,0.139,0.363,0.0,0.001,14675.0,5833.0,1.0
mu[16599],0.148,0.059,0.042,0.263,0.0,0.001,14116.0,5645.0,1.0
mu[16600],-0.085,0.058,-0.192,0.026,0.0,0.001,17578.0,6020.0,1.0
mu[16601],0.06,0.058,-0.049,0.172,0.0,0.001,16203.0,6203.0,1.0
mu[16602],0.101,0.066,-0.018,0.23,0.001,0.001,13525.0,6787.0,1.0
mu[16603],0.152,0.059,0.038,0.261,0.001,0.001,13945.0,5771.0,1.0
mu[16604],-0.097,0.059,-0.204,0.014,0.0,0.001,16981.0,5651.0,1.0
mu[16605],0.375,0.06,0.264,0.488,0.0,0.001,14807.0,6099.0,1.0
mu[16606],-0.029,0.059,-0.141,0.08,0.0,0.001,16110.0,6033.0,1.0
mu[16607],0.086,0.059,-0.022,0.2,0.0,0.001,16397.0,6123.0,1.0
mu[16608],0.236,0.066,0.118,0.364,0.001,0.001,12972.0,7138.0,1.0
mu[16609],-0.029,0.059,-0.137,0.084,0.0,0.001,13810.0,6015.0,1.0
mu[16610],0.182,0.058,0.076,0.292,0.0,0.001,14672.0,6092.0,1.0
mu[16611],0.088,0.059,-0.02,0.198,0.0,0.001,15778.0,5901.0,1.0
mu[16612],0.016,0.059,-0.094,0.128,0.0,0.001,14078.0,6479.0,1.0
mu[16613],0.572,0.059,0.463,0.684,0.001,0.001,12046.0,6316.0,1.0
mu[16614],-0.137,0.059,-0.247,-0.031,0.0,0.001,14181.0,6374.0,1.0
mu[16615],-0.113,0.059,-0.219,-0.0,0.0,0.001,15335.0,5971.0,1.0
mu[16616],0.073,0.059,-0.037,0.182,0.0,0.001,13889.0,6249.0,1.0
mu[16617],-0.196,0.059,-0.306,-0.087,0.0,0.001,16701.0,6046.0,1.0
mu[16618],0.042,0.065,-0.083,0.162,0.001,0.001,13616.0,6669.0,1.0
mu[16619],-0.125,0.058,-0.235,-0.019,0.0,0.001,16363.0,5879.0,1.0
mu[16620],-0.314,0.059,-0.425,-0.203,0.0,0.001,16619.0,6293.0,1.0
mu[16621],-0.502,0.059,-0.61,-0.387,0.001,0.001,11290.0,5976.0,1.0
mu[16622],0.419,0.059,0.308,0.532,0.001,0.001,12967.0,6391.0,1.0
mu[16623],0.092,0.058,-0.009,0.208,0.0,0.001,15655.0,6174.0,1.0
mu[16624],-0.666,0.06,-0.777,-0.554,0.001,0.001,12759.0,6107.0,1.0
mu[16625],-0.342,0.059,-0.445,-0.223,0.001,0.001,13652.0,6429.0,1.0
mu[16626],-0.032,0.059,-0.14,0.08,0.0,0.001,16655.0,5999.0,1.0
mu[16627],-0.215,0.059,-0.323,-0.105,0.001,0.001,13032.0,6390.0,1.0
mu[16628],-0.547,0.066,-0.672,-0.426,0.001,0.001,12545.0,7045.0,1.0
mu[16629],-0.034,0.058,-0.14,0.075,0.0,0.001,17229.0,6112.0,1.0
mu[16630],-0.097,0.059,-0.206,0.017,0.0,0.001,16458.0,6022.0,1.0
mu[16631],-0.343,0.059,-0.451,-0.231,0.001,0.001,12442.0,6021.0,1.0
mu[16632],-0.623,0.058,-0.73,-0.515,0.0,0.001,13766.0,6965.0,1.0
mu[16633],-0.188,0.059,-0.295,-0.077,0.0,0.001,15295.0,5740.0,1.0
mu[16634],0.227,0.059,0.118,0.339,0.0,0.001,15247.0,5892.0,1.0
mu[16635],0.123,0.059,0.009,0.233,0.0,0.001,14909.0,5713.0,1.0
mu[16636],-0.699,0.059,-0.809,-0.589,0.001,0.001,12676.0,6438.0,1.0
mu[16637],0.086,0.059,-0.03,0.192,0.0,0.001,16203.0,6648.0,1.0
mu[16638],0.083,0.059,-0.028,0.193,0.0,0.001,17487.0,5859.0,1.0
mu[16639],-0.04,0.065,-0.16,0.079,0.001,0.001,13096.0,7152.0,1.0
mu[16640],-0.11,0.057,-0.217,-0.004,0.0,0.001,17262.0,5860.0,1.0
mu[16641],-0.138,0.059,-0.251,-0.029,0.0,0.001,18716.0,6179.0,1.0
mu[16642],-0.067,0.06,-0.188,0.038,0.0,0.001,16239.0,5868.0,1.0
mu[16643],-0.095,0.059,-0.208,0.013,0.0,0.001,16163.0,6112.0,1.0
mu[16644],-0.052,0.059,-0.173,0.051,0.0,0.001,18275.0,5772.0,1.0
mu[16645],-0.279,0.058,-0.387,-0.171,0.0,0.001,19836.0,5647.0,1.0
mu[16646],-0.145,0.058,-0.248,-0.032,0.0,0.001,17986.0,6037.0,1.0
mu[16647],0.124,0.059,0.01,0.231,0.0,0.001,14746.0,6053.0,1.0
mu[16648],0.134,0.059,0.026,0.247,0.0,0.001,17549.0,6732.0,1.0
mu[16649],-0.013,0.064,-0.13,0.111,0.001,0.001,13237.0,6439.0,1.0
mu[16650],0.023,0.06,-0.085,0.14,0.0,0.001,17455.0,5402.0,1.0
mu[16651],-0.262,0.06,-0.378,-0.152,0.0,0.001,15378.0,5804.0,1.0
