,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
celltype_effect_obese[B CELLS],0.108,0.066,-0.015,0.233,0.001,0.001,2573.0,5471.0,1.0
celltype_effect_obese[B CELLS NAIVE],0.26,0.05,0.163,0.352,0.001,0.001,1206.0,3354.0,1.0
celltype_effect_obese[BASOPHILS],-0.016,0.046,-0.102,0.073,0.001,0.001,1167.0,3121.0,1.0
celltype_effect_obese[CD4 T NAIVE],0.009,0.044,-0.069,0.097,0.001,0.001,987.0,2630.0,1.0
celltype_effect_obese[CD4 T REGULATORY],0.044,0.054,-0.057,0.145,0.001,0.001,1561.0,4040.0,1.0
celltype_effect_obese[CD4 T TH1],-0.183,0.073,-0.314,-0.04,0.001,0.001,3256.0,5279.0,1.0
celltype_effect_obese[CD4 TFH],0.012,0.114,-0.208,0.218,0.001,0.001,7211.0,6523.0,1.0
celltype_effect_obese[CD4+ T CELLS],-0.032,0.14,-0.298,0.229,0.001,0.002,12440.0,6875.0,1.0
celltype_effect_obese[CD8 T EXHAUSTED],0.061,0.062,-0.055,0.176,0.001,0.001,1937.0,4189.0,1.0
celltype_effect_obese[CD8 T GENERAL],-0.076,0.059,-0.19,0.031,0.001,0.001,1779.0,4257.0,1.0
celltype_effect_obese[CD8 TMEMORY],0.074,0.044,-0.012,0.154,0.001,0.001,997.0,2815.0,1.0
celltype_effect_obese[DENDRITIC CELLS],-0.136,0.056,-0.236,-0.027,0.001,0.001,1822.0,4381.0,1.0
celltype_effect_obese[MAIT CELLS],0.006,0.14,-0.256,0.263,0.001,0.002,12483.0,6671.0,1.0
celltype_effect_obese[MDC],-0.059,0.142,-0.332,0.204,0.001,0.002,13148.0,6830.0,1.0
celltype_effect_obese[MONOCYTE CLASSICAL],-0.039,0.054,-0.143,0.059,0.001,0.001,1615.0,3712.0,1.0
celltype_effect_obese[MONOCYTE NON CLASSICAL],-0.034,0.069,-0.162,0.096,0.001,0.001,2261.0,5284.0,1.0
celltype_effect_obese[NK CELLS],-0.07,0.046,-0.157,0.013,0.001,0.001,940.0,2942.0,1.01
celltype_effect_obese[PDC],-0.014,0.046,-0.1,0.074,0.001,0.001,996.0,3018.0,1.0
celltype_effect_obese[T GAMMA DELTA],0.091,0.1,-0.1,0.277,0.001,0.001,6317.0,6619.0,1.0
celltype_effect_obese[TAM],-0.135,0.053,-0.237,-0.04,0.001,0.001,1534.0,3952.0,1.0
celltype_effect_overweight[B CELLS],0.103,0.051,0.006,0.2,0.001,0.001,1663.0,3440.0,1.0
celltype_effect_overweight[B CELLS NAIVE],0.252,0.039,0.177,0.324,0.001,0.001,906.0,2193.0,1.0
celltype_effect_overweight[BASOPHILS],0.048,0.036,-0.02,0.119,0.001,0.001,753.0,1724.0,1.0
celltype_effect_overweight[CD4 T NAIVE],0.005,0.035,-0.065,0.068,0.001,0.001,681.0,1655.0,1.01
celltype_effect_overweight[CD4 T REGULATORY],0.229,0.043,0.147,0.31,0.001,0.001,1055.0,2389.0,1.0
celltype_effect_overweight[CD4 T TH1],-0.269,0.057,-0.374,-0.165,0.001,0.001,1683.0,3782.0,1.0
celltype_effect_overweight[CD4 TFH],0.045,0.101,-0.141,0.24,0.001,0.001,5940.0,6160.0,1.0
celltype_effect_overweight[CD4+ T CELLS],-0.016,0.127,-0.263,0.226,0.001,0.001,9877.0,6199.0,1.0
celltype_effect_overweight[CD8 T EXHAUSTED],0.035,0.049,-0.056,0.126,0.001,0.001,1342.0,3141.0,1.0
celltype_effect_overweight[CD8 T GENERAL],0.013,0.047,-0.07,0.106,0.001,0.001,1187.0,2881.0,1.0
celltype_effect_overweight[CD8 TMEMORY],0.071,0.035,0.007,0.14,0.001,0.001,669.0,1582.0,1.0
celltype_effect_overweight[DENDRITIC CELLS],-0.118,0.043,-0.201,-0.039,0.001,0.001,969.0,2911.0,1.0
celltype_effect_overweight[MAIT CELLS],-0.002,0.13,-0.248,0.244,0.001,0.002,10070.0,6073.0,1.0
celltype_effect_overweight[MDC],-0.1,0.139,-0.35,0.176,0.001,0.002,9622.0,6672.0,1.0
celltype_effect_overweight[MONOCYTE CLASSICAL],-0.064,0.042,-0.144,0.017,0.001,0.001,968.0,2503.0,1.0
celltype_effect_overweight[MONOCYTE NON CLASSICAL],0.046,0.056,-0.06,0.149,0.001,0.001,1704.0,4435.0,1.0
celltype_effect_overweight[NK CELLS],0.13,0.036,0.062,0.198,0.001,0.001,733.0,1577.0,1.0
celltype_effect_overweight[PDC],0.0,0.037,-0.069,0.069,0.001,0.001,677.0,1690.0,1.0
celltype_effect_overweight[T GAMMA DELTA],0.021,0.082,-0.129,0.18,0.001,0.001,3684.0,5427.0,1.0
celltype_effect_overweight[TAM],-0.111,0.042,-0.19,-0.036,0.001,0.001,919.0,2654.0,1.0
feature_baseline[BASOPHILS||Activation_Signaling_Signature],-0.031,0.057,-0.137,0.074,0.002,0.001,1360.0,4194.0,1.01
feature_baseline[BASOPHILS||Adipose_Allergy_Signature],-0.045,0.057,-0.147,0.066,0.002,0.001,1222.0,2989.0,1.01
feature_baseline[BASOPHILS||Angiogenesis_Regulation_Signature],-0.027,0.057,-0.131,0.083,0.002,0.001,1236.0,3099.0,1.0
feature_baseline[BASOPHILS||Anti_Apoptotic_Signature],-0.031,0.057,-0.135,0.08,0.002,0.001,1279.0,2981.0,1.01
feature_baseline[BASOPHILS||Cellular_Stress_Response_Signature],-0.041,0.056,-0.151,0.058,0.002,0.001,1246.0,3187.0,1.0
feature_baseline[BASOPHILS||Chronic_Activation_Signature],-0.029,0.055,-0.133,0.073,0.002,0.001,1272.0,3471.0,1.0
feature_baseline[BASOPHILS||Complement_Activation_Signature],-0.04,0.056,-0.144,0.064,0.002,0.001,1090.0,3453.0,1.01
feature_baseline[BASOPHILS||Cytokine_Production_Signature],-0.041,0.057,-0.148,0.067,0.002,0.001,1325.0,3489.0,1.0
feature_baseline[BASOPHILS||ER_Stress_Response_Signature],-0.023,0.057,-0.133,0.077,0.002,0.001,1089.0,3605.0,1.01
feature_baseline[BASOPHILS||Epigenetic_Dysregulation_Signature],-0.03,0.056,-0.137,0.072,0.002,0.001,1310.0,3029.0,1.01
feature_baseline[BASOPHILS||Histamine_Signature],-0.037,0.056,-0.144,0.068,0.002,0.001,1073.0,2813.0,1.01
feature_baseline[BASOPHILS||Immunosenescence_Signature],-0.041,0.056,-0.146,0.064,0.002,0.001,1253.0,2965.0,1.0
feature_baseline[BASOPHILS||Inflammatory_Mediator_Signature],-0.039,0.056,-0.144,0.068,0.002,0.001,1250.0,3513.0,1.0
feature_baseline[BASOPHILS||Inflammatory_Response_Signature],-0.038,0.056,-0.145,0.066,0.002,0.001,1207.0,3615.0,1.01
feature_baseline[BASOPHILS||Insulin_Resistance_Signaling_Signature],-0.024,0.057,-0.133,0.08,0.002,0.001,1296.0,2933.0,1.0
feature_baseline[BASOPHILS||Lineage_Program_Signature],-0.028,0.055,-0.127,0.079,0.002,0.001,1143.0,3142.0,1.01
feature_baseline[BASOPHILS||Lipid_Mediator_Signature],-0.038,0.056,-0.139,0.069,0.002,0.001,1140.0,3186.0,1.01
feature_baseline[BASOPHILS||Lipid_Metabolism_Signature],-0.043,0.057,-0.152,0.063,0.002,0.001,1172.0,3332.0,1.01
feature_baseline[BASOPHILS||Microbiome_Response_Signature],-0.023,0.057,-0.126,0.085,0.002,0.001,1179.0,3334.0,1.01
feature_baseline[BASOPHILS||Migration_Signature],-0.029,0.056,-0.135,0.076,0.002,0.001,1206.0,3365.0,1.01
feature_baseline[BASOPHILS||Mitochondrial_Function_Signature],-0.032,0.057,-0.136,0.076,0.002,0.001,1314.0,3917.0,1.0
feature_baseline[BASOPHILS||Protease_Release_Activity_Signature],-0.033,0.057,-0.139,0.072,0.002,0.001,1264.0,4212.0,1.0
feature_baseline[BASOPHILS||Senescence_Signature],-0.031,0.056,-0.136,0.071,0.002,0.001,1245.0,2897.0,1.01
feature_baseline[BASOPHILS||Surface_Receptor_Expression_Signature],-0.034,0.056,-0.14,0.069,0.002,0.001,1135.0,3039.0,1.01
feature_baseline[BASOPHILS||Type2_Cytokine_Expression_Signature],-0.04,0.057,-0.148,0.065,0.002,0.001,1268.0,3214.0,1.01
feature_baseline[B_CELLS_NAIVE||Activation_Signature],-0.18,0.057,-0.288,-0.074,0.002,0.001,1296.0,3881.0,1.0
feature_baseline[B_CELLS_NAIVE||Autophagy_Regulation_Signature],-0.167,0.057,-0.274,-0.061,0.002,0.001,1232.0,3145.0,1.0
feature_baseline[B_CELLS_NAIVE||Cell_Proliferation_Signature],-0.172,0.057,-0.285,-0.069,0.002,0.001,1274.0,3092.0,1.0
feature_baseline[B_CELLS_NAIVE||Fatty_Acid_Oxidation_Signature],-0.167,0.057,-0.269,-0.057,0.002,0.001,1346.0,3107.0,1.0
feature_baseline[B_CELLS_NAIVE||Glycolysis_Signature],-0.167,0.056,-0.276,-0.067,0.001,0.001,1380.0,2897.0,1.01
feature_baseline[B_CELLS_NAIVE||Hedgehog_Signaling_Signature],-0.175,0.057,-0.28,-0.066,0.002,0.001,1265.0,3609.0,1.0
feature_baseline[B_CELLS_NAIVE||Hypoxia_Response_Signature],-0.168,0.057,-0.276,-0.06,0.002,0.001,1339.0,4174.0,1.0
feature_baseline[B_CELLS_NAIVE||Lipid_Metabolism_Signature],-0.179,0.056,-0.281,-0.073,0.002,0.001,1284.0,3340.0,1.0
feature_baseline[B_CELLS_NAIVE||MAPK_Signaling_Signature],-0.171,0.058,-0.278,-0.062,0.002,0.001,1255.0,3169.0,1.01
feature_baseline[B_CELLS_NAIVE||NF_kB_Signaling_Signature],-0.173,0.056,-0.273,-0.064,0.002,0.001,1298.0,3426.0,1.01
feature_baseline[B_CELLS_NAIVE||Naive_B_Cell_Identity_Signature],-0.205,0.057,-0.316,-0.103,0.002,0.001,1103.0,2272.0,1.0
feature_baseline[B_CELLS_NAIVE||Notch_Signaling_Signature],-0.179,0.057,-0.285,-0.073,0.002,0.001,1230.0,3437.0,1.01
feature_baseline[B_CELLS_NAIVE||OXPHOS_Metabolism_Signature],-0.171,0.056,-0.276,-0.064,0.002,0.001,1243.0,2712.0,1.0
feature_baseline[B_CELLS_NAIVE||Oxidative_Stress_Response_Signature],-0.162,0.056,-0.267,-0.056,0.002,0.001,1226.0,2880.0,1.01
feature_baseline[B_CELLS_NAIVE||TGF_Beta_Signaling_Signature],-0.169,0.057,-0.272,-0.056,0.002,0.001,1246.0,3037.0,1.01
feature_baseline[B_CELLS_NAIVE||Type_I_Interferon_Response_Signature],-0.154,0.058,-0.257,-0.041,0.002,0.001,1356.0,2938.0,1.0
feature_baseline[B_CELLS_NAIVE||mTOR_Signaling_Signature],-0.175,0.056,-0.279,-0.068,0.002,0.001,1318.0,2802.0,1.0
feature_baseline[B_CELLS_NAIVE||p53_Pathway_Signature],-0.176,0.059,-0.286,-0.066,0.002,0.001,1214.0,2894.0,1.01
feature_baseline[B_CELLS||Cytokine_Network_Signature],-0.087,0.059,-0.201,0.021,0.002,0.001,1472.0,3482.0,1.0
feature_baseline[B_CELLS||Fibrosis_Interaction_Signature],-0.106,0.061,-0.216,0.012,0.002,0.001,1582.0,3888.0,1.0
feature_baseline[B_CELLS||Immunoglobulin_Production_Signature],-0.101,0.06,-0.218,0.01,0.002,0.001,1500.0,3611.0,1.0
feature_baseline[B_CELLS||Immunosenescence_Signature],-0.094,0.061,-0.214,0.017,0.002,0.001,1578.0,3270.0,1.0
feature_baseline[B_CELLS||Immunosuppression_Signature],-0.091,0.059,-0.2,0.021,0.002,0.001,1359.0,3612.0,1.0
feature_baseline[B_CELLS||Inflammatory_Response_Signature],-0.086,0.06,-0.194,0.027,0.002,0.001,1419.0,3917.0,1.0
feature_baseline[B_CELLS||Mitochondrial_Function_Signature],-0.083,0.061,-0.196,0.034,0.002,0.001,1490.0,4553.0,1.0
feature_baseline[CD4+ T CELLS||ECM_Remodeling_Signature],-0.044,0.072,-0.172,0.097,0.001,0.001,2308.0,4055.0,1.0
feature_baseline[CD4_TFH||Costimulation_Signature],-0.091,0.068,-0.224,0.033,0.002,0.001,1789.0,4114.0,1.0
feature_baseline[CD4_TFH||Microbiome_Response_Signature],-0.081,0.069,-0.206,0.051,0.001,0.001,2207.0,4710.0,1.0
feature_baseline[CD4_T_NAIVE||Activation_Signature],-0.04,0.055,-0.143,0.065,0.002,0.001,1105.0,2942.0,1.01
feature_baseline[CD4_T_NAIVE||Adipokine_Signaling_Signature],-0.023,0.056,-0.126,0.085,0.002,0.001,1233.0,3057.0,1.0
feature_baseline[CD4_T_NAIVE||Anergy_Signature],-0.026,0.055,-0.127,0.08,0.002,0.001,1163.0,2875.0,1.0
feature_baseline[CD4_T_NAIVE||Apoptosis_Regulation_Signature],-0.035,0.056,-0.138,0.07,0.002,0.001,1077.0,3111.0,1.01
feature_baseline[CD4_T_NAIVE||Autophagy_Regulation_Signature],-0.018,0.055,-0.123,0.083,0.002,0.001,1117.0,2922.0,1.01
feature_baseline[CD4_T_NAIVE||CD4_Naive_Identity_Signature],-0.029,0.055,-0.13,0.074,0.002,0.001,1221.0,2850.0,1.0
feature_baseline[CD4_T_NAIVE||Cell_Proliferation_Signature],-0.013,0.053,-0.111,0.087,0.002,0.001,1222.0,3176.0,1.01
feature_baseline[CD4_T_NAIVE||Complement_Activation_Signature],-0.021,0.055,-0.122,0.084,0.002,0.001,1258.0,3002.0,1.01
feature_baseline[CD4_T_NAIVE||DNA_Repair_Signature],-0.031,0.056,-0.139,0.072,0.002,0.001,1212.0,2681.0,1.0
feature_baseline[CD4_T_NAIVE||Differentiation_Signature],-0.009,0.055,-0.115,0.092,0.002,0.001,1158.0,2901.0,1.0
feature_baseline[CD4_T_NAIVE||ER_Stress_Response_Signature],-0.022,0.056,-0.13,0.078,0.002,0.001,1191.0,3375.0,1.01
feature_baseline[CD4_T_NAIVE||Fatty_Acid_Oxidation_Signature],-0.037,0.055,-0.136,0.069,0.002,0.001,1155.0,2968.0,1.01
feature_baseline[CD4_T_NAIVE||Glycolysis_Signature],-0.026,0.055,-0.128,0.077,0.002,0.001,1153.0,3227.0,1.01
feature_baseline[CD4_T_NAIVE||Hedgehog_Signaling_Signature],-0.0,0.055,-0.104,0.104,0.002,0.001,1052.0,3113.0,1.01
feature_baseline[CD4_T_NAIVE||Hypoxia_Response_Signature],-0.031,0.055,-0.128,0.077,0.002,0.001,1191.0,2575.0,1.0
feature_baseline[CD4_T_NAIVE||JAK_STAT_Signaling_Signature],-0.013,0.055,-0.115,0.092,0.002,0.001,1111.0,3194.0,1.01
feature_baseline[CD4_T_NAIVE||Lipid_Metabolism_Signature],-0.029,0.053,-0.131,0.07,0.002,0.001,1027.0,2741.0,1.01
feature_baseline[CD4_T_NAIVE||MAPK_Signaling_Signature],-0.023,0.055,-0.125,0.08,0.002,0.001,1212.0,3429.0,1.0
feature_baseline[CD4_T_NAIVE||Migration_Signature],-0.031,0.056,-0.129,0.078,0.002,0.001,1119.0,3628.0,1.01
feature_baseline[CD4_T_NAIVE||NF_kB_Signaling_Signature],-0.038,0.054,-0.142,0.061,0.002,0.001,1142.0,3393.0,1.01
feature_baseline[CD4_T_NAIVE||Notch_Signaling_Signature],-0.01,0.055,-0.109,0.095,0.002,0.001,1209.0,3172.0,1.0
feature_baseline[CD4_T_NAIVE||OXPHOS_Metabolism_Signature],-0.023,0.055,-0.124,0.081,0.002,0.001,1137.0,3224.0,1.01
feature_baseline[CD4_T_NAIVE||Oxidative_Stress_Response_Signature],-0.021,0.056,-0.123,0.086,0.002,0.001,1102.0,2293.0,1.01
feature_baseline[CD4_T_NAIVE||PI3K_AKT_Signaling_Signature],-0.008,0.054,-0.114,0.09,0.002,0.001,1097.0,3294.0,1.01
feature_baseline[CD4_T_NAIVE||Quiescence_Signature],-0.012,0.055,-0.12,0.087,0.002,0.001,1108.0,3892.0,1.01
feature_baseline[CD4_T_NAIVE||Senescence_Signature],-0.025,0.055,-0.129,0.077,0.002,0.001,1023.0,3170.0,1.01
feature_baseline[CD4_T_NAIVE||TCR_Signaling_Signature],-0.033,0.054,-0.133,0.073,0.002,0.001,1120.0,2849.0,1.01
feature_baseline[CD4_T_NAIVE||TGF_Beta_Signaling_Signature],-0.014,0.055,-0.12,0.087,0.002,0.001,1060.0,2938.0,1.01
feature_baseline[CD4_T_NAIVE||Type_I_Interferon_Response_Signature],-0.026,0.056,-0.128,0.083,0.002,0.001,1092.0,2900.0,1.01
feature_baseline[CD4_T_NAIVE||Wnt_Signaling_Signature],-0.009,0.055,-0.113,0.094,0.002,0.001,1131.0,2707.0,1.0
feature_baseline[CD4_T_NAIVE||mTOR_Signaling_Signature],-0.006,0.056,-0.111,0.098,0.002,0.001,1185.0,2705.0,1.0
feature_baseline[CD4_T_NAIVE||p53_Pathway_Signature],-0.023,0.054,-0.125,0.077,0.002,0.001,1143.0,2867.0,1.01
feature_baseline[CD4_T_REGULATORY||Adipokine_Signaling_Signature],-0.127,0.06,-0.242,-0.015,0.002,0.001,1414.0,3112.0,1.0
feature_baseline[CD4_T_REGULATORY||Complement_Activation_Signature],-0.135,0.06,-0.245,-0.023,0.002,0.001,1235.0,3308.0,1.01
feature_baseline[CD4_T_REGULATORY||Fatty_Acid_Oxidation_Signature],-0.134,0.06,-0.246,-0.023,0.002,0.001,1002.0,3522.0,1.01
feature_baseline[CD4_T_REGULATORY||Hedgehog_Signaling_Signature],-0.116,0.059,-0.227,-0.005,0.002,0.001,1231.0,3684.0,1.01
feature_baseline[CD4_T_REGULATORY||JAK_STAT_Signaling_Signature],-0.123,0.058,-0.233,-0.017,0.002,0.001,1272.0,3179.0,1.0
feature_baseline[CD4_T_REGULATORY||Lipid_Metabolism_Signature],-0.135,0.059,-0.244,-0.021,0.002,0.001,998.0,4432.0,1.01
feature_baseline[CD4_T_REGULATORY||Lipid_Peroxidation_Signaling_Signature],-0.131,0.059,-0.245,-0.022,0.002,0.001,1467.0,3704.0,1.0
feature_baseline[CD4_T_REGULATORY||Metabolic_Regulation_Signature],-0.133,0.06,-0.248,-0.024,0.002,0.001,1396.0,4231.0,1.0
feature_baseline[CD4_T_REGULATORY||Mitochondrial_Function_Signature],-0.13,0.059,-0.245,-0.021,0.002,0.001,1455.0,4034.0,1.0
feature_baseline[CD4_T_REGULATORY||TGF_Beta_Signaling_Signature],-0.116,0.059,-0.221,0.003,0.002,0.001,1512.0,3527.0,1.0
feature_baseline[CD4_T_REGULATORY||Treg_Identity_Signature],-0.107,0.061,-0.223,0.005,0.002,0.001,1453.0,3842.0,1.0
feature_baseline[CD4_T_REGULATORY||Type_I_Interferon_Response_Signature],-0.121,0.061,-0.229,-0.001,0.002,0.001,1366.0,3454.0,1.01
feature_baseline[CD4_T_REGULATORY||mTOR_Signaling_Signature],-0.126,0.059,-0.236,-0.014,0.002,0.001,1298.0,4024.0,1.0
feature_baseline[CD4_T_TH1||Chemokine_Production_Signature],0.095,0.061,-0.015,0.214,0.002,0.001,1382.0,4141.0,1.0
feature_baseline[CD4_T_TH1||Cytotoxic_Effector_Signature],0.096,0.061,-0.02,0.209,0.002,0.001,1592.0,4605.0,1.01
feature_baseline[CD4_T_TH1||Hypoxia_Response_Signature],0.094,0.061,-0.021,0.209,0.002,0.001,1630.0,4197.0,1.0
feature_baseline[CD4_T_TH1||IFN_Gamma_Response_Signature],0.109,0.061,-0.002,0.227,0.002,0.001,1497.0,3902.0,1.0
feature_baseline[CD4_T_TH1||PI3K_AKT_Signaling_Signature],0.096,0.061,-0.025,0.203,0.002,0.001,1462.0,3651.0,1.0
feature_baseline[CD4_T_TH1||Type_I_Interferon_Response_Signature],0.117,0.061,0.0,0.232,0.001,0.001,1664.0,3795.0,1.0
feature_baseline[CD8_TMEMORY||Angiogenesis_Regulation_Signature],-0.07,0.055,-0.169,0.036,0.002,0.001,1040.0,3306.0,1.01
feature_baseline[CD8_TMEMORY||Anti_Apoptotic_Signature],-0.055,0.056,-0.16,0.052,0.002,0.001,1080.0,2627.0,1.01
feature_baseline[CD8_TMEMORY||Autophagy_Regulation_Signature],-0.058,0.056,-0.169,0.043,0.002,0.001,1210.0,2720.0,1.0
feature_baseline[CD8_TMEMORY||Cellular_Stress_Response_Signature],-0.06,0.055,-0.166,0.04,0.002,0.001,1131.0,2203.0,1.01
feature_baseline[CD8_TMEMORY||Central_Memory_Signature],-0.057,0.055,-0.165,0.041,0.002,0.001,1137.0,2930.0,1.01
feature_baseline[CD8_TMEMORY||Complement_Activation_Signature],-0.052,0.056,-0.157,0.054,0.002,0.001,1218.0,3024.0,1.01
feature_baseline[CD8_TMEMORY||Costimulation_Signature],-0.078,0.055,-0.182,0.027,0.002,0.001,1191.0,2712.0,1.0
feature_baseline[CD8_TMEMORY||Cytokine_Response_Signature],-0.065,0.054,-0.162,0.042,0.002,0.001,1080.0,2740.0,1.0
feature_baseline[CD8_TMEMORY||Cytolytic_Potential_Signature],-0.091,0.054,-0.19,0.011,0.002,0.001,1135.0,3246.0,1.0
feature_baseline[CD8_TMEMORY||ER_Stress_Response_Signature],-0.048,0.056,-0.149,0.058,0.002,0.001,1141.0,3402.0,1.01
feature_baseline[CD8_TMEMORY||Effector_Memory_Signature],-0.068,0.056,-0.172,0.038,0.002,0.001,1271.0,3558.0,1.0
feature_baseline[CD8_TMEMORY||Epigenetic_Memory_Signature],-0.05,0.055,-0.156,0.051,0.002,0.001,1251.0,3259.0,1.0
feature_baseline[CD8_TMEMORY||Exhaustion_Signature],-0.085,0.054,-0.189,0.013,0.002,0.001,1095.0,2959.0,1.0
feature_baseline[CD8_TMEMORY||Fatty_Acid_Storage_Signature],-0.063,0.056,-0.17,0.04,0.002,0.001,1113.0,3108.0,1.01
feature_baseline[CD8_TMEMORY||Glucose_Independence_Signature],-0.053,0.055,-0.154,0.053,0.002,0.001,1155.0,3287.0,1.01
feature_baseline[CD8_TMEMORY||Hypoxia_Response_Signature],-0.062,0.056,-0.17,0.038,0.002,0.001,1271.0,3595.0,1.0
feature_baseline[CD8_TMEMORY||Immunosenescence_Signature],-0.093,0.055,-0.198,0.007,0.002,0.001,1173.0,3596.0,1.0
feature_baseline[CD8_TMEMORY||Lipid_Metabolism_Signature],-0.057,0.055,-0.163,0.046,0.002,0.001,1080.0,3275.0,1.01
feature_baseline[CD8_TMEMORY||Memory_Longevity_Signature],-0.062,0.055,-0.158,0.048,0.002,0.001,1236.0,2612.0,1.0
feature_baseline[CD8_TMEMORY||Memory_Metabolic_Flexibility_Signature],-0.062,0.056,-0.168,0.041,0.002,0.001,1223.0,3310.0,1.0
feature_baseline[CD8_TMEMORY||Metabolic_Shift_Signature],-0.063,0.055,-0.169,0.037,0.002,0.001,1201.0,3030.0,1.0
feature_baseline[CD8_TMEMORY||Microbiome_Response_Signature],-0.064,0.055,-0.167,0.038,0.002,0.001,1077.0,3083.0,1.01
feature_baseline[CD8_TMEMORY||Migration_Signature],-0.062,0.055,-0.171,0.035,0.002,0.001,1232.0,2246.0,1.0
feature_baseline[CD8_TMEMORY||OXPHOS_Metabolism_Signature],-0.055,0.054,-0.158,0.045,0.002,0.001,1095.0,2974.0,1.0
feature_baseline[CD8_TMEMORY||Oxidative_Stress_Response_Signature],-0.056,0.054,-0.159,0.044,0.002,0.001,1099.0,3456.0,1.01
feature_baseline[CD8_TMEMORY||Rapid_Recall_Signature],-0.086,0.055,-0.192,0.017,0.002,0.001,1170.0,2905.0,1.0
feature_baseline[CD8_TMEMORY||Recall_Deficiency_Signature],-0.067,0.056,-0.17,0.039,0.002,0.001,1252.0,3863.0,1.0
feature_baseline[CD8_TMEMORY||Senescence_Signature],-0.057,0.055,-0.159,0.046,0.002,0.001,1132.0,3385.0,1.01
feature_baseline[CD8_TMEMORY||TCR_Signaling_Signature],-0.073,0.055,-0.174,0.03,0.002,0.001,1136.0,2484.0,1.01
feature_baseline[CD8_TMEMORY||Transcriptional_Memory_Signature],-0.057,0.055,-0.158,0.045,0.002,0.001,1213.0,3438.0,1.0
feature_baseline[CD8_TMEMORY||Wound_Healing_Support_Signature],-0.059,0.056,-0.162,0.044,0.002,0.001,1263.0,3605.0,1.0
feature_baseline[CD8_T_EXHAUSTED||Adipokine_Signaling_Signature],-0.048,0.061,-0.164,0.067,0.002,0.001,1422.0,3634.0,1.01
feature_baseline[CD8_T_EXHAUSTED||Chemokine_Production_Signature],-0.047,0.062,-0.169,0.065,0.002,0.001,1485.0,3185.0,1.0
feature_baseline[CD8_T_EXHAUSTED||ER_Stress_Response_Signature],-0.031,0.06,-0.143,0.083,0.002,0.001,1238.0,3007.0,1.0
feature_baseline[CD8_T_EXHAUSTED||Fatty_Acid_Oxidation_Signature],-0.052,0.062,-0.167,0.068,0.002,0.001,1339.0,3919.0,1.0
feature_baseline[CD8_T_EXHAUSTED||Hedgehog_Signaling_Signature],-0.037,0.06,-0.146,0.079,0.002,0.001,1556.0,3542.0,1.0
feature_baseline[CD8_T_EXHAUSTED||Lipid_Metabolism_Signature],-0.055,0.063,-0.172,0.063,0.002,0.001,1387.0,4000.0,1.0
feature_baseline[CD8_T_EXHAUSTED||Transcriptional_Exhaustion_Signature],-0.056,0.06,-0.175,0.054,0.002,0.001,1416.0,3498.0,1.0
feature_baseline[CD8_T_EXHAUSTED||Type_I_Interferon_Response_Signature],-0.041,0.062,-0.157,0.076,0.002,0.001,1553.0,4053.0,1.0
feature_baseline[CD8_T_EXHAUSTED||p53_Pathway_Signature],-0.052,0.06,-0.167,0.06,0.002,0.001,1374.0,3181.0,1.0
feature_baseline[CD8_T_GENERAL||Adipokine_Signaling_Signature],-0.018,0.059,-0.133,0.089,0.002,0.001,1347.0,3621.0,1.0
feature_baseline[CD8_T_GENERAL||CD8_Coreceptor_Signaling_Signature],-0.015,0.059,-0.124,0.098,0.002,0.001,1384.0,3952.0,1.0
feature_baseline[CD8_T_GENERAL||CD8_Effector_Function_Signature],-0.015,0.058,-0.128,0.091,0.002,0.001,1211.0,3501.0,1.01
feature_baseline[CD8_T_GENERAL||Cellular_Stress_Response_Signature],-0.021,0.059,-0.128,0.092,0.002,0.001,1270.0,4103.0,1.0
feature_baseline[CD8_T_GENERAL||Chronic_Activation_Signature],-0.018,0.059,-0.132,0.089,0.002,0.001,1532.0,3182.0,1.0
feature_baseline[CD8_T_GENERAL||Glycolysis_Signature],-0.018,0.06,-0.132,0.093,0.002,0.001,1391.0,4331.0,1.0
feature_baseline[CD8_T_GENERAL||Inflammatory_Response_Signature],-0.018,0.06,-0.133,0.095,0.002,0.001,1576.0,3740.0,1.0
feature_baseline[CD8_T_GENERAL||Lipid_Metabolism_Signature],-0.025,0.06,-0.133,0.09,0.002,0.001,1398.0,5074.0,1.0
feature_baseline[CD8_T_GENERAL||Microbiome_Response_Signature],0.002,0.059,-0.11,0.112,0.002,0.001,1316.0,3558.0,1.0
feature_baseline[CD8_T_GENERAL||Perforin_Granzyme_Pathway_Signature],-0.024,0.058,-0.13,0.091,0.002,0.001,1279.0,3413.0,1.0
feature_baseline[DENDRITIC_CELLS||Adipokine_Signaling_Signature],0.036,0.059,-0.077,0.145,0.002,0.001,1248.0,3600.0,1.01
feature_baseline[DENDRITIC_CELLS||Cell_Proliferation_Signature],0.04,0.062,-0.071,0.163,0.002,0.001,1449.0,5097.0,1.01
feature_baseline[DENDRITIC_CELLS||Chemokine_Production_Signature],0.043,0.059,-0.07,0.15,0.002,0.001,1327.0,3507.0,1.01
feature_baseline[DENDRITIC_CELLS||Costimulation_Signature],0.058,0.06,-0.054,0.168,0.002,0.001,1454.0,4485.0,1.0
feature_baseline[DENDRITIC_CELLS||Glycolysis_Signature],0.057,0.061,-0.052,0.175,0.002,0.001,1187.0,3756.0,1.0
