,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu[2560],-0.05,0.044,-0.133,0.032,0.0,0.001,16960.0,6418.0,1.0
mu[2561],0.166,0.043,0.086,0.247,0.0,0.001,19194.0,6541.0,1.0
mu[2562],0.109,0.044,0.03,0.193,0.0,0.001,16749.0,5611.0,1.0
mu[2563],0.12,0.053,0.025,0.222,0.0,0.001,15454.0,6560.0,1.0
mu[2564],0.012,0.043,-0.069,0.093,0.0,0.001,17210.0,6034.0,1.0
mu[2565],-0.108,0.044,-0.192,-0.027,0.0,0.001,17974.0,5920.0,1.0
mu[2566],-0.03,0.045,-0.111,0.059,0.0,0.001,16625.0,5812.0,1.0
mu[2567],-0.105,0.044,-0.187,-0.02,0.0,0.001,19504.0,5556.0,1.0
mu[2568],-0.079,0.043,-0.16,0.001,0.0,0.001,17304.0,5820.0,1.0
mu[2569],0.094,0.044,0.011,0.177,0.0,0.001,19111.0,5397.0,1.0
mu[2570],-0.066,0.046,-0.152,0.018,0.0,0.001,18155.0,5459.0,1.0
mu[2571],-0.089,0.044,-0.175,-0.007,0.0,0.001,16170.0,5638.0,1.0
mu[2572],-0.104,0.044,-0.187,-0.021,0.0,0.001,17281.0,5638.0,1.0
mu[2573],0.062,0.043,-0.019,0.145,0.0,0.001,19657.0,4805.0,1.0
mu[2574],0.018,0.043,-0.058,0.102,0.0,0.001,15614.0,5888.0,1.0
mu[2575],-0.009,0.044,-0.088,0.075,0.0,0.001,17967.0,5684.0,1.0
mu[2576],-0.043,0.043,-0.128,0.034,0.0,0.001,16491.0,6054.0,1.0
mu[2577],0.051,0.045,-0.034,0.135,0.0,0.001,15950.0,5489.0,1.0
mu[2578],-0.118,0.044,-0.199,-0.035,0.0,0.001,17503.0,5978.0,1.0
mu[2579],0.305,0.043,0.223,0.384,0.0,0.001,17054.0,5787.0,1.0
mu[2580],-0.064,0.043,-0.147,0.016,0.0,0.001,18573.0,5603.0,1.0
mu[2581],-0.046,0.048,-0.135,0.044,0.0,0.001,17253.0,5803.0,1.0
mu[2582],-0.13,0.044,-0.212,-0.046,0.0,0.001,17222.0,5807.0,1.0
mu[2583],-0.044,0.044,-0.125,0.039,0.0,0.001,17616.0,6198.0,1.0
mu[2584],-0.14,0.047,-0.232,-0.057,0.0,0.001,17354.0,5927.0,1.0
mu[2585],0.233,0.052,0.132,0.327,0.0,0.001,15171.0,6460.0,1.0
mu[2586],-0.02,0.042,-0.105,0.054,0.0,0.001,17390.0,5677.0,1.0
mu[2587],-0.071,0.043,-0.151,0.012,0.0,0.001,16783.0,5131.0,1.0
mu[2588],-0.109,0.043,-0.19,-0.029,0.0,0.001,19771.0,5543.0,1.0
mu[2589],-0.137,0.043,-0.217,-0.052,0.0,0.001,17228.0,5744.0,1.0
mu[2590],-0.137,0.045,-0.22,-0.051,0.0,0.001,17822.0,6036.0,1.0
mu[2591],0.037,0.049,-0.063,0.124,0.0,0.001,16080.0,5834.0,1.0
mu[2592],-0.15,0.043,-0.232,-0.072,0.0,0.001,18430.0,5661.0,1.0
mu[2593],-0.054,0.043,-0.139,0.023,0.0,0.001,17968.0,5374.0,1.0
mu[2594],0.304,0.043,0.228,0.388,0.0,0.001,18169.0,6561.0,1.0
mu[2595],-0.165,0.046,-0.254,-0.082,0.0,0.001,17905.0,5856.0,1.0
mu[2596],0.071,0.044,-0.012,0.153,0.0,0.001,17083.0,5689.0,1.0
mu[2597],-0.044,0.043,-0.122,0.04,0.0,0.001,19157.0,5440.0,1.0
mu[2598],-0.129,0.044,-0.213,-0.052,0.0,0.001,18582.0,5901.0,1.0
mu[2599],-0.187,0.044,-0.269,-0.104,0.0,0.001,17586.0,5334.0,1.0
mu[2600],-0.143,0.044,-0.225,-0.061,0.0,0.001,18153.0,6089.0,1.0
mu[2601],-0.164,0.043,-0.245,-0.085,0.0,0.001,19085.0,5397.0,1.0
mu[2602],-0.038,0.044,-0.124,0.044,0.0,0.001,19387.0,5362.0,1.0
mu[2603],-0.079,0.046,-0.168,0.004,0.0,0.001,18619.0,5967.0,1.0
mu[2604],0.04,0.046,-0.047,0.125,0.0,0.001,17449.0,5964.0,1.0
mu[2605],-0.067,0.042,-0.146,0.013,0.0,0.001,17814.0,6381.0,1.0
mu[2606],0.108,0.044,0.021,0.187,0.0,0.001,18425.0,6103.0,1.0
mu[2607],-0.025,0.043,-0.102,0.062,0.0,0.001,18526.0,5636.0,1.0
mu[2608],0.149,0.043,0.066,0.227,0.0,0.001,17811.0,5920.0,1.0
mu[2609],-0.037,0.043,-0.118,0.044,0.0,0.001,17434.0,5339.0,1.0
mu[2610],-0.167,0.043,-0.246,-0.081,0.0,0.001,17002.0,5347.0,1.0
mu[2611],0.115,0.045,0.033,0.202,0.0,0.001,17297.0,5860.0,1.0
mu[2612],-0.007,0.045,-0.089,0.078,0.0,0.001,18555.0,5498.0,1.0
mu[2613],-0.129,0.044,-0.211,-0.046,0.0,0.001,18499.0,5971.0,1.0
mu[2614],-0.066,0.043,-0.146,0.018,0.0,0.001,17989.0,5944.0,1.0
mu[2615],-0.024,0.043,-0.106,0.056,0.0,0.001,20969.0,6075.0,1.0
mu[2616],-0.034,0.044,-0.116,0.046,0.0,0.0,17437.0,6058.0,1.0
mu[2617],-0.028,0.044,-0.111,0.053,0.0,0.001,18964.0,5053.0,1.0
mu[2618],-0.036,0.043,-0.116,0.043,0.0,0.001,17979.0,5626.0,1.0
mu[2619],-0.026,0.043,-0.106,0.057,0.0,0.001,19404.0,5546.0,1.0
mu[2620],-0.074,0.046,-0.164,0.008,0.0,0.001,17230.0,6387.0,1.0
mu[2621],-0.006,0.044,-0.084,0.082,0.0,0.001,16407.0,5433.0,1.0
mu[2622],0.048,0.043,-0.033,0.128,0.0,0.001,17102.0,6286.0,1.0
mu[2623],-0.138,0.045,-0.222,-0.053,0.0,0.001,17632.0,6020.0,1.0
mu[2624],-0.043,0.044,-0.128,0.038,0.0,0.001,17054.0,6194.0,1.0
mu[2625],0.017,0.044,-0.065,0.1,0.0,0.001,16192.0,6212.0,1.0
mu[2626],-0.029,0.043,-0.111,0.052,0.0,0.001,17415.0,6132.0,1.0
mu[2627],0.152,0.043,0.071,0.234,0.0,0.001,17427.0,6259.0,1.0
mu[2628],0.34,0.044,0.26,0.421,0.0,0.001,15936.0,6344.0,1.0
mu[2629],0.1,0.044,0.018,0.18,0.0,0.001,15274.0,5668.0,1.0
mu[2630],-0.061,0.046,-0.148,0.025,0.0,0.001,17079.0,5914.0,1.0
mu[2631],-0.063,0.045,-0.147,0.023,0.0,0.001,18629.0,5873.0,1.0
mu[2632],0.072,0.053,-0.024,0.175,0.0,0.001,15830.0,6235.0,1.0
mu[2633],-0.04,0.044,-0.119,0.048,0.0,0.001,17541.0,4811.0,1.0
mu[2634],-0.111,0.044,-0.189,-0.024,0.0,0.001,15846.0,5223.0,1.0
mu[2635],-0.046,0.044,-0.129,0.034,0.0,0.001,16633.0,6179.0,1.0
mu[2636],-0.075,0.047,-0.163,0.012,0.0,0.001,17344.0,6167.0,1.0
mu[2637],-0.11,0.044,-0.194,-0.031,0.0,0.001,18748.0,5675.0,1.0
mu[2638],0.016,0.047,-0.074,0.102,0.0,0.001,17228.0,5677.0,1.0
mu[2639],0.041,0.043,-0.039,0.121,0.0,0.001,17209.0,5958.0,1.0
mu[2640],-0.023,0.042,-0.1,0.059,0.0,0.001,17150.0,5865.0,1.0
mu[2641],-0.02,0.044,-0.104,0.065,0.0,0.001,17807.0,6006.0,1.0
mu[2642],-0.023,0.045,-0.107,0.061,0.0,0.001,19728.0,6129.0,1.0
mu[2643],0.096,0.043,0.018,0.181,0.0,0.001,18066.0,5391.0,1.0
mu[2644],-0.068,0.043,-0.148,0.014,0.0,0.001,18461.0,5758.0,1.0
mu[2645],-0.147,0.044,-0.231,-0.067,0.0,0.001,17634.0,6172.0,1.0
mu[2646],-0.058,0.046,-0.145,0.027,0.0,0.001,16742.0,6264.0,1.0
mu[2647],-0.156,0.045,-0.244,-0.076,0.0,0.001,16120.0,5014.0,1.0
mu[2648],-0.059,0.044,-0.139,0.024,0.0,0.001,16174.0,6278.0,1.0
mu[2649],-0.097,0.046,-0.18,-0.01,0.0,0.001,16601.0,6319.0,1.0
mu[2650],-0.201,0.043,-0.286,-0.125,0.0,0.001,20165.0,5954.0,1.0
mu[2651],0.234,0.043,0.157,0.316,0.0,0.001,17704.0,6401.0,1.0
mu[2652],-0.062,0.043,-0.142,0.021,0.0,0.001,17410.0,5468.0,1.0
mu[2653],-0.068,0.045,-0.151,0.022,0.0,0.001,19215.0,5432.0,1.0
mu[2654],-0.12,0.044,-0.2,-0.035,0.0,0.001,19608.0,5387.0,1.0
mu[2655],-0.105,0.043,-0.186,-0.026,0.0,0.001,18396.0,5562.0,1.0
mu[2656],-0.095,0.043,-0.174,-0.01,0.0,0.001,20337.0,5839.0,1.0
mu[2657],-0.071,0.043,-0.153,0.009,0.0,0.001,17100.0,5598.0,1.0
mu[2658],-0.156,0.044,-0.236,-0.071,0.0,0.001,17755.0,6108.0,1.0
mu[2659],-0.007,0.043,-0.084,0.077,0.0,0.001,18625.0,6037.0,1.0
mu[2660],-0.112,0.043,-0.193,-0.034,0.0,0.001,16067.0,6112.0,1.0
mu[2661],-0.106,0.043,-0.187,-0.025,0.0,0.001,16766.0,6186.0,1.0
mu[2662],-0.184,0.045,-0.269,-0.102,0.0,0.001,17562.0,5942.0,1.0
mu[2663],-0.101,0.043,-0.177,-0.015,0.0,0.001,18219.0,5673.0,1.0
mu[2664],-0.0,0.043,-0.079,0.081,0.0,0.001,14395.0,6385.0,1.0
mu[2665],-0.025,0.046,-0.113,0.06,0.0,0.001,16772.0,5850.0,1.0
mu[2666],-0.174,0.043,-0.253,-0.09,0.0,0.001,17917.0,4880.0,1.0
mu[2667],-0.03,0.044,-0.112,0.052,0.0,0.001,18864.0,6185.0,1.0
mu[2668],0.034,0.043,-0.047,0.113,0.0,0.001,17297.0,5290.0,1.0
mu[2669],-0.03,0.048,-0.12,0.059,0.0,0.001,18138.0,6961.0,1.0
mu[2670],-0.062,0.044,-0.14,0.024,0.0,0.001,18878.0,5498.0,1.0
mu[2671],-0.096,0.045,-0.182,-0.011,0.0,0.001,18656.0,5291.0,1.0
mu[2672],0.003,0.043,-0.079,0.082,0.0,0.001,18743.0,5812.0,1.0
mu[2673],-0.082,0.044,-0.164,-0.002,0.0,0.001,20118.0,6389.0,1.0
mu[2674],-0.107,0.045,-0.193,-0.024,0.0,0.001,17605.0,6141.0,1.0
mu[2675],-0.086,0.044,-0.169,-0.005,0.0,0.001,19201.0,6285.0,1.0
mu[2676],-0.132,0.046,-0.22,-0.049,0.0,0.001,15090.0,6431.0,1.0
mu[2677],0.013,0.044,-0.07,0.094,0.0,0.001,19348.0,6511.0,1.0
mu[2678],-0.104,0.045,-0.19,-0.024,0.0,0.0,17944.0,6727.0,1.0
mu[2679],0.134,0.066,0.011,0.258,0.001,0.001,12981.0,6603.0,1.0
mu[2680],0.019,0.044,-0.061,0.102,0.0,0.001,18351.0,5547.0,1.0
mu[2681],-0.1,0.043,-0.185,-0.021,0.0,0.001,18007.0,6268.0,1.0
mu[2682],0.115,0.043,0.034,0.197,0.0,0.001,20457.0,6182.0,1.0
mu[2683],-0.069,0.044,-0.154,0.013,0.0,0.001,17033.0,5837.0,1.0
mu[2684],-0.167,0.045,-0.258,-0.087,0.0,0.001,19013.0,5863.0,1.0
mu[2685],-0.026,0.047,-0.11,0.067,0.0,0.001,18206.0,6209.0,1.0
mu[2686],-0.08,0.045,-0.164,0.003,0.0,0.001,18098.0,6353.0,1.0
mu[2687],-0.047,0.044,-0.131,0.033,0.0,0.001,17260.0,6108.0,1.0
mu[2688],0.169,0.042,0.091,0.249,0.0,0.001,18354.0,6451.0,1.0
mu[2689],0.112,0.044,0.031,0.197,0.0,0.001,18296.0,6224.0,1.0
mu[2690],0.12,0.053,0.019,0.219,0.0,0.001,16655.0,6089.0,1.0
mu[2691],0.015,0.043,-0.065,0.099,0.0,0.001,18327.0,5342.0,1.0
mu[2692],-0.105,0.045,-0.19,-0.023,0.0,0.001,20523.0,6015.0,1.0
mu[2693],-0.027,0.045,-0.115,0.057,0.0,0.001,17458.0,6146.0,1.0
mu[2694],-0.102,0.044,-0.183,-0.02,0.0,0.001,19209.0,6037.0,1.0
mu[2695],-0.076,0.043,-0.153,0.01,0.0,0.001,18274.0,5593.0,1.0
mu[2696],0.098,0.044,0.017,0.182,0.0,0.001,18576.0,5332.0,1.0
mu[2697],-0.064,0.046,-0.151,0.023,0.0,0.001,19067.0,6554.0,1.0
mu[2698],-0.084,0.044,-0.168,-0.003,0.0,0.001,16404.0,5813.0,1.0
mu[2699],-0.099,0.043,-0.177,-0.014,0.0,0.001,17999.0,6045.0,1.0
mu[2700],0.066,0.044,-0.02,0.143,0.0,0.001,18466.0,6315.0,1.0
mu[2701],0.022,0.043,-0.059,0.103,0.0,0.001,16500.0,6246.0,1.0
mu[2702],-0.004,0.044,-0.09,0.074,0.0,0.001,17766.0,6250.0,1.0
mu[2703],-0.039,0.044,-0.118,0.046,0.0,0.001,16242.0,6070.0,1.0
mu[2704],0.056,0.045,-0.025,0.146,0.0,0.001,17052.0,5905.0,1.0
mu[2705],-0.112,0.044,-0.196,-0.03,0.0,0.001,18863.0,6224.0,1.0
mu[2706],0.309,0.043,0.228,0.387,0.0,0.001,17690.0,6112.0,1.0
mu[2707],-0.061,0.044,-0.143,0.022,0.0,0.001,19057.0,5931.0,1.0
mu[2708],-0.045,0.048,-0.131,0.048,0.0,0.001,17241.0,6175.0,1.0
mu[2709],-0.125,0.045,-0.209,-0.042,0.0,0.001,18288.0,6084.0,1.0
mu[2710],-0.042,0.044,-0.127,0.037,0.0,0.001,16961.0,6320.0,1.0
mu[2711],-0.134,0.047,-0.22,-0.044,0.0,0.001,17974.0,6508.0,1.0
mu[2712],0.234,0.053,0.13,0.329,0.0,0.001,15138.0,6995.0,1.0
mu[2713],-0.017,0.043,-0.098,0.063,0.0,0.001,17956.0,6285.0,1.0
mu[2714],-0.068,0.043,-0.147,0.014,0.0,0.001,18110.0,5553.0,1.0
mu[2715],-0.105,0.044,-0.187,-0.024,0.0,0.001,22069.0,6008.0,1.0
mu[2716],-0.132,0.043,-0.217,-0.053,0.0,0.001,18951.0,6392.0,1.0
mu[2717],-0.131,0.045,-0.214,-0.042,0.0,0.001,18205.0,5835.0,1.0
mu[2718],0.038,0.049,-0.056,0.129,0.0,0.001,16811.0,6723.0,1.0
mu[2719],-0.146,0.043,-0.23,-0.068,0.0,0.001,18618.0,6292.0,1.0
mu[2720],-0.05,0.043,-0.135,0.028,0.0,0.001,17811.0,5874.0,1.0
mu[2721],0.308,0.043,0.23,0.391,0.0,0.0,18992.0,6380.0,1.0
mu[2722],-0.16,0.046,-0.245,-0.073,0.0,0.001,17338.0,5848.0,1.0
mu[2723],0.076,0.045,-0.007,0.159,0.0,0.001,18484.0,6130.0,1.0
mu[2724],-0.041,0.044,-0.125,0.04,0.0,0.001,19829.0,6250.0,1.0
mu[2725],-0.125,0.044,-0.208,-0.043,0.0,0.001,18115.0,6267.0,1.0
mu[2726],-0.183,0.044,-0.266,-0.098,0.0,0.001,18082.0,6230.0,1.0
mu[2727],-0.14,0.044,-0.217,-0.051,0.0,0.001,17475.0,5812.0,1.0
mu[2728],-0.16,0.044,-0.244,-0.081,0.0,0.001,18758.0,5919.0,1.0
mu[2729],-0.036,0.045,-0.121,0.047,0.0,0.001,18002.0,5750.0,1.0
mu[2730],-0.073,0.046,-0.161,0.012,0.0,0.001,17607.0,5544.0,1.0
mu[2731],0.041,0.047,-0.044,0.132,0.0,0.001,19530.0,6012.0,1.0
mu[2732],-0.064,0.043,-0.146,0.015,0.0,0.001,18674.0,6414.0,1.0
mu[2733],0.111,0.044,0.03,0.193,0.0,0.001,19234.0,6184.0,1.0
mu[2734],-0.021,0.044,-0.099,0.064,0.0,0.001,16967.0,5963.0,1.0
mu[2735],0.152,0.044,0.072,0.234,0.0,0.001,17419.0,6426.0,1.0
mu[2736],-0.033,0.043,-0.111,0.048,0.0,0.001,17949.0,6496.0,1.0
mu[2737],-0.164,0.044,-0.245,-0.081,0.0,0.001,18965.0,5679.0,1.0
mu[2738],0.117,0.046,0.029,0.2,0.0,0.001,18311.0,6314.0,1.0
mu[2739],-0.002,0.045,-0.083,0.086,0.0,0.001,19472.0,5681.0,1.0
mu[2740],-0.124,0.044,-0.204,-0.04,0.0,0.001,18755.0,5673.0,1.0
mu[2741],-0.063,0.044,-0.144,0.019,0.0,0.001,19556.0,6210.0,1.0
mu[2742],-0.02,0.044,-0.103,0.062,0.0,0.001,18845.0,6452.0,1.0
mu[2743],-0.031,0.044,-0.111,0.053,0.0,0.001,19420.0,6201.0,1.0
mu[2744],-0.025,0.044,-0.108,0.057,0.0,0.001,19298.0,5702.0,1.0
mu[2745],-0.031,0.044,-0.115,0.052,0.0,0.001,20841.0,6395.0,1.0
mu[2746],-0.022,0.044,-0.1,0.064,0.0,0.001,19113.0,6172.0,1.0
mu[2747],-0.068,0.045,-0.155,0.014,0.0,0.001,18312.0,6513.0,1.0
mu[2748],-0.001,0.044,-0.082,0.084,0.0,0.001,17082.0,5582.0,1.0
mu[2749],0.052,0.044,-0.03,0.134,0.0,0.001,18303.0,6221.0,1.0
mu[2750],-0.133,0.045,-0.22,-0.049,0.0,0.001,17366.0,5646.0,1.0
mu[2751],-0.041,0.045,-0.126,0.042,0.0,0.001,18233.0,5883.0,1.0
mu[2752],0.019,0.045,-0.059,0.109,0.0,0.001,17965.0,6267.0,1.0
mu[2753],-0.025,0.043,-0.108,0.053,0.0,0.001,19040.0,5734.0,1.0
mu[2754],0.157,0.044,0.078,0.242,0.0,0.001,19845.0,6220.0,1.0
mu[2755],0.344,0.044,0.264,0.427,0.0,0.001,17464.0,6218.0,1.0
mu[2756],0.103,0.044,0.02,0.186,0.0,0.001,18629.0,6436.0,1.0
mu[2757],-0.055,0.046,-0.138,0.033,0.0,0.001,17306.0,6556.0,1.0
mu[2758],-0.058,0.046,-0.142,0.03,0.0,0.001,18752.0,6133.0,1.0
mu[2759],0.072,0.053,-0.028,0.171,0.0,0.001,16918.0,6422.0,1.0
mu[2760],-0.036,0.044,-0.115,0.051,0.0,0.001,18210.0,6150.0,1.0
mu[2761],-0.105,0.046,-0.189,-0.018,0.0,0.001,18952.0,6300.0,1.0
mu[2762],-0.041,0.044,-0.126,0.04,0.0,0.001,17495.0,6056.0,1.0
mu[2763],-0.069,0.047,-0.158,0.017,0.0,0.001,17133.0,6428.0,1.0
mu[2764],-0.106,0.044,-0.191,-0.025,0.0,0.001,18731.0,6257.0,1.0
mu[2765],0.017,0.047,-0.069,0.107,0.0,0.001,16659.0,6041.0,1.0
mu[2766],0.045,0.043,-0.035,0.126,0.0,0.001,18509.0,5540.0,1.0
mu[2767],-0.019,0.043,-0.103,0.059,0.0,0.001,16630.0,6099.0,1.0
mu[2768],-0.015,0.044,-0.098,0.071,0.0,0.001,18206.0,6283.0,1.0
mu[2769],-0.021,0.046,-0.108,0.064,0.0,0.001,19980.0,5537.0,1.0
mu[2770],0.099,0.044,0.016,0.181,0.0,0.001,21065.0,6327.0,1.0
mu[2771],-0.065,0.044,-0.147,0.017,0.0,0.001,18961.0,5462.0,1.0
mu[2772],-0.142,0.045,-0.224,-0.055,0.0,0.001,17609.0,6284.0,1.0
mu[2773],-0.052,0.046,-0.136,0.039,0.0,0.001,18921.0,6377.0,1.0
mu[2774],-0.151,0.046,-0.237,-0.066,0.0,0.001,17402.0,6649.0,1.0
mu[2775],-0.057,0.044,-0.138,0.029,0.0,0.001,16926.0,5851.0,1.0
mu[2776],-0.091,0.046,-0.183,-0.008,0.0,0.001,19379.0,6204.0,1.0
mu[2777],-0.197,0.044,-0.278,-0.114,0.0,0.001,18923.0,6010.0,1.0
mu[2778],0.237,0.044,0.157,0.321,0.0,0.001,19180.0,6217.0,1.0
mu[2779],-0.057,0.044,-0.14,0.024,0.0,0.001,19011.0,5826.0,1.0
mu[2780],-0.063,0.045,-0.146,0.023,0.0,0.001,19976.0,5471.0,1.0
mu[2781],-0.116,0.044,-0.197,-0.032,0.0,0.001,19314.0,5969.0,1.0
mu[2782],-0.102,0.043,-0.178,-0.015,0.0,0.001,19661.0,5960.0,1.0
mu[2783],-0.091,0.044,-0.17,-0.005,0.0,0.001,19511.0,5931.0,1.0
mu[2784],-0.067,0.043,-0.148,0.014,0.0,0.001,18820.0,5611.0,1.0
mu[2785],-0.154,0.045,-0.236,-0.069,0.0,0.001,16903.0,6116.0,1.0
mu[2786],-0.002,0.043,-0.083,0.076,0.0,0.001,18894.0,6157.0,1.0
mu[2787],-0.108,0.044,-0.188,-0.026,0.0,0.001,18118.0,5739.0,1.0
mu[2788],-0.103,0.043,-0.183,-0.021,0.0,0.001,17357.0,6604.0,1.0
mu[2789],-0.178,0.046,-0.265,-0.093,0.0,0.001,18737.0,6660.0,1.0
mu[2790],-0.097,0.044,-0.179,-0.015,0.0,0.001,17721.0,6352.0,1.0
mu[2791],0.004,0.043,-0.077,0.083,0.0,0.001,18295.0,6394.0,1.0
mu[2792],-0.019,0.047,-0.103,0.074,0.0,0.001,18237.0,6632.0,1.0
mu[2793],-0.17,0.043,-0.251,-0.089,0.0,0.001,18493.0,6138.0,1.0
mu[2794],-0.041,0.043,-0.122,0.039,0.0,0.0,17991.0,6315.0,1.0
mu[2795],0.024,0.044,-0.054,0.109,0.0,0.001,18106.0,5621.0,1.0
mu[2796],-0.041,0.048,-0.128,0.051,0.0,0.001,17019.0,5949.0,1.0
mu[2797],-0.072,0.044,-0.157,0.008,0.0,0.001,19268.0,6232.0,1.0
mu[2798],-0.106,0.046,-0.192,-0.02,0.0,0.001,16832.0,5989.0,1.0
mu[2799],-0.007,0.044,-0.089,0.073,0.0,0.001,18970.0,5815.0,1.0
mu[2800],-0.092,0.043,-0.173,-0.012,0.0,0.001,17294.0,5669.0,1.0
mu[2801],-0.117,0.044,-0.197,-0.03,0.0,0.001,17033.0,6001.0,1.0
mu[2802],-0.096,0.044,-0.179,-0.013,0.0,0.001,16986.0,5537.0,1.0
mu[2803],-0.142,0.047,-0.234,-0.054,0.0,0.001,15681.0,5628.0,1.0
mu[2804],0.003,0.044,-0.074,0.089,0.0,0.001,18279.0,6181.0,1.0
mu[2805],-0.114,0.045,-0.198,-0.031,0.0,0.001,18456.0,6285.0,1.0
mu[2806],0.124,0.065,0.003,0.246,0.001,0.001,12207.0,6556.0,1.0
mu[2807],0.008,0.044,-0.071,0.093,0.0,0.001,18220.0,5870.0,1.0
mu[2808],-0.11,0.043,-0.193,-0.031,0.0,0.001,17907.0,6173.0,1.0
mu[2809],0.105,0.043,0.022,0.185,0.0,0.001,17832.0,5313.0,1.0
mu[2810],-0.079,0.044,-0.16,0.004,0.0,0.001,18488.0,6126.0,1.0
mu[2811],-0.177,0.046,-0.263,-0.092,0.0,0.001,19344.0,6575.0,1.0
mu[2812],-0.036,0.046,-0.127,0.046,0.0,0.001,16988.0,5938.0,1.0
mu[2813],-0.09,0.046,-0.178,-0.005,0.0,0.001,17406.0,6285.0,1.0
mu[2814],-0.058,0.044,-0.138,0.024,0.0,0.001,18647.0,6601.0,1.0
mu[2815],0.159,0.044,0.075,0.24,0.0,0.001,20820.0,6100.0,1.0
mu[2816],0.102,0.044,0.017,0.182,0.0,0.001,17563.0,6051.0,1.0
mu[2817],0.11,0.052,0.013,0.209,0.0,0.001,15903.0,6489.0,1.0
mu[2818],0.005,0.043,-0.075,0.087,0.0,0.001,17004.0,5595.0,1.0
mu[2819],-0.115,0.044,-0.196,-0.029,0.0,0.001,16732.0,5998.0,1.0
mu[2820],-0.038,0.045,-0.123,0.044,0.0,0.001,15863.0,6228.0,1.0
mu[2821],-0.113,0.044,-0.195,-0.03,0.0,0.001,17932.0,6081.0,1.0
mu[2822],-0.086,0.044,-0.171,-0.006,0.0,0.001,18323.0,6195.0,1.0
mu[2823],0.088,0.043,0.003,0.166,0.0,0.001,16726.0,5865.0,1.0
mu[2824],-0.075,0.046,-0.163,0.012,0.0,0.001,19703.0,6310.0,1.0
mu[2825],-0.094,0.046,-0.176,-0.007,0.0,0.001,16255.0,5551.0,1.0
mu[2826],-0.109,0.045,-0.194,-0.024,0.0,0.001,16959.0,6142.0,1.0
mu[2827],0.055,0.044,-0.026,0.142,0.0,0.001,16920.0,5799.0,1.0
mu[2828],0.011,0.044,-0.066,0.098,0.0,0.001,16357.0,5806.0,1.0
mu[2829],-0.015,0.045,-0.1,0.068,0.0,0.001,18591.0,6279.0,1.0
mu[2830],-0.049,0.045,-0.13,0.039,0.0,0.001,17021.0,5584.0,1.0
mu[2831],0.046,0.046,-0.04,0.134,0.0,0.001,16612.0,6288.0,1.0
mu[2832],-0.123,0.045,-0.205,-0.034,0.0,0.001,17230.0,5771.0,1.0
mu[2833],0.299,0.043,0.216,0.378,0.0,0.001,18027.0,5661.0,1.0
mu[2834],-0.071,0.044,-0.157,0.007,0.0,0.001,18156.0,5487.0,1.0
mu[2835],-0.055,0.047,-0.147,0.03,0.0,0.001,18271.0,6446.0,1.0
mu[2836],-0.135,0.045,-0.219,-0.049,0.0,0.001,17362.0,6000.0,1.0
mu[2837],-0.052,0.045,-0.135,0.033,0.0,0.001,16996.0,6081.0,1.0
mu[2838],-0.144,0.047,-0.234,-0.058,0.0,0.001,16975.0,6388.0,1.0
mu[2839],0.223,0.051,0.126,0.315,0.0,0.001,16909.0,6194.0,1.0
mu[2840],-0.028,0.044,-0.111,0.055,0.0,0.001,17414.0,5274.0,1.0
mu[2841],-0.078,0.043,-0.16,0.002,0.0,0.001,17609.0,6053.0,1.0
mu[2842],-0.116,0.043,-0.194,-0.035,0.0,0.001,18296.0,5906.0,1.0
mu[2843],-0.142,0.043,-0.223,-0.061,0.0,0.001,18664.0,5777.0,1.0
mu[2844],-0.141,0.047,-0.229,-0.055,0.0,0.001,16329.0,5550.0,1.0
mu[2845],0.028,0.049,-0.065,0.118,0.0,0.001,15289.0,6899.0,1.0
mu[2846],-0.156,0.043,-0.239,-0.076,0.0,0.001,17836.0,6190.0,1.0
mu[2847],-0.06,0.044,-0.139,0.028,0.0,0.001,18341.0,5528.0,1.0
mu[2848],0.298,0.044,0.212,0.376,0.0,0.001,17819.0,6021.0,1.0
mu[2849],-0.17,0.046,-0.262,-0.087,0.0,0.001,16760.0,5822.0,1.0
mu[2850],0.066,0.046,-0.019,0.153,0.0,0.001,17417.0,5551.0,1.0
mu[2851],-0.051,0.044,-0.133,0.03,0.0,0.001,18922.0,5524.0,1.0
mu[2852],-0.135,0.045,-0.216,-0.048,0.0,0.001,20178.0,5289.0,1.0
mu[2853],-0.193,0.045,-0.278,-0.109,0.0,0.001,17424.0,6133.0,1.0
mu[2854],-0.15,0.045,-0.236,-0.067,0.0,0.001,18082.0,5490.0,1.0
mu[2855],-0.17,0.044,-0.249,-0.085,0.0,0.001,18513.0,5865.0,1.0
mu[2856],-0.046,0.045,-0.131,0.036,0.0,0.001,16304.0,5299.0,1.0
mu[2857],-0.083,0.046,-0.169,0.004,0.0,0.001,17580.0,6238.0,1.0
mu[2858],0.031,0.046,-0.057,0.117,0.0,0.001,17747.0,5963.0,1.0
mu[2859],-0.074,0.043,-0.156,0.006,0.0,0.001,17365.0,6058.0,1.0
mu[2860],0.101,0.045,0.016,0.183,0.0,0.001,19521.0,6317.0,1.0
mu[2861],-0.031,0.044,-0.112,0.053,0.0,0.001,16454.0,5879.0,1.0
mu[2862],0.142,0.044,0.058,0.224,0.0,0.001,17375.0,5853.0,1.0
