,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
celltype_bmi_slope[ACINAR],-0.131,0.029,-0.183,-0.077,0.001,0.001,3101.0,2632.0,1.0
celltype_bmi_slope[ADIPOCYTES],0.024,0.034,-0.035,0.091,0.001,0.001,3448.0,3438.0,1.0
celltype_bmi_slope[FIBROBLASTS],0.043,0.011,0.021,0.063,0.0,0.0,1252.0,2903.0,1.0
celltype_bmi_slope[ICAF],0.033,0.013,0.008,0.057,0.0,0.0,1827.0,3974.0,1.0
celltype_bmi_slope[ISLET ENDOCRINE],-0.001,0.011,-0.023,0.02,0.0,0.0,1335.0,2228.0,1.0
celltype_bmi_slope[MAST],0.014,0.074,-0.133,0.163,0.001,0.002,4377.0,4029.0,1.0
celltype_bmi_slope[MYCAF],-0.012,0.074,-0.162,0.133,0.001,0.002,4412.0,3916.0,1.0
celltype_bmi_slope[NEURAL],0.034,0.127,-0.234,0.277,0.002,0.002,6763.0,5676.0,1.0
celltype_bmi_slope[NORMAL DUCTAL],0.023,0.079,-0.134,0.188,0.001,0.002,3787.0,3857.0,1.0
celltype_bmi_slope[PERICYTES SMC],0.02,0.012,-0.002,0.043,0.0,0.0,1469.0,3390.0,1.0
celltype_bmi_slope[SCHWANN],0.016,0.011,-0.005,0.037,0.0,0.0,1293.0,2762.0,1.0
celltype_bmi_slope[STELLATE],-0.011,0.025,-0.054,0.035,0.0,0.001,3326.0,3628.0,1.0
celltype_bmi_slope[TUMOR CLASSICAL],0.028,0.011,0.007,0.046,0.0,0.0,1197.0,2762.0,1.0
celltype_bmi_slope[TUMOR EPITHELIAL],0.01,0.026,-0.038,0.057,0.0,0.001,3145.0,3947.0,1.0
feature_baseline[ACINAR||Calcium_Signaling_Signature],-0.038,0.035,-0.104,0.026,0.0,0.0,6293.0,5407.0,1.0
feature_baseline[ACINAR||Cell_Death_Resistance_Signature],-0.037,0.035,-0.1,0.03,0.0,0.0,6577.0,4577.0,1.0
feature_baseline[ACINAR||Insulin_Resistance_Acinar_Signature],-0.042,0.035,-0.111,0.022,0.0,0.0,5823.0,4916.0,1.0
feature_baseline[ACINAR||Lipid_Storage_Overload_Signature],-0.048,0.034,-0.111,0.015,0.0,0.0,5968.0,5172.0,1.0
feature_baseline[ADIPOCYTES||Adipogenesis_Program_Signature],-0.03,0.034,-0.097,0.032,0.0,0.0,6447.0,4554.0,1.0
feature_baseline[ADIPOCYTES||Extracellular_Matrix_Signature],-0.008,0.035,-0.075,0.056,0.0,0.0,5158.0,4925.0,1.0
feature_baseline[ADIPOCYTES||Inflammatory_Adipokine_Signature],-0.029,0.034,-0.094,0.035,0.0,0.0,6541.0,5498.0,1.0
feature_baseline[ADIPOCYTES||Lipid_Storage_Signature],-0.043,0.035,-0.112,0.018,0.0,0.0,6940.0,5466.0,1.0
feature_baseline[FIBROBLASTS||Apoptosis_Regulation_Signature],-0.022,0.035,-0.087,0.043,0.0,0.0,4848.0,5089.0,1.0
feature_baseline[FIBROBLASTS||Autophagy_Regulation_Signature],-0.013,0.035,-0.079,0.05,0.0,0.0,6316.0,5320.0,1.0
feature_baseline[FIBROBLASTS||Cell_Migration_Signature],-0.009,0.034,-0.074,0.054,0.0,0.0,5738.0,4982.0,1.0
feature_baseline[FIBROBLASTS||Collagen_Synthesis_Signature],-0.016,0.036,-0.082,0.052,0.0,0.0,7092.0,5065.0,1.0
feature_baseline[FIBROBLASTS||Contractile_Phenotype_Signature],-0.015,0.035,-0.078,0.052,0.0,0.0,6065.0,4480.0,1.0
feature_baseline[FIBROBLASTS||ECM_Production_Signature],-0.019,0.035,-0.086,0.047,0.0,0.001,6198.0,4384.0,1.0
feature_baseline[FIBROBLASTS||ER_Stress_Response_Signature],-0.013,0.035,-0.076,0.054,0.0,0.0,6130.0,4769.0,1.0
feature_baseline[FIBROBLASTS||Elastin_Synthesis_Signature],-0.014,0.035,-0.079,0.051,0.0,0.0,5695.0,4901.0,1.0
feature_baseline[FIBROBLASTS||Fatty_Acid_Oxidation_Signature],-0.014,0.035,-0.08,0.052,0.0,0.0,4910.0,4848.0,1.0
feature_baseline[FIBROBLASTS||Fibroblast_Identity_Signature],-0.014,0.034,-0.079,0.05,0.0,0.0,5879.0,4792.0,1.0
feature_baseline[FIBROBLASTS||Fibrosis_Signature],-0.019,0.034,-0.083,0.044,0.0,0.0,4943.0,5203.0,1.0
feature_baseline[FIBROBLASTS||Glycosaminoglycan_Synthesis_Signature],-0.024,0.034,-0.089,0.038,0.0,0.0,5739.0,5845.0,1.0
feature_baseline[FIBROBLASTS||Growth_Factor_Secretion_Signature],-0.035,0.034,-0.1,0.026,0.0,0.0,5332.0,5321.0,1.0
feature_baseline[FIBROBLASTS||Hedgehog_Signaling_Signature],-0.031,0.034,-0.095,0.032,0.0,0.0,5932.0,5515.0,1.0
feature_baseline[FIBROBLASTS||Inflammatory_Signature],-0.042,0.035,-0.105,0.026,0.0,0.0,5346.0,5281.0,1.0
feature_baseline[FIBROBLASTS||Insulin_Signaling_Dysregulation_Signature],-0.007,0.034,-0.071,0.059,0.0,0.0,5854.0,5234.0,1.0
feature_baseline[FIBROBLASTS||Lipid_Metabolism_Signature],-0.011,0.034,-0.075,0.054,0.0,0.0,5696.0,5521.0,1.0
feature_baseline[FIBROBLASTS||MAPK_Signaling_Signature],-0.014,0.034,-0.078,0.05,0.0,0.0,5022.0,5300.0,1.0
feature_baseline[FIBROBLASTS||Matrix_Remodeling_Signature],-0.028,0.034,-0.095,0.034,0.0,0.0,6013.0,5323.0,1.0
feature_baseline[FIBROBLASTS||Mitochondrial_Function_Signature],-0.016,0.034,-0.08,0.05,0.0,0.0,4914.0,5537.0,1.0
feature_baseline[FIBROBLASTS||NF_kB_Signaling_Signature],-0.025,0.036,-0.093,0.041,0.0,0.0,6151.0,5289.0,1.0
feature_baseline[FIBROBLASTS||Notch_Signaling_Signature],-0.02,0.035,-0.083,0.045,0.0,0.0,5342.0,5034.0,1.0
feature_baseline[FIBROBLASTS||PI3K_AKT_Signaling_Signature],-0.016,0.035,-0.08,0.052,0.0,0.0,5659.0,4690.0,1.0
feature_baseline[FIBROBLASTS||Proteoglycan_Synthesis_Signature],-0.007,0.034,-0.071,0.058,0.0,0.0,5453.0,5136.0,1.0
feature_baseline[FIBROBLASTS||TGF_Beta_Signaling_Signature],-0.02,0.035,-0.083,0.047,0.0,0.0,5082.0,5381.0,1.0
feature_baseline[FIBROBLASTS||Wnt_Signaling_Signature],-0.02,0.034,-0.083,0.042,0.0,0.0,5543.0,4608.0,1.0
feature_baseline[ICAF||Apoptosis_Regulation_Signature],-0.031,0.035,-0.099,0.032,0.0,0.0,5436.0,5135.0,1.0
feature_baseline[ICAF||Autophagy_Regulation_Signature],-0.03,0.035,-0.092,0.038,0.0,0.0,6182.0,5414.0,1.0
feature_baseline[ICAF||Cell_Proliferation_Signature],-0.047,0.035,-0.114,0.016,0.0,0.0,6081.0,4953.0,1.0
feature_baseline[ICAF||Chemokine_Production_Signature],-0.061,0.034,-0.128,0.001,0.0,0.0,6038.0,4979.0,1.0
feature_baseline[ICAF||ER_Stress_Response_Signature],-0.034,0.034,-0.1,0.029,0.0,0.0,5924.0,5026.0,1.0
feature_baseline[ICAF||Hedgehog_Signaling_Signature],-0.031,0.034,-0.093,0.035,0.0,0.0,5596.0,5190.0,1.0
feature_baseline[ICAF||Ion_Channel_Signature],-0.028,0.034,-0.09,0.039,0.0,0.0,5810.0,5106.0,1.0
feature_baseline[ICAF||Lipid_Metabolism_Signature],-0.04,0.035,-0.105,0.024,0.0,0.0,5680.0,4958.0,1.0
feature_baseline[ICAF||Notch_Signaling_Signature],-0.044,0.035,-0.11,0.021,0.0,0.0,5583.0,4960.0,1.0
feature_baseline[ICAF||Oxidative_Stress_Response_Signature],-0.034,0.036,-0.097,0.037,0.0,0.0,6702.0,4913.0,1.0
feature_baseline[ICAF||Therapy_Resistance_Signature],-0.033,0.034,-0.094,0.035,0.0,0.0,5717.0,5002.0,1.0
feature_baseline[ICAF||Wnt_Signaling_Signature],-0.037,0.034,-0.102,0.027,0.0,0.0,6931.0,5590.0,1.0
feature_baseline[ICAF||mTOR_Signaling_Signature],-0.023,0.036,-0.09,0.042,0.0,0.0,6450.0,5599.0,1.0
feature_baseline[ISLET_ENDOCRINE||Adipokine_Signaling_Signature],-0.036,0.035,-0.101,0.029,0.0,0.001,5797.0,4670.0,1.0
feature_baseline[ISLET_ENDOCRINE||Apoptosis_Regulation_Signature],-0.038,0.034,-0.105,0.023,0.0,0.0,5223.0,5138.0,1.0
feature_baseline[ISLET_ENDOCRINE||Autophagy_Regulation_Signature],-0.04,0.034,-0.102,0.027,0.0,0.0,6732.0,5668.0,1.0
feature_baseline[ISLET_ENDOCRINE||Beta_Cell_Identity_Signature],-0.022,0.035,-0.088,0.042,0.0,0.0,6464.0,5358.0,1.0
feature_baseline[ISLET_ENDOCRINE||Calcium_Handling_Signature],-0.027,0.035,-0.096,0.033,0.0,0.0,5619.0,5343.0,1.0
feature_baseline[ISLET_ENDOCRINE||Cell_Adhesion_Signature],-0.025,0.035,-0.093,0.037,0.0,0.0,6076.0,4876.0,1.0
feature_baseline[ISLET_ENDOCRINE||Cell_Cycle_Control_Signature],-0.032,0.035,-0.099,0.032,0.0,0.0,6339.0,4953.0,1.0
feature_baseline[ISLET_ENDOCRINE||Cell_Survival_Signature],-0.028,0.035,-0.096,0.036,0.001,0.001,4748.0,3304.0,1.0
feature_baseline[ISLET_ENDOCRINE||Dedifferentiation_Signature],-0.016,0.035,-0.082,0.047,0.0,0.0,6067.0,5243.0,1.0
feature_baseline[ISLET_ENDOCRINE||ER_Homeostasis_Signature],-0.052,0.035,-0.118,0.014,0.0,0.0,5592.0,5016.0,1.0
feature_baseline[ISLET_ENDOCRINE||Glucagon_Signaling_Signature],-0.012,0.034,-0.076,0.052,0.0,0.0,5155.0,5126.0,1.0
feature_baseline[ISLET_ENDOCRINE||Glucolipotoxicity_Signature],-0.047,0.035,-0.112,0.018,0.0,0.0,6615.0,4933.0,1.0
feature_baseline[ISLET_ENDOCRINE||Hormone_Transport_Signature],-0.02,0.034,-0.085,0.042,0.001,0.0,4495.0,5319.0,1.0
feature_baseline[ISLET_ENDOCRINE||Incretin_Response_Signature],-0.022,0.035,-0.085,0.044,0.0,0.0,6029.0,5231.0,1.0
feature_baseline[ISLET_ENDOCRINE||Inflammatory_Response_Signature],-0.041,0.035,-0.108,0.023,0.0,0.0,6865.0,5098.0,1.0
feature_baseline[ISLET_ENDOCRINE||Lipid_Metabolism_Signature],-0.049,0.035,-0.117,0.013,0.0,0.0,5393.0,5140.0,1.0
feature_baseline[ISLET_ENDOCRINE||Metabolic_Sensing_Signature],-0.053,0.034,-0.116,0.014,0.0,0.0,5799.0,5005.0,1.0
feature_baseline[ISLET_ENDOCRINE||Metabolic_Stress_Response_Signature],-0.053,0.035,-0.12,0.01,0.0,0.0,4960.0,5471.0,1.0
feature_baseline[ISLET_ENDOCRINE||Mitochondrial_Function_Signature],-0.047,0.035,-0.112,0.017,0.0,0.0,5434.0,4870.0,1.0
feature_baseline[ISLET_ENDOCRINE||Oxidative_Stress_Defense_Signature],-0.038,0.035,-0.104,0.028,0.001,0.0,4856.0,5463.0,1.0
feature_baseline[ISLET_ENDOCRINE||Senescence_Signature],-0.022,0.034,-0.086,0.044,0.0,0.0,5539.0,5726.0,1.0
feature_baseline[MAST||Degranulation_Program_Signature],-0.031,0.034,-0.096,0.033,0.0,0.0,5708.0,4415.0,1.0
feature_baseline[MAST||Lipid_Metabolism_Dysregulation_Signature],-0.042,0.035,-0.11,0.022,0.0,0.0,6753.0,5656.0,1.0
feature_baseline[MYCAF||Angiogenesis_Support_Signature],-0.065,0.035,-0.131,-0.001,0.0,0.0,5296.0,5298.0,1.0
feature_baseline[MYCAF||Notch_Signaling_Signature],-0.065,0.035,-0.128,0.001,0.0,0.0,5703.0,4402.0,1.0
feature_baseline[NEURAL||Neuropeptide_Signaling_Signature],-0.051,0.035,-0.114,0.017,0.0,0.0,6700.0,5308.0,1.0
feature_baseline[NORMAL_DUCTAL||Adipokine_Response_Signature],-0.032,0.035,-0.096,0.034,0.0,0.0,4949.0,5180.0,1.0
feature_baseline[NORMAL_DUCTAL||Lipid_Metabolism_Signature],-0.02,0.034,-0.084,0.044,0.0,0.0,6368.0,5182.0,1.0
feature_baseline[PERICYTES_SMC||Adipokine_Response_Signature],-0.025,0.036,-0.094,0.04,0.0,0.0,6360.0,5497.0,1.0
feature_baseline[PERICYTES_SMC||Apoptosis_Regulation_Signature],-0.027,0.035,-0.09,0.041,0.0,0.0,5868.0,4919.0,1.0
feature_baseline[PERICYTES_SMC||Calcium_Signaling_Signature],-0.024,0.036,-0.09,0.044,0.0,0.0,7267.0,4293.0,1.0
feature_baseline[PERICYTES_SMC||Complement_Activation_Signature],-0.034,0.034,-0.099,0.028,0.0,0.0,5704.0,5175.0,1.0
feature_baseline[PERICYTES_SMC||DNA_Repair_Signature],-0.025,0.035,-0.089,0.041,0.0,0.0,6687.0,4972.0,1.0
feature_baseline[PERICYTES_SMC||ECM_Production_Signature],-0.028,0.035,-0.093,0.037,0.0,0.0,5271.0,5601.0,1.0
feature_baseline[PERICYTES_SMC||ER_Stress_Response_Signature],-0.017,0.035,-0.085,0.044,0.0,0.0,6541.0,5074.0,1.0
feature_baseline[PERICYTES_SMC||Fatty_Acid_Oxidation_Signature],-0.02,0.034,-0.087,0.042,0.0,0.0,5678.0,4964.0,1.0
feature_baseline[PERICYTES_SMC||Hedgehog_Signaling_Signature],-0.029,0.035,-0.096,0.036,0.0,0.0,5981.0,4536.0,1.0
feature_baseline[PERICYTES_SMC||Inflammatory_Response_Signature],-0.041,0.035,-0.109,0.023,0.0,0.0,6164.0,5057.0,1.0
feature_baseline[PERICYTES_SMC||Lipid_Metabolism_Signature],-0.024,0.036,-0.094,0.039,0.001,0.0,4995.0,5184.0,1.0
feature_baseline[PERICYTES_SMC||MAPK_Signaling_Signature],-0.016,0.034,-0.082,0.045,0.0,0.0,6916.0,5166.0,1.0
feature_baseline[PERICYTES_SMC||Metabolic_Dysfunction_Signature],-0.022,0.034,-0.085,0.044,0.0,0.0,5652.0,5505.0,1.0
feature_baseline[PERICYTES_SMC||Mitochondrial_Function_Signature],-0.027,0.035,-0.092,0.038,0.0,0.0,6418.0,4468.0,1.0
feature_baseline[PERICYTES_SMC||Notch_Signaling_Signature],-0.026,0.034,-0.085,0.043,0.0,0.0,5267.0,4416.0,1.0
feature_baseline[PERICYTES_SMC||Oxidative_Stress_Response_Signature],-0.011,0.034,-0.076,0.053,0.0,0.0,5815.0,5194.0,1.0
feature_baseline[PERICYTES_SMC||Pericyte_Identity_Signature],-0.016,0.035,-0.083,0.048,0.0,0.0,5588.0,4357.0,1.0
feature_baseline[PERICYTES_SMC||Smooth_Muscle_Contractility_Signature],-0.016,0.035,-0.083,0.049,0.0,0.0,5453.0,4523.0,1.0
feature_baseline[PERICYTES_SMC||Type_I_Interferon_Response_Signature],-0.024,0.035,-0.086,0.046,0.0,0.0,6599.0,4622.0,1.0
feature_baseline[PERICYTES_SMC||Wnt_Signaling_Signature],-0.024,0.035,-0.092,0.04,0.001,0.0,4636.0,5021.0,1.0
feature_baseline[SCHWANN||Adipokine_Signaling_Signature],-0.024,0.035,-0.09,0.042,0.0,0.0,5442.0,4841.0,1.0
feature_baseline[SCHWANN||Autophagy_Regulation_Signature],-0.02,0.035,-0.087,0.043,0.0,0.0,6122.0,5809.0,1.0
feature_baseline[SCHWANN||Axonal_Support_Signature],-0.034,0.035,-0.1,0.028,0.0,0.0,5321.0,5133.0,1.0
feature_baseline[SCHWANN||Calcium_Signaling_Signature],-0.017,0.035,-0.082,0.05,0.0,0.0,6069.0,4902.0,1.0
feature_baseline[SCHWANN||Cell_Cycle_Control_Signature],-0.03,0.034,-0.095,0.035,0.0,0.0,5499.0,5361.0,1.0
feature_baseline[SCHWANN||Cholesterol_Synthesis_Signature],-0.038,0.034,-0.102,0.027,0.0,0.0,5951.0,5299.0,1.0
feature_baseline[SCHWANN||Dedifferentiation_Signature],-0.024,0.034,-0.088,0.039,0.0,0.0,6274.0,5413.0,1.0
feature_baseline[SCHWANN||ECM_Production_Signature],-0.033,0.035,-0.098,0.033,0.0,0.0,6273.0,4888.0,1.0
feature_baseline[SCHWANN||ER_Stress_Response_Signature],-0.034,0.035,-0.103,0.028,0.0,0.0,6208.0,4808.0,1.0
feature_baseline[SCHWANN||Gap_Junction_Formation_Signature],-0.025,0.035,-0.094,0.038,0.0,0.0,6510.0,5080.0,1.0
feature_baseline[SCHWANN||Growth_Factor_Signaling_Signature],-0.042,0.034,-0.109,0.019,0.0,0.0,6097.0,4934.0,1.0
feature_baseline[SCHWANN||Immune_Modulation_Signature],-0.066,0.033,-0.127,-0.002,0.0,0.0,5132.0,4981.0,1.0
feature_baseline[SCHWANN||Inflammatory_Response_Signature],-0.032,0.035,-0.098,0.034,0.0,0.0,6393.0,4453.0,1.0
feature_baseline[SCHWANN||JAK_STAT_Signaling_Signature],-0.024,0.034,-0.086,0.041,0.0,0.0,5831.0,5166.0,1.0
feature_baseline[SCHWANN||Lipid_Metabolism_Signature],-0.044,0.035,-0.109,0.021,0.0,0.0,6312.0,5014.0,1.0
feature_baseline[SCHWANN||Metabolic_Support_Signature],-0.048,0.034,-0.112,0.016,0.0,0.0,5632.0,5003.0,1.0
feature_baseline[SCHWANN||Mitochondrial_Function_Signature],-0.032,0.035,-0.097,0.034,0.0,0.0,6850.0,5123.0,1.0
feature_baseline[SCHWANN||Myelination_Dysfunction_Signature],-0.028,0.035,-0.097,0.035,0.0,0.0,5718.0,4530.0,1.0
feature_baseline[SCHWANN||Myelination_Program_Signature],-0.016,0.034,-0.08,0.049,0.0,0.0,5180.0,4710.0,1.0
feature_baseline[SCHWANN||Notch_Signaling_Signature],-0.011,0.035,-0.076,0.053,0.0,0.001,5300.0,4803.0,1.0
feature_baseline[SCHWANN||Oxidative_Stress_Response_Signature],-0.029,0.035,-0.092,0.036,0.0,0.001,7078.0,5288.0,1.0
feature_baseline[SCHWANN||Phagocytosis_Signature],-0.011,0.035,-0.08,0.054,0.0,0.0,5623.0,4682.0,1.0
feature_baseline[SCHWANN||Pro_Migratory_Signature],-0.002,0.034,-0.064,0.065,0.0,0.0,5653.0,5482.0,1.0
feature_baseline[SCHWANN||Remyelination_Signature],-0.002,0.035,-0.067,0.062,0.0,0.0,5718.0,4951.0,1.0
feature_baseline[SCHWANN||Tissue_Repair_Signature],-0.044,0.034,-0.108,0.02,0.0,0.0,5818.0,5134.0,1.0
feature_baseline[STELLATE||Chemokine_Network_Signature],-0.02,0.035,-0.087,0.044,0.0,0.0,5177.0,4740.0,1.0
feature_baseline[STELLATE||Fibrogenesis_Program_Signature],-0.01,0.035,-0.074,0.056,0.0,0.0,6192.0,5080.0,1.0
feature_baseline[STELLATE||Inflammatory_Activation_Signature],-0.019,0.035,-0.083,0.048,0.0,0.0,5631.0,4997.0,1.0
feature_baseline[STELLATE||Oxidative_Stress_Response_Signature],-0.017,0.035,-0.08,0.048,0.0,0.0,5853.0,5463.0,1.0
feature_baseline[STELLATE||Wnt_Beta_Catenin_Signaling_Signature],-0.008,0.035,-0.071,0.058,0.0,0.0,5704.0,4838.0,1.0
feature_baseline[TUMOR_CLASSICAL||Adipokine_Response_Signature],-0.026,0.035,-0.093,0.04,0.0,0.0,6134.0,5334.0,1.0
feature_baseline[TUMOR_CLASSICAL||Angiogenesis_Induction_Signature],-0.029,0.035,-0.098,0.035,0.0,0.0,5648.0,5273.0,1.0
feature_baseline[TUMOR_CLASSICAL||Apoptosis_Resistance_Signature],-0.023,0.034,-0.091,0.038,0.0,0.0,5610.0,5357.0,1.0
feature_baseline[TUMOR_CLASSICAL||Autophagy_Dependence_Signature],-0.01,0.034,-0.074,0.055,0.0,0.0,6542.0,4912.0,1.0
feature_baseline[TUMOR_CLASSICAL||Cell_Cycle_Dysregulation_Signature],-0.017,0.035,-0.082,0.05,0.0,0.0,5960.0,4929.0,1.0
feature_baseline[TUMOR_CLASSICAL||Chemokine_Production_Signature],-0.017,0.035,-0.082,0.046,0.0,0.0,6338.0,4682.0,1.0
feature_baseline[TUMOR_CLASSICAL||Classical_Identity_Signature],-0.022,0.035,-0.091,0.044,0.001,0.0,5013.0,5247.0,1.0
feature_baseline[TUMOR_CLASSICAL||Complement_Activation_Signature],-0.02,0.035,-0.084,0.048,0.0,0.0,6426.0,5384.0,1.0
feature_baseline[TUMOR_CLASSICAL||DNA_Damage_Tolerance_Signature],-0.006,0.035,-0.072,0.057,0.0,0.0,6027.0,5798.0,1.0
feature_baseline[TUMOR_CLASSICAL||DNA_Repair_Signature],-0.013,0.036,-0.078,0.056,0.0,0.0,6629.0,5338.0,1.0
feature_baseline[TUMOR_CLASSICAL||ECM_Remodeling_Signature],-0.029,0.036,-0.097,0.038,0.0,0.0,5642.0,4620.0,1.0
feature_baseline[TUMOR_CLASSICAL||ER_Stress_Response_Signature],-0.009,0.034,-0.074,0.054,0.0,0.0,4931.0,5268.0,1.0
feature_baseline[TUMOR_CLASSICAL||Fatty_Acid_Oxidation_Signature],-0.01,0.035,-0.078,0.052,0.0,0.0,5917.0,5363.0,1.0
feature_baseline[TUMOR_CLASSICAL||Gemcitabine_Resistance_Signature],-0.013,0.035,-0.081,0.052,0.0,0.0,7020.0,5015.0,1.0
feature_baseline[TUMOR_CLASSICAL||Glycolysis_Signature],-0.022,0.034,-0.085,0.042,0.0,0.0,7150.0,5914.0,1.0
feature_baseline[TUMOR_CLASSICAL||Hedgehog_Signaling_Signature],-0.042,0.034,-0.103,0.025,0.0,0.0,5705.0,5305.0,1.0
feature_baseline[TUMOR_CLASSICAL||Hypoxia_Tolerance_Signature],-0.016,0.034,-0.079,0.05,0.0,0.0,5584.0,4920.0,1.0
feature_baseline[TUMOR_CLASSICAL||Inflammatory_Response_Signature],-0.018,0.034,-0.086,0.043,0.001,0.0,4519.0,5023.0,1.0
feature_baseline[TUMOR_CLASSICAL||Insulin_Resistance_Signaling],-0.011,0.036,-0.079,0.055,0.0,0.0,5516.0,5543.0,1.0
feature_baseline[TUMOR_CLASSICAL||JAK_STAT_Signaling_Signature],-0.024,0.035,-0.091,0.04,0.0,0.0,6411.0,4806.0,1.0
feature_baseline[TUMOR_CLASSICAL||KRAS_Signaling_Signature],-0.016,0.035,-0.081,0.05,0.0,0.0,5766.0,5398.0,1.0
feature_baseline[TUMOR_CLASSICAL||Lipid_Metabolism_Signature],-0.013,0.035,-0.079,0.052,0.0,0.0,5598.0,4783.0,1.0
feature_baseline[TUMOR_CLASSICAL||MAPK_Signaling_Signature],-0.012,0.034,-0.079,0.049,0.0,0.0,5460.0,4951.0,1.0
feature_baseline[TUMOR_CLASSICAL||Mitochondrial_Function_Signature],-0.017,0.035,-0.083,0.047,0.0,0.0,5440.0,4567.0,1.0
feature_baseline[TUMOR_CLASSICAL||NF_kB_Signaling_Signature],-0.017,0.035,-0.08,0.049,0.0,0.0,6265.0,5477.0,1.0
feature_baseline[TUMOR_CLASSICAL||Notch_Signaling_Signature],-0.025,0.035,-0.088,0.042,0.0,0.0,5281.0,4931.0,1.0
feature_baseline[TUMOR_CLASSICAL||Oxidative_Stress_Response_Signature],-0.018,0.035,-0.079,0.051,0.0,0.0,6078.0,5422.0,1.0
feature_baseline[TUMOR_CLASSICAL||PI3K_AKT_Activation_Signature],-0.005,0.035,-0.067,0.066,0.0,0.0,6295.0,5490.0,1.0
feature_baseline[TUMOR_CLASSICAL||Senescence_Signature],-0.019,0.035,-0.085,0.043,0.0,0.0,6255.0,5255.0,1.0
feature_baseline[TUMOR_CLASSICAL||TGF_Beta_Signaling_Signature],-0.015,0.034,-0.078,0.05,0.0,0.0,5014.0,4982.0,1.0
feature_baseline[TUMOR_CLASSICAL||Wnt_Signaling_Signature],-0.021,0.035,-0.086,0.043,0.001,0.0,4634.0,5092.0,1.0
feature_baseline[TUMOR_CLASSICAL||p53_Pathway_Signature],-0.028,0.034,-0.093,0.034,0.0,0.0,5517.0,5008.0,1.0
feature_baseline[TUMOR_EPITHELIAL||Adipokine_Signaling_Signature],-0.025,0.035,-0.087,0.041,0.0,0.0,5100.0,5102.0,1.0
feature_baseline[TUMOR_EPITHELIAL||Angiogenesis_Induction_Signature],-0.015,0.035,-0.078,0.052,0.0,0.0,5226.0,5229.0,1.0
feature_baseline[TUMOR_EPITHELIAL||Chemokine_Production_Signature],-0.035,0.035,-0.101,0.03,0.0,0.0,5899.0,5400.0,1.0
feature_baseline[TUMOR_EPITHELIAL||Complement_Activation_Signature],-0.021,0.034,-0.085,0.043,0.0,0.0,6747.0,5021.0,1.0
feature_baseline[TUMOR_EPITHELIAL||Dedifferentiation_Signature],-0.024,0.035,-0.088,0.041,0.0,0.0,5771.0,5547.0,1.0
feature_baseline[TUMOR_EPITHELIAL||Lipid_Metabolism_Signature],-0.021,0.034,-0.082,0.046,0.0,0.0,5786.0,4815.0,1.0
feature_baseline[TUMOR_EPITHELIAL||Type_I_Interferon_Response_Signature],-0.032,0.034,-0.094,0.034,0.0,0.0,5452.0,5251.0,1.0
feature_bmi_slope[ACINAR||Calcium_Signaling_Signature],-0.136,0.026,-0.185,-0.087,0.0,0.0,5266.0,6448.0,1.0
feature_bmi_slope[ACINAR||Cell_Death_Resistance_Signature],-0.139,0.026,-0.189,-0.089,0.0,0.0,4576.0,6333.0,1.0
feature_bmi_slope[ACINAR||Insulin_Resistance_Acinar_Signature],-0.131,0.026,-0.178,-0.081,0.0,0.0,5825.0,7040.0,1.0
feature_bmi_slope[ACINAR||Lipid_Storage_Overload_Signature],-0.125,0.026,-0.172,-0.073,0.0,0.0,4181.0,6266.0,1.0
feature_bmi_slope[ADIPOCYTES||Adipogenesis_Program_Signature],0.027,0.027,-0.021,0.079,0.0,0.0,5501.0,7214.0,1.0
feature_bmi_slope[ADIPOCYTES||Extracellular_Matrix_Signature],0.022,0.027,-0.031,0.073,0.0,0.0,5335.0,6826.0,1.0
feature_bmi_slope[ADIPOCYTES||Inflammatory_Adipokine_Signature],0.007,0.029,-0.048,0.062,0.0,0.0,4954.0,6132.0,1.0
feature_bmi_slope[ADIPOCYTES||Lipid_Storage_Signature],0.039,0.029,-0.015,0.093,0.0,0.0,4801.0,6122.0,1.0
feature_bmi_slope[FIBROBLASTS||Apoptosis_Regulation_Signature],0.043,0.014,0.016,0.072,0.0,0.0,1809.0,3813.0,1.0
feature_bmi_slope[FIBROBLASTS||Autophagy_Regulation_Signature],0.041,0.014,0.014,0.069,0.0,0.0,2003.0,4188.0,1.0
feature_bmi_slope[FIBROBLASTS||Cell_Migration_Signature],0.047,0.015,0.019,0.076,0.0,0.0,2050.0,4133.0,1.0
feature_bmi_slope[FIBROBLASTS||Collagen_Synthesis_Signature],0.044,0.015,0.019,0.073,0.0,0.0,2031.0,4910.0,1.0
feature_bmi_slope[FIBROBLASTS||Contractile_Phenotype_Signature],0.043,0.014,0.016,0.07,0.0,0.0,1943.0,4626.0,1.0
feature_bmi_slope[FIBROBLASTS||ECM_Production_Signature],0.043,0.014,0.016,0.071,0.0,0.0,2026.0,4662.0,1.0
feature_bmi_slope[FIBROBLASTS||ER_Stress_Response_Signature],0.041,0.014,0.014,0.067,0.0,0.0,1968.0,4048.0,1.0
feature_bmi_slope[FIBROBLASTS||Elastin_Synthesis_Signature],0.041,0.014,0.013,0.068,0.0,0.0,1919.0,3885.0,1.0
feature_bmi_slope[FIBROBLASTS||Fatty_Acid_Oxidation_Signature],0.045,0.015,0.017,0.073,0.0,0.0,1840.0,4158.0,1.0
