,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
celltype_bmi_slope[0],0.006,0.023,-0.037,0.049,0.0,0.0,8752.0,5323.0,1.0
celltype_bmi_slope[1],-0.094,0.058,-0.209,0.012,0.001,0.001,5518.0,4213.0,1.0
celltype_bmi_slope[2],-0.056,0.094,-0.233,0.146,0.001,0.002,4930.0,3962.0,1.0
celltype_bmi_slope[3],-0.027,0.027,-0.079,0.025,0.0,0.0,7254.0,4971.0,1.0
celltype_bmi_slope[4],0.02,0.025,-0.025,0.067,0.0,0.0,9299.0,4835.0,1.0
feature_baseline[0],-0.026,0.054,-0.13,0.072,0.0,0.001,15022.0,5575.0,1.0
feature_baseline[1],-0.021,0.054,-0.119,0.087,0.0,0.001,20187.0,5330.0,1.0
feature_baseline[2],-0.014,0.054,-0.117,0.084,0.0,0.001,15066.0,5270.0,1.0
feature_baseline[3],-0.011,0.053,-0.113,0.09,0.0,0.001,17970.0,6018.0,1.0
feature_baseline[4],-0.027,0.053,-0.126,0.072,0.0,0.001,16328.0,5930.0,1.0
feature_baseline[5],-0.015,0.055,-0.115,0.091,0.0,0.001,17208.0,5996.0,1.0
feature_baseline[6],-0.028,0.052,-0.126,0.071,0.0,0.001,17867.0,5924.0,1.0
feature_baseline[7],-0.014,0.054,-0.112,0.088,0.0,0.001,16503.0,5883.0,1.0
feature_baseline[8],-0.027,0.055,-0.127,0.08,0.0,0.001,19912.0,5216.0,1.0
feature_baseline[9],-0.017,0.053,-0.116,0.084,0.0,0.001,16548.0,5926.0,1.0
feature_baseline[10],-0.042,0.054,-0.142,0.059,0.0,0.001,17528.0,5264.0,1.0
feature_baseline[11],-0.017,0.055,-0.122,0.084,0.0,0.001,13784.0,6146.0,1.0
feature_baseline[12],-0.034,0.054,-0.137,0.065,0.0,0.001,12635.0,5903.0,1.0
feature_baseline[13],-0.027,0.054,-0.134,0.071,0.0,0.001,16431.0,5805.0,1.0
feature_baseline[14],-0.015,0.054,-0.119,0.086,0.0,0.001,18615.0,5472.0,1.0
feature_baseline[15],-0.011,0.054,-0.113,0.087,0.0,0.001,15472.0,5618.0,1.0
feature_baseline[16],-0.013,0.054,-0.111,0.089,0.0,0.001,17335.0,6221.0,1.0
feature_baseline[17],-0.006,0.055,-0.113,0.094,0.0,0.001,17544.0,5312.0,1.0
feature_baseline[18],-0.019,0.055,-0.123,0.081,0.0,0.001,13914.0,5505.0,1.0
feature_baseline[19],-0.012,0.055,-0.11,0.095,0.0,0.001,15193.0,6099.0,1.0
feature_baseline[20],-0.03,0.055,-0.134,0.072,0.0,0.001,16417.0,5786.0,1.0
feature_baseline[21],-0.019,0.054,-0.118,0.088,0.0,0.001,16054.0,5957.0,1.0
feature_baseline[22],-0.019,0.053,-0.116,0.082,0.0,0.001,15375.0,5698.0,1.0
feature_baseline[23],-0.013,0.053,-0.109,0.089,0.0,0.001,16363.0,5855.0,1.0
feature_baseline[24],-0.017,0.054,-0.117,0.088,0.001,0.001,11488.0,5221.0,1.0
feature_baseline[25],-0.012,0.055,-0.116,0.089,0.0,0.001,19962.0,5024.0,1.0
feature_baseline[26],-0.023,0.054,-0.131,0.074,0.0,0.001,13122.0,5946.0,1.0
feature_bmi_slope[0],0.01,0.03,-0.048,0.069,0.0,0.0,13352.0,6721.0,1.0
feature_bmi_slope[1],0.017,0.033,-0.043,0.079,0.0,0.0,11318.0,6335.0,1.0
feature_bmi_slope[2],-0.003,0.032,-0.065,0.057,0.0,0.0,11670.0,6931.0,1.0
feature_bmi_slope[3],0.006,0.03,-0.052,0.062,0.0,0.0,12677.0,7218.0,1.0
feature_bmi_slope[4],0.013,0.031,-0.042,0.076,0.0,0.0,11961.0,7098.0,1.0
feature_bmi_slope[5],0.012,0.031,-0.047,0.072,0.0,0.0,12234.0,6758.0,1.0
feature_bmi_slope[6],-0.004,0.032,-0.07,0.053,0.0,0.0,11996.0,6754.0,1.0
feature_bmi_slope[7],-0.002,0.031,-0.064,0.053,0.0,0.0,11998.0,6196.0,1.0
feature_bmi_slope[8],-0.099,0.043,-0.186,-0.024,0.0,0.0,10780.0,6997.0,1.0
feature_bmi_slope[9],-0.116,0.045,-0.206,-0.034,0.0,0.0,8289.0,6278.0,1.0
feature_bmi_slope[10],-0.075,0.046,-0.158,0.016,0.0,0.0,9228.0,6437.0,1.0
feature_bmi_slope[11],-0.04,0.049,-0.132,0.052,0.001,0.0,8263.0,7002.0,1.0
feature_bmi_slope[12],-0.08,0.05,-0.176,0.01,0.001,0.0,8778.0,6130.0,1.0
feature_bmi_slope[13],-0.015,0.035,-0.079,0.054,0.0,0.0,10741.0,6930.0,1.0
feature_bmi_slope[14],-0.012,0.037,-0.079,0.061,0.0,0.0,9803.0,6966.0,1.0
feature_bmi_slope[15],-0.013,0.036,-0.075,0.061,0.0,0.0,10334.0,6988.0,1.0
feature_bmi_slope[16],-0.045,0.037,-0.117,0.021,0.0,0.0,9072.0,7168.0,1.0
feature_bmi_slope[17],-0.032,0.035,-0.096,0.037,0.0,0.0,14058.0,7485.0,1.0
feature_bmi_slope[18],-0.027,0.035,-0.094,0.039,0.0,0.0,13328.0,6788.0,1.0
feature_bmi_slope[19],-0.049,0.039,-0.13,0.018,0.0,0.0,8409.0,7151.0,1.0
feature_bmi_slope[20],0.023,0.031,-0.036,0.084,0.0,0.0,13824.0,7347.0,1.0
feature_bmi_slope[21],0.026,0.032,-0.033,0.087,0.0,0.0,12426.0,6342.0,1.0
feature_bmi_slope[22],0.027,0.031,-0.033,0.086,0.0,0.0,12549.0,6328.0,1.0
feature_bmi_slope[23],0.018,0.031,-0.04,0.079,0.0,0.0,14052.0,6863.0,1.0
feature_bmi_slope[24],0.028,0.032,-0.028,0.094,0.0,0.0,11187.0,6388.0,1.0
feature_bmi_slope[25],0.011,0.032,-0.051,0.07,0.0,0.0,11738.0,7274.0,1.0
feature_bmi_slope[26],0.007,0.034,-0.062,0.064,0.0,0.0,8968.0,6329.0,1.0
feature_deviation_bmi_raw[0],0.093,0.906,-1.632,1.783,0.008,0.012,14608.0,5886.0,1.0
feature_deviation_bmi_raw[1],0.319,0.93,-1.498,2.016,0.008,0.012,14150.0,5272.0,1.0
feature_deviation_bmi_raw[2],-0.252,0.906,-1.987,1.417,0.008,0.011,13694.0,6157.0,1.0
feature_deviation_bmi_raw[3],-0.015,0.914,-1.707,1.797,0.008,0.011,12692.0,6332.0,1.0
feature_deviation_bmi_raw[4],0.186,0.931,-1.611,1.869,0.008,0.012,12924.0,5611.0,1.0
feature_deviation_bmi_raw[5],0.152,0.919,-1.609,1.878,0.008,0.012,13138.0,5602.0,1.0
feature_deviation_bmi_raw[6],-0.271,0.95,-1.973,1.597,0.008,0.013,13431.0,4782.0,1.0
feature_deviation_bmi_raw[7],-0.245,0.909,-2.002,1.43,0.009,0.011,11321.0,5681.0,1.0
feature_deviation_bmi_raw[8],-0.051,0.815,-1.63,1.464,0.009,0.009,8606.0,6418.0,1.0
feature_deviation_bmi_raw[9],-0.288,0.812,-1.838,1.252,0.009,0.009,7545.0,6436.0,1.0
feature_deviation_bmi_raw[10],0.292,0.841,-1.37,1.838,0.009,0.011,8126.0,5813.0,1.0
feature_deviation_bmi_raw[11],0.188,0.825,-1.43,1.693,0.01,0.009,7123.0,6396.0,1.0
feature_deviation_bmi_raw[12],-0.253,0.839,-1.835,1.328,0.01,0.01,6479.0,6258.0,1.0
feature_deviation_bmi_raw[13],0.269,0.886,-1.39,1.924,0.008,0.011,11280.0,5670.0,1.0
feature_deviation_bmi_raw[14],0.329,0.886,-1.283,2.109,0.009,0.01,10725.0,6255.0,1.0
feature_deviation_bmi_raw[15],0.325,0.866,-1.268,1.993,0.008,0.012,11530.0,5298.0,1.0
feature_deviation_bmi_raw[16],-0.394,0.877,-2.052,1.267,0.009,0.011,9888.0,5960.0,1.0
feature_deviation_bmi_raw[17],-0.1,0.876,-1.819,1.467,0.008,0.011,11464.0,6385.0,1.0
feature_deviation_bmi_raw[18],0.008,0.86,-1.627,1.629,0.008,0.011,12158.0,5867.0,1.0
feature_deviation_bmi_raw[19],-0.485,0.9,-2.16,1.272,0.009,0.011,9833.0,5871.0,1.0
feature_deviation_bmi_raw[20],0.085,0.903,-1.693,1.683,0.008,0.011,13177.0,5565.0,1.0
feature_deviation_bmi_raw[21],0.172,0.917,-1.555,1.896,0.008,0.011,12033.0,6240.0,1.0
feature_deviation_bmi_raw[22],0.175,0.897,-1.638,1.796,0.009,0.01,9804.0,6261.0,1.0
feature_deviation_bmi_raw[23],-0.064,0.899,-1.759,1.584,0.008,0.012,12866.0,5184.0,1.0
feature_deviation_bmi_raw[24],0.207,0.916,-1.588,1.844,0.009,0.011,10917.0,6033.0,1.0
feature_deviation_bmi_raw[25],-0.243,0.905,-1.948,1.477,0.009,0.011,11267.0,6041.0,1.0
feature_deviation_bmi_raw[26],-0.353,0.933,-2.131,1.411,0.009,0.012,10897.0,6155.0,1.0
feature_sigma_bmi[0],0.027,0.023,0.0,0.065,0.0,0.0,4274.0,3438.0,1.0
feature_sigma_bmi[1],0.071,0.067,0.0,0.195,0.001,0.001,3274.0,4254.0,1.0
feature_sigma_bmi[2],0.104,0.091,0.0,0.275,0.001,0.001,3459.0,4262.0,1.0
feature_sigma_bmi[3],0.037,0.031,0.0,0.091,0.001,0.001,3368.0,3506.0,1.0
feature_sigma_bmi[4],0.028,0.024,0.0,0.07,0.0,0.0,3661.0,3477.0,1.0
mu[0],-0.021,0.057,-0.127,0.086,0.0,0.001,14972.0,5329.0,1.0
mu[1],-0.024,0.055,-0.125,0.079,0.0,0.001,15043.0,5448.0,1.0
mu[2],-0.008,0.079,-0.15,0.149,0.001,0.001,14137.0,6427.0,1.0
mu[3],-0.03,0.056,-0.135,0.072,0.0,0.001,14811.0,5716.0,1.0
mu[4],-0.034,0.059,-0.145,0.076,0.0,0.001,14513.0,6154.0,1.0
mu[5],-0.023,0.055,-0.123,0.083,0.0,0.001,15027.0,5447.0,1.0
mu[6],-0.028,0.054,-0.132,0.071,0.0,0.001,14971.0,5538.0,1.0
mu[7],-0.02,0.058,-0.128,0.088,0.0,0.001,14915.0,5292.0,1.0
mu[8],-0.034,0.059,-0.146,0.078,0.0,0.001,14470.0,6165.0,1.0
mu[9],-0.04,0.068,-0.169,0.087,0.001,0.001,14041.0,6496.0,1.0
mu[10],-0.018,0.061,-0.127,0.099,0.001,0.001,14730.0,5370.0,1.0
mu[11],-0.018,0.06,-0.125,0.098,0.0,0.001,14768.0,5331.0,1.0
mu[12],0.017,0.147,-0.25,0.311,0.001,0.002,13652.0,6671.0,1.0
mu[13],-0.022,0.056,-0.128,0.082,0.0,0.001,14995.0,5432.0,1.0
mu[14],-0.028,0.054,-0.131,0.072,0.0,0.001,14990.0,5620.0,1.0
mu[15],-0.025,0.054,-0.126,0.076,0.0,0.001,15054.0,5483.0,1.0
mu[16],-0.023,0.055,-0.123,0.084,0.0,0.001,15028.0,5447.0,1.0
mu[17],-0.037,0.063,-0.153,0.085,0.001,0.001,14248.0,6274.0,1.0
mu[18],-0.012,0.071,-0.14,0.125,0.001,0.001,14375.0,5513.0,1.0
mu[19],-0.037,0.064,-0.156,0.085,0.001,0.001,14216.0,6353.0,1.0
mu[20],-0.021,0.057,-0.125,0.087,0.0,0.001,14985.0,5209.0,1.0
mu[21],-0.024,0.055,-0.125,0.078,0.0,0.001,15055.0,5587.0,1.0
mu[22],-0.021,0.057,-0.125,0.087,0.0,0.001,14990.0,5245.0,1.0
mu[23],-0.001,0.098,-0.189,0.182,0.001,0.001,13875.0,6164.0,1.0
mu[24],-0.026,0.054,-0.129,0.073,0.0,0.001,15021.0,5514.0,1.0
mu[25],-0.022,0.057,-0.128,0.083,0.0,0.001,14991.0,5300.0,1.0
mu[26],-0.015,0.065,-0.129,0.114,0.001,0.001,14539.0,5503.0,1.0
mu[27],-0.022,0.056,-0.128,0.083,0.0,0.001,14986.0,5432.0,1.0
mu[28],-0.024,0.055,-0.124,0.08,0.0,0.001,15050.0,5447.0,1.0
mu[29],-0.028,0.054,-0.131,0.072,0.0,0.001,15000.0,5661.0,1.0
mu[30],-0.013,0.069,-0.138,0.121,0.001,0.001,14441.0,5721.0,1.0
mu[31],-0.035,0.061,-0.155,0.074,0.001,0.001,14386.0,6169.0,1.0
mu[32],-0.031,0.056,-0.141,0.07,0.0,0.001,14736.0,5671.0,1.0
mu[33],-0.025,0.054,-0.127,0.075,0.0,0.001,15033.0,5615.0,1.0
mu[34],-0.025,0.054,-0.126,0.077,0.0,0.001,15050.0,5544.0,1.0
mu[35],-0.034,0.059,-0.146,0.077,0.0,0.001,14470.0,6165.0,1.0
mu[36],-0.03,0.055,-0.138,0.068,0.0,0.001,14853.0,5760.0,1.0
mu[37],-0.039,0.067,-0.166,0.086,0.001,0.001,14089.0,6497.0,1.0
mu[38],-0.036,0.061,-0.156,0.074,0.001,0.001,14372.0,6145.0,1.0
mu[39],-0.024,0.055,-0.125,0.078,0.0,0.001,15052.0,5587.0,1.0
mu[40],-0.022,0.056,-0.128,0.082,0.0,0.001,14984.0,5432.0,1.0
mu[41],-0.01,0.076,-0.149,0.139,0.001,0.001,14217.0,6012.0,1.0
mu[42],-0.034,0.06,-0.146,0.078,0.0,0.001,14467.0,6247.0,1.0
mu[43],-0.018,0.06,-0.126,0.097,0.0,0.001,14784.0,5427.0,1.0
mu[44],-0.041,0.07,-0.171,0.093,0.001,0.001,13980.0,6413.0,1.0
mu[45],-0.002,0.094,-0.18,0.176,0.001,0.001,13894.0,6043.0,1.0
mu[46],-0.02,0.058,-0.128,0.088,0.0,0.001,14917.0,5292.0,1.0
mu[47],-0.025,0.054,-0.126,0.076,0.0,0.001,15050.0,5647.0,1.0
mu[48],-0.027,0.054,-0.135,0.068,0.0,0.001,15002.0,5606.0,1.0
mu[49],-0.03,0.055,-0.134,0.073,0.0,0.001,14815.0,5716.0,1.0
mu[50],-0.039,0.067,-0.167,0.087,0.001,0.001,14078.0,6496.0,1.0
mu[51],-0.007,0.082,-0.162,0.148,0.001,0.001,14089.0,6325.0,1.0
mu[52],-0.026,0.054,-0.129,0.073,0.0,0.001,15018.0,5555.0,1.0
mu[53],-0.026,0.054,-0.129,0.073,0.0,0.001,15019.0,5617.0,1.0
mu[54],-0.026,0.054,-0.129,0.073,0.0,0.001,15018.0,5555.0,1.0
mu[55],-0.039,0.066,-0.164,0.085,0.001,0.001,14122.0,6467.0,1.0
mu[56],-0.032,0.057,-0.141,0.072,0.0,0.001,14661.0,5843.0,1.0
mu[57],-0.02,0.058,-0.127,0.087,0.0,0.001,14933.0,5293.0,1.0
mu[58],-0.031,0.056,-0.138,0.072,0.0,0.001,14748.0,5671.0,1.0
mu[59],-0.034,0.058,-0.143,0.077,0.0,0.001,14527.0,6083.0,1.0
mu[60],-0.019,0.059,-0.129,0.092,0.0,0.001,14865.0,5297.0,1.0
mu[61],-0.028,0.055,-0.132,0.071,0.0,0.001,14960.0,5693.0,1.0
mu[62],-0.017,0.062,-0.124,0.106,0.001,0.001,14665.0,5241.0,1.0
mu[63],-0.039,0.067,-0.167,0.087,0.001,0.001,14072.0,6497.0,1.0
mu[64],-0.013,0.069,-0.138,0.119,0.001,0.001,14453.0,5899.0,1.0
mu[65],-0.022,0.056,-0.128,0.081,0.0,0.001,15006.0,5409.0,1.0
mu[66],-0.022,0.056,-0.128,0.082,0.0,0.001,14994.0,5432.0,1.0
mu[67],-0.028,0.054,-0.132,0.071,0.0,0.001,14968.0,5518.0,1.0
mu[68],-0.02,0.058,-0.128,0.09,0.0,0.001,14889.0,5391.0,1.0
mu[69],-0.028,0.054,-0.132,0.071,0.0,0.001,14968.0,5518.0,1.0
mu[70],-0.022,0.056,-0.128,0.082,0.0,0.001,14994.0,5432.0,1.0
mu[71],-0.013,0.069,-0.138,0.12,0.001,0.001,14449.0,5700.0,1.0
mu[72],-0.035,0.06,-0.146,0.08,0.0,0.001,14449.0,6118.0,1.0
mu[73],-0.035,0.06,-0.146,0.08,0.0,0.001,14449.0,6118.0,1.0
mu[74],-0.026,0.054,-0.129,0.073,0.0,0.001,15014.0,5555.0,1.0
mu[75],-0.027,0.054,-0.131,0.071,0.0,0.001,15014.0,5597.0,1.0
mu[76],-0.023,0.055,-0.123,0.084,0.0,0.001,15028.0,5447.0,1.0
mu[77],-0.023,0.055,-0.123,0.083,0.0,0.001,15027.0,5447.0,1.0
mu[78],-0.033,0.057,-0.143,0.072,0.0,0.001,14635.0,5957.0,1.0
mu[79],-0.025,0.054,-0.127,0.075,0.0,0.001,15037.0,5605.0,1.0
mu[80],-0.039,0.067,-0.166,0.086,0.001,0.001,14089.0,6497.0,1.0
mu[81],-0.035,0.06,-0.146,0.08,0.0,0.001,14449.0,6118.0,1.0
mu[82],-0.028,0.054,-0.132,0.071,0.0,0.001,14968.0,5518.0,1.0
mu[83],-0.037,0.063,-0.154,0.081,0.001,0.001,14290.0,6185.0,1.0
mu[84],-0.018,0.061,-0.126,0.103,0.001,0.001,14706.0,5350.0,1.0
mu[85],-0.015,0.065,-0.129,0.114,0.001,0.001,14548.0,5509.0,1.0
mu[86],-0.031,0.056,-0.136,0.073,0.0,0.001,14777.0,5671.0,1.0
mu[87],-0.03,0.056,-0.135,0.072,0.0,0.001,14811.0,5716.0,1.0
mu[88],-0.024,0.055,-0.124,0.08,0.0,0.001,15050.0,5447.0,1.0
mu[89],-0.022,0.056,-0.128,0.082,0.0,0.001,14994.0,5432.0,1.0
mu[90],-0.039,0.067,-0.166,0.086,0.001,0.001,14089.0,6497.0,1.0
mu[91],-0.039,0.066,-0.164,0.085,0.001,0.001,14122.0,6467.0,1.0
mu[92],-0.001,0.098,-0.187,0.182,0.001,0.001,13879.0,6164.0,1.0
mu[93],-0.022,0.056,-0.128,0.082,0.0,0.001,14994.0,5432.0,1.0
mu[94],-0.038,0.064,-0.158,0.084,0.001,0.001,14210.0,6379.0,1.0
mu[95],-0.033,0.058,-0.146,0.074,0.0,0.001,14540.0,6037.0,1.0
mu[96],-0.042,0.072,-0.174,0.097,0.001,0.001,13903.0,6496.0,1.0
mu[97],-0.033,0.057,-0.143,0.072,0.0,0.001,14635.0,5957.0,1.0
mu[98],-0.011,0.073,-0.147,0.127,0.001,0.001,14309.0,5473.0,1.0
mu[99],-0.025,0.055,-0.125,0.078,0.0,0.001,15054.0,5525.0,1.0
mu[100],-0.027,0.054,-0.131,0.071,0.0,0.001,15010.0,5596.0,1.0
mu[101],-0.036,0.062,-0.152,0.083,0.001,0.001,14305.0,6180.0,1.0
mu[102],-0.018,0.061,-0.126,0.101,0.001,0.001,14730.0,5370.0,1.0
mu[103],-0.022,0.056,-0.128,0.082,0.0,0.001,14994.0,5432.0,1.0
mu[104],-0.024,0.055,-0.124,0.08,0.0,0.001,15050.0,5447.0,1.0
mu[105],-0.035,0.06,-0.146,0.08,0.0,0.001,14449.0,6118.0,1.0
mu[106],-0.041,0.071,-0.171,0.094,0.001,0.001,13956.0,6386.0,1.0
mu[107],-0.038,0.065,-0.159,0.085,0.001,0.001,14187.0,6461.0,1.0
mu[108],-0.017,0.062,-0.123,0.106,0.001,0.001,14668.0,5241.0,1.0
mu[109],-0.04,0.07,-0.17,0.092,0.001,0.001,13991.0,6440.0,1.0
mu[110],-0.031,0.056,-0.136,0.072,0.0,0.001,14794.0,5671.0,1.0
mu[111],-0.022,0.056,-0.128,0.081,0.0,0.001,14998.0,5508.0,1.0
mu[112],-0.033,0.057,-0.143,0.072,0.0,0.001,14635.0,5957.0,1.0
mu[113],-0.035,0.06,-0.146,0.08,0.0,0.001,14449.0,6118.0,1.0
mu[114],-0.028,0.054,-0.132,0.071,0.0,0.001,14968.0,5518.0,1.0
mu[115],-0.026,0.054,-0.129,0.073,0.0,0.001,15014.0,5555.0,1.0
mu[116],-0.03,0.056,-0.135,0.072,0.0,0.001,14811.0,5716.0,1.0
mu[117],-0.028,0.054,-0.132,0.071,0.0,0.001,14968.0,5518.0,1.0
mu[118],-0.018,0.061,-0.126,0.103,0.001,0.001,14706.0,5350.0,1.0
mu[119],-0.032,0.057,-0.142,0.069,0.0,0.001,14709.0,5777.0,1.0
mu[120],-0.029,0.055,-0.133,0.071,0.0,0.001,14948.0,5658.0,1.0
mu[121],-0.023,0.056,-0.123,0.085,0.0,0.001,15013.0,5448.0,1.0
mu[122],-0.038,0.065,-0.162,0.085,0.001,0.001,14159.0,6467.0,1.0
mu[123],-0.031,0.056,-0.138,0.072,0.0,0.001,14753.0,5672.0,1.0
mu[124],-0.03,0.055,-0.138,0.068,0.0,0.001,14878.0,5875.0,1.0
mu[125],-0.041,0.071,-0.172,0.096,0.001,0.001,13940.0,6468.0,1.0
mu[126],-0.033,0.057,-0.143,0.072,0.0,0.001,14635.0,5957.0,1.0
mu[127],-0.011,0.057,-0.12,0.098,0.0,0.001,18757.0,5653.0,1.0
mu[128],-0.017,0.055,-0.12,0.088,0.0,0.001,19939.0,5257.0,1.0
mu[129],0.012,0.082,-0.151,0.161,0.001,0.001,13217.0,6249.0,1.0
mu[130],-0.029,0.056,-0.133,0.077,0.0,0.001,19156.0,5716.0,1.0
mu[131],-0.035,0.06,-0.151,0.075,0.0,0.001,17497.0,5966.0,1.0
mu[132],-0.015,0.055,-0.119,0.091,0.0,0.001,19632.0,5274.0,1.0
mu[133],-0.024,0.055,-0.126,0.081,0.0,0.001,19951.0,5538.0,1.0
mu[134],-0.01,0.058,-0.121,0.1,0.0,0.001,18394.0,5738.0,1.0
mu[135],-0.035,0.061,-0.154,0.075,0.0,0.001,17304.0,5874.0,1.0
mu[136],-0.045,0.071,-0.175,0.09,0.001,0.001,15170.0,6376.0,1.0
mu[137],-0.006,0.062,-0.123,0.111,0.0,0.001,17160.0,5781.0,1.0
mu[138],-0.007,0.061,-0.124,0.107,0.0,0.001,17468.0,5801.0,1.0
mu[139],0.057,0.157,-0.229,0.362,0.001,0.002,11417.0,6272.0,1.0
mu[140],-0.013,0.056,-0.116,0.099,0.0,0.001,19118.0,5508.0,1.0
mu[141],-0.024,0.054,-0.125,0.081,0.0,0.001,20061.0,5564.0,1.0
mu[142],-0.019,0.054,-0.116,0.091,0.0,0.001,20096.0,5425.0,1.0
mu[143],-0.015,0.055,-0.114,0.097,0.0,0.001,19606.0,5220.0,1.0
mu[144],-0.041,0.065,-0.158,0.087,0.001,0.001,16114.0,6017.0,1.0
mu[145],0.004,0.072,-0.132,0.143,0.001,0.001,14804.0,6101.0,1.0
mu[146],-0.041,0.066,-0.159,0.088,0.001,0.001,15952.0,6042.0,1.0
mu[147],-0.012,0.057,-0.109,0.108,0.0,0.001,18871.0,5675.0,1.0
mu[148],-0.017,0.055,-0.122,0.085,0.0,0.001,19966.0,5256.0,1.0
mu[149],-0.012,0.057,-0.12,0.097,0.0,0.001,18884.0,5674.0,1.0
mu[150],0.026,0.103,-0.172,0.217,0.001,0.001,12301.0,6326.0,1.0
mu[151],-0.02,0.054,-0.118,0.088,0.0,0.001,20185.0,5406.0,1.0
mu[152],-0.012,0.057,-0.121,0.095,0.0,0.001,18991.0,5611.0,1.0
mu[153],-0.001,0.066,-0.123,0.128,0.001,0.001,15920.0,5993.0,1.0
mu[154],-0.013,0.057,-0.121,0.095,0.0,0.001,19038.0,5548.0,1.0
mu[155],-0.017,0.055,-0.12,0.088,0.0,0.001,19884.0,5257.0,1.0
mu[156],-0.023,0.054,-0.123,0.083,0.0,0.001,20096.0,5543.0,1.0
mu[157],0.003,0.071,-0.13,0.138,0.001,0.001,15061.0,6101.0,1.0
mu[158],-0.038,0.062,-0.149,0.086,0.0,0.001,16765.0,5860.0,1.0
mu[159],-0.03,0.057,-0.137,0.077,0.0,0.001,18692.0,5830.0,1.0
mu[160],-0.02,0.054,-0.116,0.09,0.0,0.001,20165.0,5445.0,1.0
mu[161],-0.019,0.054,-0.117,0.09,0.0,0.001,20127.0,5464.0,1.0
mu[162],-0.035,0.061,-0.153,0.076,0.0,0.001,17295.0,5874.0,1.0
mu[163],-0.028,0.056,-0.131,0.078,0.0,0.001,19329.0,5588.0,1.0
mu[164],-0.044,0.069,-0.173,0.085,0.001,0.001,15384.0,6376.0,1.0
mu[165],-0.038,0.063,-0.148,0.087,0.0,0.001,16728.0,5860.0,1.0
mu[166],-0.017,0.055,-0.122,0.085,0.0,0.001,19966.0,5256.0,1.0
mu[167],-0.013,0.057,-0.121,0.095,0.0,0.001,19058.0,5568.0,1.0
mu[168],0.009,0.079,-0.142,0.158,0.001,0.001,13617.0,6174.0,1.0
mu[169],-0.036,0.061,-0.158,0.072,0.0,0.001,17222.0,5851.0,1.0
mu[170],-0.007,0.061,-0.123,0.107,0.0,0.001,17519.0,5801.0,1.0
mu[171],-0.047,0.073,-0.18,0.093,0.001,0.001,14884.0,6401.0,1.0
mu[172],0.023,0.099,-0.165,0.207,0.001,0.001,12451.0,6296.0,1.0
mu[173],-0.01,0.058,-0.121,0.1,0.0,0.001,18430.0,5695.0,1.0
mu[174],-0.019,0.054,-0.116,0.09,0.0,0.001,20138.0,5465.0,1.0
mu[175],-0.023,0.054,-0.123,0.082,0.0,0.001,20120.0,5563.0,1.0
mu[176],-0.028,0.056,-0.133,0.077,0.0,0.001,19178.0,5672.0,1.0
mu[177],-0.045,0.07,-0.173,0.087,0.001,0.001,15331.0,6403.0,1.0
mu[178],0.014,0.086,-0.149,0.174,0.001,0.001,12984.0,6327.0,1.0
mu[179],-0.021,0.054,-0.118,0.088,0.0,0.001,20183.0,5368.0,1.0
mu[180],-0.021,0.054,-0.118,0.088,0.0,0.001,20187.0,5330.0,1.0
mu[181],-0.021,0.054,-0.118,0.088,0.0,0.001,20183.0,5368.0,1.0
mu[182],-0.043,0.068,-0.17,0.085,0.001,0.001,15527.0,6246.0,1.0
mu[183],-0.032,0.058,-0.141,0.077,0.0,0.001,18270.0,5671.0,1.0
mu[184],-0.01,0.058,-0.121,0.1,0.0,0.001,18501.0,5835.0,1.0
mu[185],-0.03,0.057,-0.136,0.077,0.0,0.001,18752.0,5852.0,1.0
mu[186],-0.034,0.059,-0.149,0.076,0.0,0.001,17624.0,5830.0,1.0
mu[187],-0.008,0.06,-0.121,0.106,0.0,0.001,17859.0,5758.0,1.0
mu[188],-0.025,0.055,-0.126,0.081,0.0,0.001,19861.0,5504.0,1.0
mu[189],-0.005,0.063,-0.122,0.115,0.0,0.001,16883.0,5861.0,1.0
mu[190],-0.045,0.07,-0.174,0.087,0.001,0.001,15309.0,6403.0,1.0
mu[191],0.003,0.07,-0.13,0.135,0.001,0.001,15149.0,6151.0,1.0
mu[192],-0.014,0.056,-0.113,0.1,0.0,0.001,19299.0,5409.0,1.0
mu[193],-0.013,0.056,-0.116,0.099,0.0,0.001,19121.0,5508.0,1.0
mu[194],-0.025,0.055,-0.127,0.08,0.0,0.001,19922.0,5485.0,1.0
mu[195],-0.009,0.059,-0.12,0.105,0.0,0.001,18117.0,5761.0,1.0
mu[196],-0.025,0.055,-0.127,0.08,0.0,0.001,19922.0,5485.0,1.0
mu[197],-0.013,0.056,-0.116,0.099,0.0,0.001,19121.0,5508.0,1.0
mu[198],0.003,0.071,-0.13,0.136,0.001,0.001,15090.0,6101.0,1.0
mu[199],-0.036,0.061,-0.15,0.082,0.0,0.001,17079.0,5852.0,1.0
mu[200],-0.036,0.061,-0.15,0.082,0.0,0.001,17079.0,5852.0,1.0
mu[201],-0.021,0.054,-0.118,0.088,0.0,0.001,20189.0,5330.0,1.0
mu[202],-0.022,0.054,-0.121,0.085,0.0,0.001,20162.0,5348.0,1.0
mu[203],-0.015,0.055,-0.119,0.091,0.0,0.001,19644.0,5274.0,1.0
mu[204],-0.015,0.055,-0.119,0.091,0.0,0.001,19632.0,5274.0,1.0
