feature,cell_type,bmi_slope_standardized_mean,bmi_slope_standardized_hdi_low,bmi_slope_standardized_hdi_high,bmi_slope_per_unit_mean,bmi_slope_per_unit_hdi_low,bmi_slope_per_unit_hdi_high,prob_positive,prob_negative,prob_sig_0.1,prob_sig_0.2,prob_sig_0.3,bmi_slope_prob_gt_0.05,bmi_slope_prob_gt_0.1,bmi_slope_prob_gt_0.15,bmi_slope_prob_gt_0.2,bmi_slope_prob_gt_0.3,bmi_slope_evidence_0.1,bmi_slope_evidence_0.2,bmi_slope_evidence_0.3,bmi_slope_credible,bmi_slope_direction,effect_size_category,tier1_large_credible,tier2_medium_credible,tier3_any_credible
SCHWANN||Tissue_Repair_Signature,SCHWANN,0.017,-0.006,0.039,0.0038098125409119,-0.0013446397203218,0.0087401581820922,0.9455,0.0545,0.0,0.0,0.0,0.006375,0.0,0.0,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
STELLATE||Chemokine_Network_Signature,STELLATE,-0.016,-0.069,0.031,-0.0035857059208583,-0.0154633567837015,0.006947305221663,0.2485,0.7515,0.002,0.0,0.0,0.08225,0.002,0.000125,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
STELLATE||Fibrogenesis_Program_Signature,STELLATE,-0.017,-0.067,0.03,-0.0038098125409119,-0.0150151435435943,0.0067231986016093,0.235875,0.764125,0.002125,0.0,0.0,0.087875,0.002125,0.0,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
STELLATE||Inflammatory_Activation_Signature,STELLATE,-0.013,-0.06,0.037,-0.0029133860606974,-0.0134463972032187,0.0082919449419849,0.28475,0.71525,0.001,0.0,0.0,0.07175,0.001,0.0,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
STELLATE||Oxidative_Stress_Response_Signature,STELLATE,0.005,-0.041,0.063,0.0011205331002682,-0.0091883714221994,0.0141187170633797,0.547,0.453,0.002125,0.0,0.0,0.07225,0.002125,0.0,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
STELLATE||Wnt_Beta_Catenin_Signaling_Signature,STELLATE,-0.009,-0.058,0.039,-0.0020169595804828,-0.0129981839631114,0.0087401581820922,0.331,0.669,0.00125,0.0,0.0,0.055125,0.00125,0.0,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
TUMOR_CLASSICAL||Adipokine_Response_Signature,TUMOR CLASSICAL,0.026,0.002,0.049,0.0058267721213948,0.0004482132401072,0.0109812243826286,0.975125,0.024875,0.0,0.0,0.0,0.01875,0.0,0.0,0.0,0.0,Negligible,Negligible,Negligible,True,positive,negligible,False,False,True
TUMOR_CLASSICAL||Angiogenesis_Induction_Signature,TUMOR CLASSICAL,0.028,0.006,0.051,0.006274985361502,0.0013446397203218,0.0114294376227359,0.9905,0.0095,0.0,0.0,0.0,0.02775,0.0,0.0,0.0,0.0,Negligible,Negligible,Negligible,True,positive,negligible,False,False,True
TUMOR_CLASSICAL||Apoptosis_Resistance_Signature,TUMOR CLASSICAL,0.024,-0.005,0.046,0.0053785588812875,-0.0011205331002682,0.0103089045224677,0.94975,0.05025,0.0,0.0,0.0,0.0085,0.0,0.0,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
TUMOR_CLASSICAL||Autophagy_Dependence_Signature,TUMOR CLASSICAL,0.031,0.009,0.057,0.006947305221663,0.0020169595804828,0.0127740773430578,0.995125,0.004875,0.000375,0.0,0.0,0.068375,0.000375,0.0,0.0,0.0,Negligible,Negligible,Negligible,True,positive,negligible,False,False,True
TUMOR_CLASSICAL||Cell_Cycle_Dysregulation_Signature,TUMOR CLASSICAL,0.031,0.008,0.056,0.006947305221663,0.0017928529604291,0.0125499707230041,0.994875,0.005125,0.000125,0.0,0.0,0.064,0.000125,0.0,0.0,0.0,Negligible,Negligible,Negligible,True,positive,negligible,False,False,True
TUMOR_CLASSICAL||Chemokine_Production_Signature,TUMOR CLASSICAL,0.026,0.0,0.048,0.0058267721213948,0.0,0.010757117762575,0.96925,0.03075,0.0,0.0,0.0,0.0155,0.0,0.0,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
TUMOR_CLASSICAL||Classical_Identity_Signature,TUMOR CLASSICAL,0.029,0.007,0.053,0.0064990919815557,0.0015687463403755,0.0118776508628432,0.9895,0.0105,0.0,0.0,0.0,0.036625,0.0,0.0,0.0,0.0,Negligible,Negligible,Negligible,True,positive,negligible,False,False,True
TUMOR_CLASSICAL||Complement_Activation_Signature,TUMOR CLASSICAL,0.026,0.001,0.048,0.0058267721213948,0.0002241066200536,0.010757117762575,0.975375,0.024625,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,Negligible,Negligible,Negligible,True,positive,negligible,False,False,True
TUMOR_CLASSICAL||DNA_Damage_Tolerance_Signature,TUMOR CLASSICAL,0.025,-0.001,0.046,0.0056026655013411,-0.0002241066200536,0.0103089045224677,0.968125,0.031875,0.0,0.0,0.0,0.01275,0.0,0.0,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
TUMOR_CLASSICAL||DNA_Repair_Signature,TUMOR CLASSICAL,0.027,0.004,0.051,0.0060508787414484,0.0008964264802145,0.0114294376227359,0.97925,0.02075,0.0,0.0,0.0,0.019375,0.0,0.0,0.0,0.0,Negligible,Negligible,Negligible,True,positive,negligible,False,False,True
TUMOR_CLASSICAL||ECM_Remodeling_Signature,TUMOR CLASSICAL,0.026,0.001,0.048,0.0058267721213948,0.0002241066200536,0.010757117762575,0.975,0.025,0.0,0.0,0.0,0.014625,0.0,0.0,0.0,0.0,Negligible,Negligible,Negligible,True,positive,negligible,False,False,True
TUMOR_CLASSICAL||ER_Stress_Response_Signature,TUMOR CLASSICAL,0.031,0.008,0.056,0.006947305221663,0.0017928529604291,0.0125499707230041,0.99475,0.00525,0.00025,0.0,0.0,0.056,0.00025,0.0,0.0,0.0,Negligible,Negligible,Negligible,True,positive,negligible,False,False,True
TUMOR_CLASSICAL||Fatty_Acid_Oxidation_Signature,TUMOR CLASSICAL,0.029,0.006,0.053,0.0064990919815557,0.0013446397203218,0.0118776508628432,0.991125,0.008875,0.0,0.0,0.0,0.042125,0.0,0.0,0.0,0.0,Negligible,Negligible,Negligible,True,positive,negligible,False,False,True
TUMOR_CLASSICAL||Gemcitabine_Resistance_Signature,TUMOR CLASSICAL,0.028,0.005,0.052,0.006274985361502,0.0011205331002682,0.0116535442427896,0.986875,0.013125,0.0,0.0,0.0,0.027125,0.0,0.0,0.0,0.0,Negligible,Negligible,Negligible,True,positive,negligible,False,False,True
TUMOR_CLASSICAL||Glycolysis_Signature,TUMOR CLASSICAL,0.032,0.011,0.061,0.0071714118417166,0.0024651728205901,0.0136705038232724,0.9975,0.0025,0.00025,0.0,0.0,0.079625,0.00025,0.0,0.0,0.0,Negligible,Negligible,Negligible,True,positive,negligible,False,False,True
TUMOR_CLASSICAL||Hedgehog_Signaling_Signature,TUMOR CLASSICAL,0.027,0.001,0.05,0.0060508787414484,0.0002241066200536,0.0112053310026823,0.977375,0.022625,0.0,0.0,0.0,0.023375,0.0,0.0,0.0,0.0,Negligible,Negligible,Negligible,True,positive,negligible,False,False,True
TUMOR_CLASSICAL||Hypoxia_Tolerance_Signature,TUMOR CLASSICAL,0.029,0.007,0.054,0.0064990919815557,0.0015687463403755,0.0121017574828968,0.98825,0.01175,0.0,0.0,0.0,0.0375,0.0,0.0,0.0,0.0,Negligible,Negligible,Negligible,True,positive,negligible,False,False,True
TUMOR_CLASSICAL||Inflammatory_Response_Signature,TUMOR CLASSICAL,0.026,0.002,0.048,0.0058267721213948,0.0004482132401072,0.010757117762575,0.977875,0.022125,0.0,0.0,0.0,0.0165,0.0,0.0,0.0,0.0,Negligible,Negligible,Negligible,True,positive,negligible,False,False,True
TUMOR_CLASSICAL||Insulin_Resistance_Signaling,TUMOR CLASSICAL,0.027,0.003,0.05,0.0060508787414484,0.0006723198601609,0.0112053310026823,0.981125,0.018875,0.0,0.0,0.0,0.022125,0.0,0.0,0.0,0.0,Negligible,Negligible,Negligible,True,positive,negligible,False,False,True
TUMOR_CLASSICAL||JAK_STAT_Signaling_Signature,TUMOR CLASSICAL,0.031,0.008,0.056,0.006947305221663,0.0017928529604291,0.0125499707230041,0.99375,0.00625,0.00025,0.0,0.0,0.06125,0.00025,0.0,0.0,0.0,Negligible,Negligible,Negligible,True,positive,negligible,False,False,True
TUMOR_CLASSICAL||KRAS_Signaling_Signature,TUMOR CLASSICAL,0.032,0.01,0.058,0.0071714118417166,0.0022410662005364,0.0129981839631114,0.996125,0.003875,0.0,0.0,0.0,0.07175,0.0,0.0,0.0,0.0,Negligible,Negligible,Negligible,True,positive,negligible,False,False,True
TUMOR_CLASSICAL||Lipid_Metabolism_Signature,TUMOR CLASSICAL,0.029,0.007,0.053,0.0064990919815557,0.0015687463403755,0.0118776508628432,0.98975,0.01025,0.0,0.0,0.0,0.039125,0.0,0.0,0.0,0.0,Negligible,Negligible,Negligible,True,positive,negligible,False,False,True
TUMOR_CLASSICAL||MAPK_Signaling_Signature,TUMOR CLASSICAL,0.031,0.008,0.056,0.006947305221663,0.0017928529604291,0.0125499707230041,0.99475,0.00525,0.000375,0.0,0.0,0.05425,0.000375,0.0,0.0,0.0,Negligible,Negligible,Negligible,True,positive,negligible,False,False,True
TUMOR_CLASSICAL||Mitochondrial_Function_Signature,TUMOR CLASSICAL,0.03,0.007,0.053,0.0067231986016093,0.0015687463403755,0.0118776508628432,0.991,0.009,0.0,0.0,0.0,0.04025,0.0,0.0,0.0,0.0,Negligible,Negligible,Negligible,True,positive,negligible,False,False,True
TUMOR_CLASSICAL||NF_kB_Signaling_Signature,TUMOR CLASSICAL,0.027,0.003,0.051,0.0060508787414484,0.0006723198601609,0.0114294376227359,0.97525,0.02475,0.0,0.0,0.0,0.019875,0.0,0.0,0.0,0.0,Negligible,Negligible,Negligible,True,positive,negligible,False,False,True
TUMOR_CLASSICAL||Notch_Signaling_Signature,TUMOR CLASSICAL,0.025,-0.0,0.048,0.0056026655013411,-0.0,0.010757117762575,0.966875,0.033125,0.0,0.0,0.0,0.013625,0.0,0.0,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
TUMOR_CLASSICAL||Oxidative_Stress_Response_Signature,TUMOR CLASSICAL,0.028,0.005,0.052,0.006274985361502,0.0011205331002682,0.0116535442427896,0.9875,0.0125,0.0,0.0,0.0,0.03075,0.0,0.0,0.0,0.0,Negligible,Negligible,Negligible,True,positive,negligible,False,False,True
TUMOR_CLASSICAL||PI3K_AKT_Activation_Signature,TUMOR CLASSICAL,0.029,0.005,0.052,0.0064990919815557,0.0011205331002682,0.0116535442427896,0.98875,0.01125,0.000375,0.0,0.0,0.037625,0.000375,0.0,0.0,0.0,Negligible,Negligible,Negligible,True,positive,negligible,False,False,True
TUMOR_CLASSICAL||Senescence_Signature,TUMOR CLASSICAL,0.029,0.006,0.052,0.0064990919815557,0.0013446397203218,0.0116535442427896,0.992125,0.007875,0.0,0.0,0.0,0.03975,0.0,0.0,0.0,0.0,Negligible,Negligible,Negligible,True,positive,negligible,False,False,True
TUMOR_CLASSICAL||TGF_Beta_Signaling_Signature,TUMOR CLASSICAL,0.024,-0.001,0.047,0.0053785588812875,-0.0002241066200536,0.0105330111425213,0.9605,0.0395,0.0,0.0,0.0,0.008875,0.0,0.0,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
TUMOR_CLASSICAL||Wnt_Signaling_Signature,TUMOR CLASSICAL,0.026,0.003,0.05,0.0058267721213948,0.0006723198601609,0.0112053310026823,0.976875,0.023125,0.0,0.0,0.0,0.020375,0.0,0.0,0.0,0.0,Negligible,Negligible,Negligible,True,positive,negligible,False,False,True
TUMOR_CLASSICAL||p53_Pathway_Signature,TUMOR CLASSICAL,0.03,0.006,0.055,0.0067231986016093,0.0013446397203218,0.0123258641029505,0.992125,0.007875,0.000125,0.0,0.0,0.04925,0.000125,0.0,0.0,0.0,Negligible,Negligible,Negligible,True,positive,negligible,False,False,True
TUMOR_EPITHELIAL||Adipokine_Signaling_Signature,TUMOR EPITHELIAL,0.013,-0.038,0.072,0.0029133860606974,-0.0085160515620385,0.0161356766438625,0.690375,0.309625,0.00225,0.0,0.0,0.101,0.00225,0.0,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
TUMOR_EPITHELIAL||Angiogenesis_Induction_Signature,TUMOR EPITHELIAL,0.04,-0.016,0.098,0.0089642648021458,-0.0035857059208583,0.0219624487652573,0.92,0.08,0.03025,0.0,0.0,0.349125,0.03025,0.00075,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
TUMOR_EPITHELIAL||Chemokine_Production_Signature,TUMOR EPITHELIAL,-0.004,-0.061,0.048,-0.0008964264802145,-0.0136705038232724,0.010757117762575,0.467125,0.532875,0.000625,0.0,0.0,0.074,0.000625,0.0,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
TUMOR_EPITHELIAL||Complement_Activation_Signature,TUMOR EPITHELIAL,-0.007,-0.062,0.048,-0.0015687463403755,-0.013894610443326,0.010757117762575,0.42275,0.57725,0.002125,0.0,0.0,0.081375,0.002125,0.0,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
TUMOR_EPITHELIAL||Dedifferentiation_Signature,TUMOR EPITHELIAL,0.024,-0.026,0.085,0.0053785588812875,-0.0058267721213948,0.0190490627045599,0.81725,0.18275,0.004875,0.0,0.0,0.178875,0.004875,0.0,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
TUMOR_EPITHELIAL||Lipid_Metabolism_Signature,TUMOR EPITHELIAL,0.043,-0.011,0.108,0.0096365846623067,-0.0024651728205901,0.0242035149657937,0.932375,0.067625,0.0435,0.0,0.0,0.3845,0.0435,0.000625,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
TUMOR_EPITHELIAL||Type_I_Interferon_Response_Signature,TUMOR EPITHELIAL,-0.033,-0.101,0.026,-0.0073955184617703,-0.0226347686254182,0.0058267721213948,0.1755,0.8245,0.03125,0.0,0.0,0.3105,0.03125,0.000625,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
