feature,cell_type,bmi_slope_standardized_mean,bmi_slope_standardized_hdi_low,bmi_slope_standardized_hdi_high,bmi_slope_per_unit_mean,bmi_slope_per_unit_hdi_low,bmi_slope_per_unit_hdi_high,prob_positive,prob_negative,prob_sig_0.1,prob_sig_0.2,prob_sig_0.3,bmi_slope_prob_gt_0.05,bmi_slope_prob_gt_0.1,bmi_slope_prob_gt_0.15,bmi_slope_prob_gt_0.2,bmi_slope_prob_gt_0.3,bmi_slope_evidence_0.1,bmi_slope_evidence_0.2,bmi_slope_evidence_0.3,bmi_slope_credible,bmi_slope_direction,effect_size_category,tier1_large_credible,tier2_medium_credible,tier3_any_credible
PDC||Angiogenesis_Regulation_Signature,PDC,0.02,-0.034,0.073,0.0044821324010729,-0.0076196250818239,0.0163597832639161,0.777625,0.222375,0.005625,0.0,0.0,0.132875,0.005625,0.0,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
PDC||Anti_Apoptotic_Signature,PDC,0.012,-0.042,0.064,0.0026892794406437,-0.0094124780422531,0.0143428236834333,0.69475,0.30525,0.001125,0.0,0.0,0.093375,0.001125,0.0,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
PDC||Antigen_Processing_Signature,PDC,0.017,-0.035,0.07,0.0038098125409119,-0.0078437317018776,0.0156874634037552,0.75,0.25,0.00275,0.0,0.0,0.1075,0.00275,0.0,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
PDC||Cellular_Stress_Response_Signature,PDC,0.025,-0.028,0.085,0.0056026655013411,-0.006274985361502,0.0190490627045599,0.817625,0.182375,0.011625,0.0,0.0,0.176625,0.011625,0.000125,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
PDC||Complement_Activation_Signature,PDC,0.013,-0.042,0.066,0.0029133860606974,-0.0094124780422531,0.0147910369235406,0.700625,0.299375,0.00175,0.0,0.0,0.0995,0.00175,0.0,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
PDC||CpG_Response_Signature,PDC,0.003,-0.055,0.059,0.0006723198601609,-0.0123258641029505,0.0132222905831651,0.568875,0.431125,0.00275,0.0,0.0,0.085125,0.00275,0.00025,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
PDC||Cytokine_Production_Signature,PDC,0.012,-0.042,0.065,0.0026892794406437,-0.0094124780422531,0.014566930303487,0.689875,0.310125,0.001375,0.0,0.0,0.09025,0.001375,0.0,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
PDC||ER_Stress_Response_Signature,PDC,0.018,-0.036,0.07,0.0040339191609656,-0.0080678383219312,0.0156874634037552,0.757875,0.242125,0.003875,0.0,0.0,0.119875,0.003875,0.00025,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
PDC||Endosomal_TLR_Signature,PDC,0.017,-0.038,0.07,0.0038098125409119,-0.0085160515620385,0.0156874634037552,0.7355,0.2645,0.00225,0.0,0.0,0.113125,0.00225,0.0,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
PDC||Glutamine_Metabolism_Signature,PDC,0.011,-0.045,0.064,0.0024651728205901,-0.010084797902414,0.0143428236834333,0.672,0.328,0.001125,0.0,0.0,0.086875,0.001125,0.0,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
PDC||Hypoxia_Response_Signature,PDC,0.025,-0.032,0.079,0.0056026655013411,-0.0071714118417166,0.017704422984238,0.8255,0.1745,0.011125,0.0,0.0,0.180125,0.011125,0.000375,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
PDC||Immunosenescence_Signature,PDC,0.021,-0.03,0.077,0.0047062390211265,-0.0067231986016093,0.0172562097441307,0.79275,0.20725,0.003875,0.0,0.0,0.1435,0.003875,0.000125,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
PDC||Insulin_Resistance_Signaling_Signature,PDC,0.017,-0.036,0.069,0.0038098125409119,-0.0080678383219312,0.0154633567837015,0.749375,0.250625,0.003125,0.0,0.0,0.113125,0.003125,0.0,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
PDC||Interferon_Exhaustion_Signature,PDC,0.015,-0.042,0.065,0.0033615993008046,-0.0094124780422531,0.014566930303487,0.71875,0.28125,0.002375,0.0,0.0,0.098375,0.002375,0.0,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
PDC||Iron_Metabolism_Signature,PDC,0.024,-0.029,0.079,0.0053785588812875,-0.0064990919815557,0.017704422984238,0.807625,0.192375,0.008875,0.0,0.0,0.163125,0.008875,0.000125,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
PDC||Lipid_Antigen_Processing_Signature,PDC,0.023,-0.03,0.082,0.0051544522612338,-0.0067231986016093,0.0183767428443989,0.80325,0.19675,0.009125,0.0,0.0,0.163625,0.009125,0.0,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
PDC||Lipid_Metabolism_Signature,PDC,0.023,-0.032,0.078,0.0051544522612338,-0.0071714118417166,0.0174803163641844,0.808125,0.191875,0.008375,0.0,0.0,0.159375,0.008375,0.000125,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
PDC||Microbiome_Response_Signature,PDC,0.012,-0.04,0.068,0.0026892794406437,-0.0089642648021458,0.0152392501636479,0.6835,0.3165,0.001,0.0,0.0,0.08925,0.001,0.0,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
PDC||Migration_Signature,PDC,0.016,-0.036,0.069,0.0035857059208583,-0.0080678383219312,0.0154633567837015,0.733875,0.266125,0.002375,0.0,0.0,0.104875,0.002375,0.0,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
PDC||OXPHOS_Metabolism_Signature,PDC,0.026,-0.029,0.083,0.0058267721213948,-0.0064990919815557,0.0186008494644526,0.83275,0.16725,0.013125,0.0,0.0,0.189625,0.013125,0.000125,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
PDC||Plasmacytoid_Identity_Signature,PDC,0.016,-0.037,0.07,0.0035857059208583,-0.0082919449419849,0.0156874634037552,0.724,0.276,0.002625,0.0,0.0,0.107125,0.002625,0.000125,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
PDC||TLR_Signaling_Signature,PDC,0.01,-0.043,0.066,0.0022410662005364,-0.0096365846623067,0.0147910369235406,0.6635,0.3365,0.0015,0.0,0.0,0.08475,0.0015,0.0,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
PDC||Tolerance_Signature,PDC,0.017,-0.035,0.07,0.0038098125409119,-0.0078437317018776,0.0156874634037552,0.735375,0.264625,0.001875,0.0,0.0,0.111125,0.001875,0.0,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
PDC||TypeI_IFN_Response_Signature,PDC,0.004,-0.053,0.061,0.0008964264802145,-0.0118776508628432,0.0136705038232724,0.593,0.407,0.002375,0.0,0.0,0.085,0.002375,0.000125,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
PDC||Viral_Response_Signature,PDC,0.008,-0.05,0.06,0.0017928529604291,-0.0112053310026823,0.0134463972032187,0.644875,0.355125,0.001,0.0,0.0,0.082625,0.001,0.0,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
PDC||Wound_Healing_Support_Signature,PDC,0.021,-0.03,0.078,0.0047062390211265,-0.0067231986016093,0.0174803163641844,0.788375,0.211625,0.005875,0.0,0.0,0.1435,0.005875,0.0,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
TAM||Adipokine_Signaling_Signature,TAM,-0.03,-0.08,0.023,-0.0067231986016093,-0.0179285296042917,0.0051544522612338,0.12625,0.87375,0.005625,0.0,0.0,0.224375,0.005625,0.0,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
TAM||Angiogenic_Support_Signature,TAM,-0.032,-0.086,0.018,-0.0071714118417166,-0.0192731693246135,0.0040339191609656,0.110375,0.889625,0.006375,0.0,0.0,0.243625,0.006375,0.000125,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
TAM||Chemokine_Production_Signature,TAM,-0.033,-0.086,0.018,-0.0073955184617703,-0.0192731693246135,0.0040339191609656,0.10675,0.89325,0.0085,0.0,0.0,0.25025,0.0085,0.000125,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
TAM||Complement_Regulation_Signature,TAM,-0.034,-0.089,0.016,-0.0076196250818239,-0.0199454891847745,0.0035857059208583,0.09375,0.90625,0.00975,0.0,0.0,0.26925,0.00975,0.000625,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
TAM||ECM_Remodeling_Signature,TAM,-0.034,-0.088,0.017,-0.0076196250818239,-0.0197213825647208,0.0038098125409119,0.09525,0.90475,0.0115,0.0,0.0,0.26525,0.0115,0.000125,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
TAM||Inflammatory_Resolution_Signature,TAM,-0.031,-0.082,0.02,-0.006947305221663,-0.0183767428443989,0.0044821324010729,0.121125,0.878875,0.00575,0.0,0.0,0.230125,0.00575,0.00025,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
TAM||Insulin_Resistance_Signaling_Signature,TAM,-0.039,-0.095,0.015,-0.0087401581820922,-0.0212901289050963,0.0033615993008046,0.071,0.929,0.024625,0.000125,0.0,0.3335,0.024625,0.0015,0.000125,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
TAM||Iron_Handling_Signature,TAM,-0.03,-0.082,0.022,-0.0067231986016093,-0.0183767428443989,0.0049303456411802,0.12225,0.87775,0.005125,0.0,0.0,0.232,0.005125,0.0,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
TAM||Lysosomal_Function_Signature,TAM,-0.033,-0.088,0.017,-0.0073955184617703,-0.0197213825647208,0.0038098125409119,0.095,0.905,0.00825,0.0,0.0,0.263125,0.00825,0.000125,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
TAM||M2_Polarization_Signature,TAM,-0.027,-0.082,0.025,-0.0060508787414484,-0.0183767428443989,0.0056026655013411,0.147375,0.852625,0.00325,0.0,0.0,0.210125,0.00325,0.000125,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
TAM||Oxidative_Stress_Defense_Signature,TAM,-0.032,-0.082,0.021,-0.0071714118417166,-0.0183767428443989,0.0047062390211265,0.1085,0.8915,0.00775,0.0,0.0,0.244375,0.00775,0.0,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
TAM||Phagocytic_Activity_Signature,TAM,-0.033,-0.086,0.019,-0.0073955184617703,-0.0192731693246135,0.0042580257810192,0.10475,0.89525,0.007125,0.0,0.0,0.262,0.007125,0.000125,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
TAM||Tissue_Repair_Signature,TAM,-0.028,-0.081,0.025,-0.006274985361502,-0.0181526362243453,0.0056026655013411,0.14825,0.85175,0.003875,0.0,0.0,0.2115,0.003875,0.0,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
TAM||Tumor_Support_Signature,TAM,-0.03,-0.084,0.019,-0.0067231986016093,-0.0188249560845062,0.0042580257810192,0.12375,0.87625,0.00475,0.0,0.0,0.23275,0.00475,0.000125,0.0,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
T_GAMMA_DELTA||Cytokine_Production_Signature,T GAMMA DELTA,0.052,-0.033,0.132,0.0116535442427896,-0.0073955184617703,0.0295820738470813,0.897375,0.102625,0.1175,0.000125,0.0,0.53925,0.1175,0.00875,0.000125,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
T_GAMMA_DELTA||Cytolytic_Deficiency_Signature,T GAMMA DELTA,0.063,-0.015,0.146,0.0141187170633797,-0.0033615993008046,0.0327195665278323,0.939,0.061,0.17575,0.001125,0.0,0.619375,0.17575,0.01925,0.001125,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
T_GAMMA_DELTA||Type3_Immunity_Signature,T GAMMA DELTA,0.058,-0.023,0.141,0.0129981839631114,-0.0051544522612338,0.0315990334275641,0.921875,0.078125,0.145875,0.00075,0.0,0.589375,0.145875,0.01425,0.00075,0.0,Negligible,Negligible,Negligible,False,none,negligible,False,False,False
