,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu[6994],-0.075,0.06,-0.192,0.034,0.0,0.001,15441.0,6038.0,1.0
mu[6995],0.128,0.058,0.017,0.237,0.0,0.001,17798.0,5662.0,1.0
mu[6996],0.139,0.059,0.029,0.25,0.0,0.001,18137.0,5082.0,1.0
mu[6997],-0.11,0.08,-0.262,0.038,0.001,0.001,10285.0,7088.0,1.0
mu[6998],0.035,0.057,-0.076,0.14,0.0,0.001,18053.0,5081.0,1.0
mu[6999],-0.241,0.057,-0.345,-0.131,0.0,0.001,17080.0,5570.0,1.0
mu[7000],-0.004,0.059,-0.115,0.105,0.0,0.001,21070.0,5840.0,1.0
mu[7001],-0.22,0.058,-0.334,-0.113,0.0,0.001,18493.0,5835.0,1.0
mu[7002],-0.272,0.059,-0.382,-0.161,0.0,0.001,15904.0,5919.0,1.0
mu[7003],-0.24,0.06,-0.357,-0.132,0.0,0.001,15313.0,6519.0,1.0
mu[7004],-0.092,0.059,-0.207,0.016,0.0,0.001,18986.0,5686.0,1.0
mu[7005],-0.025,0.058,-0.136,0.081,0.0,0.001,18483.0,5665.0,1.0
mu[7006],-0.035,0.057,-0.141,0.071,0.0,0.001,19228.0,5291.0,1.0
mu[7007],0.004,0.059,-0.107,0.116,0.0,0.001,20212.0,5512.0,1.0
mu[7008],0.089,0.065,-0.034,0.212,0.001,0.001,11665.0,6139.0,1.0
mu[7009],0.106,0.057,-0.003,0.21,0.0,0.001,20236.0,5854.0,1.0
mu[7010],-0.335,0.058,-0.443,-0.226,0.0,0.001,18535.0,6115.0,1.0
mu[7011],0.018,0.06,-0.098,0.127,0.0,0.001,18354.0,5768.0,1.0
mu[7012],-0.169,0.058,-0.281,-0.064,0.0,0.001,20166.0,5859.0,1.0
mu[7013],-0.065,0.058,-0.172,0.046,0.0,0.001,19782.0,5789.0,1.0
mu[7014],-0.085,0.058,-0.196,0.021,0.0,0.001,19120.0,5847.0,1.0
mu[7015],-0.23,0.059,-0.344,-0.121,0.0,0.001,16202.0,6366.0,1.0
mu[7016],0.119,0.058,0.012,0.229,0.0,0.001,18560.0,5859.0,1.0
mu[7017],-0.437,0.057,-0.54,-0.326,0.0,0.001,16807.0,5700.0,1.0
mu[7018],0.602,0.057,0.496,0.712,0.0,0.001,14787.0,6755.0,1.0
mu[7019],0.163,0.057,0.053,0.27,0.0,0.001,19869.0,6011.0,1.0
mu[7020],0.007,0.059,-0.105,0.113,0.0,0.001,19539.0,5709.0,1.0
mu[7021],-0.048,0.059,-0.155,0.064,0.0,0.001,20940.0,5741.0,1.0
mu[7022],0.035,0.059,-0.079,0.145,0.0,0.001,17441.0,6121.0,1.0
mu[7023],-0.031,0.06,-0.145,0.079,0.0,0.001,17889.0,5667.0,1.0
mu[7024],-0.037,0.058,-0.149,0.069,0.0,0.001,19392.0,4919.0,1.0
mu[7025],-0.076,0.058,-0.186,0.035,0.0,0.001,18699.0,5729.0,1.0
mu[7026],-0.23,0.062,-0.35,-0.12,0.001,0.001,14038.0,6232.0,1.0
mu[7027],0.007,0.059,-0.109,0.112,0.0,0.001,18868.0,5632.0,1.0
mu[7028],0.144,0.059,0.034,0.256,0.0,0.001,18517.0,5764.0,1.0
mu[7029],-0.056,0.06,-0.168,0.062,0.0,0.001,16599.0,5696.0,1.0
mu[7030],-0.041,0.065,-0.165,0.08,0.001,0.001,12250.0,6362.0,1.0
mu[7031],0.007,0.059,-0.099,0.12,0.0,0.001,20270.0,5945.0,1.0
mu[7032],-0.007,0.059,-0.113,0.107,0.0,0.001,21210.0,5601.0,1.0
mu[7033],-0.201,0.058,-0.315,-0.098,0.0,0.001,17472.0,5439.0,1.0
mu[7034],-0.121,0.058,-0.23,-0.016,0.0,0.001,18571.0,5614.0,1.0
mu[7035],-0.182,0.061,-0.299,-0.069,0.0,0.001,17082.0,6221.0,1.0
mu[7036],-0.122,0.063,-0.242,-0.005,0.001,0.001,13937.0,6532.0,1.0
mu[7037],-0.304,0.058,-0.411,-0.195,0.0,0.001,17421.0,5473.0,1.0
mu[7038],0.146,0.057,0.04,0.257,0.0,0.001,19205.0,5333.0,1.0
mu[7039],0.13,0.059,0.025,0.244,0.0,0.001,21269.0,5876.0,1.0
mu[7040],0.007,0.06,-0.104,0.12,0.0,0.001,17067.0,5407.0,1.0
mu[7041],0.058,0.057,-0.047,0.17,0.0,0.001,18979.0,5567.0,1.0
mu[7042],-0.09,0.058,-0.204,0.013,0.0,0.001,18838.0,5306.0,1.0
mu[7043],0.052,0.058,-0.052,0.164,0.0,0.001,20022.0,5226.0,1.0
mu[7044],-0.174,0.059,-0.284,-0.062,0.0,0.001,19565.0,4842.0,1.0
mu[7045],-0.22,0.058,-0.334,-0.116,0.0,0.001,18817.0,5996.0,1.0
mu[7046],-0.321,0.058,-0.43,-0.215,0.0,0.001,17471.0,5943.0,1.0
mu[7047],-0.076,0.06,-0.188,0.035,0.0,0.001,17330.0,5703.0,1.0
mu[7048],-0.115,0.06,-0.226,-0.0,0.0,0.001,16017.0,6015.0,1.0
mu[7049],0.244,0.06,0.126,0.35,0.0,0.001,15623.0,6267.0,1.0
mu[7050],0.026,0.057,-0.079,0.133,0.0,0.001,19875.0,5696.0,1.0
mu[7051],-0.109,0.058,-0.213,0.002,0.0,0.001,18959.0,5953.0,1.0
mu[7052],0.347,0.058,0.234,0.454,0.0,0.001,17731.0,5769.0,1.0
mu[7053],0.227,0.058,0.12,0.336,0.0,0.001,16618.0,5695.0,1.0
mu[7054],-0.022,0.058,-0.126,0.091,0.0,0.001,21714.0,6189.0,1.0
mu[7055],-0.001,0.058,-0.11,0.107,0.0,0.001,17896.0,5966.0,1.0
mu[7056],0.24,0.061,0.129,0.356,0.001,0.001,14394.0,6613.0,1.0
mu[7057],-0.048,0.059,-0.158,0.061,0.0,0.001,19412.0,6105.0,1.0
mu[7058],-0.403,0.06,-0.515,-0.291,0.0,0.001,17276.0,5529.0,1.0
mu[7059],-0.051,0.058,-0.157,0.059,0.0,0.001,20954.0,5392.0,1.0
mu[7060],-0.031,0.058,-0.135,0.082,0.0,0.001,21464.0,5821.0,1.0
mu[7061],0.213,0.058,0.102,0.319,0.0,0.001,18207.0,5567.0,1.0
mu[7062],0.182,0.057,0.079,0.291,0.0,0.001,20285.0,5628.0,1.0
mu[7063],0.197,0.058,0.087,0.304,0.0,0.001,20477.0,5513.0,1.0
mu[7064],0.405,0.057,0.293,0.51,0.0,0.001,15988.0,6103.0,1.0
mu[7065],-0.144,0.06,-0.254,-0.026,0.0,0.001,16721.0,6216.0,1.0
mu[7066],0.226,0.059,0.116,0.34,0.0,0.001,15763.0,5772.0,1.0
mu[7067],0.343,0.057,0.233,0.448,0.0,0.001,17788.0,6289.0,1.0
mu[7068],-0.272,0.059,-0.381,-0.157,0.0,0.001,17572.0,6085.0,1.0
mu[7069],-0.267,0.059,-0.379,-0.158,0.0,0.001,15791.0,6140.0,1.0
mu[7070],-0.246,0.059,-0.357,-0.138,0.0,0.001,15800.0,6426.0,1.0
mu[7071],0.029,0.056,-0.074,0.135,0.0,0.001,19599.0,6146.0,1.0
mu[7072],0.697,0.059,0.589,0.81,0.0,0.001,14263.0,5989.0,1.0
mu[7073],0.238,0.057,0.133,0.35,0.0,0.001,19594.0,5911.0,1.0
mu[7074],0.132,0.058,0.023,0.24,0.0,0.001,17457.0,5670.0,1.0
mu[7075],-0.042,0.06,-0.16,0.067,0.0,0.001,16962.0,5527.0,1.0
mu[7076],0.103,0.059,-0.007,0.216,0.0,0.001,16070.0,5486.0,1.0
mu[7077],0.008,0.066,-0.116,0.132,0.001,0.001,12201.0,6482.0,1.0
mu[7078],0.136,0.057,0.027,0.243,0.0,0.001,18525.0,6006.0,1.0
mu[7079],-0.057,0.06,-0.169,0.059,0.0,0.001,18785.0,5418.0,1.0
mu[7080],0.409,0.057,0.299,0.514,0.0,0.001,15404.0,6466.0,1.0
mu[7081],0.019,0.061,-0.091,0.137,0.0,0.001,16998.0,5634.0,1.0
mu[7082],0.119,0.058,0.01,0.227,0.0,0.001,18753.0,5593.0,1.0
mu[7083],0.16,0.061,0.047,0.277,0.0,0.001,15096.0,6154.0,1.0
mu[7084],-0.04,0.057,-0.154,0.064,0.0,0.001,20726.0,5813.0,1.0
mu[7085],0.175,0.058,0.068,0.284,0.0,0.001,19706.0,5718.0,1.0
mu[7086],0.127,0.059,0.022,0.243,0.0,0.001,17972.0,6038.0,1.0
mu[7087],-0.007,0.059,-0.121,0.099,0.0,0.001,19301.0,5735.0,1.0
mu[7088],0.555,0.058,0.449,0.669,0.0,0.001,15277.0,6855.0,1.0
mu[7089],-0.149,0.057,-0.256,-0.04,0.0,0.001,18408.0,5304.0,1.0
mu[7090],-0.078,0.058,-0.188,0.027,0.0,0.001,17574.0,6308.0,1.0
mu[7091],0.12,0.06,0.01,0.232,0.0,0.001,15573.0,6040.0,1.0
mu[7092],-0.156,0.061,-0.274,-0.046,0.0,0.001,17381.0,6031.0,1.0
mu[7093],-0.022,0.058,-0.132,0.084,0.0,0.001,18141.0,5946.0,1.0
mu[7094],-0.079,0.06,-0.192,0.034,0.0,0.001,17432.0,6213.0,1.0
mu[7095],-0.285,0.058,-0.397,-0.179,0.0,0.001,21382.0,5813.0,1.0
mu[7096],-0.519,0.057,-0.627,-0.412,0.0,0.001,15465.0,6235.0,1.0
mu[7097],0.451,0.059,0.346,0.566,0.0,0.001,15879.0,6379.0,1.0
mu[7098],0.128,0.059,0.011,0.236,0.0,0.001,18526.0,5528.0,1.0
mu[7099],-0.671,0.058,-0.775,-0.56,0.0,0.001,14870.0,6222.0,1.0
mu[7100],-0.351,0.058,-0.457,-0.241,0.0,0.001,17708.0,5429.0,1.0
mu[7101],-0.004,0.057,-0.111,0.102,0.0,0.001,19985.0,5595.0,1.0
mu[7102],-0.22,0.057,-0.326,-0.112,0.0,0.001,17657.0,6159.0,1.0
mu[7103],-0.611,0.059,-0.722,-0.502,0.001,0.001,13758.0,6102.0,1.0
mu[7104],-0.003,0.058,-0.107,0.113,0.0,0.001,17830.0,5868.0,1.0
mu[7105],-0.072,0.057,-0.18,0.033,0.0,0.001,19444.0,5669.0,1.0
mu[7106],-0.358,0.057,-0.467,-0.254,0.0,0.001,17316.0,6064.0,1.0
mu[7107],-0.581,0.06,-0.688,-0.462,0.001,0.001,14082.0,6137.0,1.0
mu[7108],-0.158,0.057,-0.265,-0.049,0.0,0.001,19347.0,5933.0,1.0
mu[7109],0.254,0.058,0.145,0.365,0.0,0.001,19228.0,5779.0,1.0
mu[7110],0.17,0.061,0.052,0.283,0.0,0.001,16194.0,6520.0,1.0
mu[7111],-0.666,0.058,-0.774,-0.555,0.001,0.001,13601.0,6687.0,1.0
mu[7112],0.11,0.058,-0.004,0.215,0.0,0.001,19659.0,5769.0,1.0
mu[7113],0.113,0.058,0.006,0.222,0.0,0.001,20782.0,6385.0,1.0
mu[7114],-0.082,0.063,-0.198,0.038,0.001,0.001,15891.0,6492.0,1.0
mu[7115],-0.039,0.058,-0.152,0.064,0.0,0.001,21688.0,6242.0,1.0
mu[7116],-0.06,0.058,-0.166,0.051,0.0,0.001,20473.0,5215.0,1.0
mu[7117],-0.039,0.058,-0.15,0.068,0.0,0.001,22379.0,5834.0,1.0
mu[7118],-0.057,0.058,-0.164,0.05,0.0,0.001,22065.0,5718.0,1.0
mu[7119],-0.029,0.058,-0.139,0.081,0.0,0.001,21960.0,5585.0,1.0
mu[7120],-0.2,0.058,-0.311,-0.092,0.0,0.001,21044.0,5909.0,1.0
mu[7121],-0.057,0.06,-0.167,0.059,0.0,0.001,18399.0,6034.0,1.0
mu[7122],0.142,0.058,0.032,0.248,0.0,0.001,18570.0,6106.0,1.0
mu[7123],0.153,0.059,0.044,0.267,0.0,0.001,20713.0,5961.0,1.0
mu[7124],-0.102,0.08,-0.249,0.053,0.001,0.001,11376.0,6755.0,1.0
mu[7125],0.049,0.057,-0.054,0.162,0.0,0.001,20608.0,5756.0,1.0
mu[7126],-0.225,0.058,-0.331,-0.116,0.0,0.001,19650.0,6155.0,1.0
mu[7127],0.012,0.058,-0.099,0.119,0.0,0.001,22616.0,5549.0,1.0
mu[7128],-0.205,0.058,-0.322,-0.099,0.0,0.001,21762.0,5896.0,1.0
mu[7129],-0.254,0.059,-0.363,-0.141,0.0,0.001,17382.0,6321.0,1.0
mu[7130],-0.227,0.061,-0.34,-0.115,0.0,0.001,16714.0,6533.0,1.0
mu[7131],-0.074,0.06,-0.184,0.043,0.0,0.001,18862.0,6226.0,1.0
mu[7132],-0.01,0.058,-0.122,0.099,0.0,0.001,22835.0,6043.0,1.0
mu[7133],-0.02,0.058,-0.132,0.085,0.0,0.001,21466.0,5311.0,1.0
mu[7134],0.019,0.058,-0.091,0.127,0.0,0.001,21305.0,6073.0,1.0
mu[7135],0.1,0.067,-0.025,0.223,0.001,0.001,14652.0,7126.0,1.0
mu[7136],0.121,0.057,0.016,0.227,0.0,0.001,23250.0,5391.0,1.0
mu[7137],-0.32,0.058,-0.43,-0.213,0.0,0.001,18998.0,6276.0,1.0
mu[7138],0.032,0.059,-0.082,0.139,0.0,0.001,20364.0,5759.0,1.0
mu[7139],-0.154,0.057,-0.263,-0.049,0.0,0.001,22151.0,6320.0,1.0
mu[7140],-0.05,0.058,-0.16,0.057,0.0,0.001,22061.0,5518.0,1.0
mu[7141],-0.069,0.057,-0.179,0.036,0.0,0.001,22103.0,5647.0,1.0
mu[7142],-0.217,0.06,-0.329,-0.105,0.0,0.001,16616.0,6577.0,1.0
mu[7143],0.136,0.058,0.031,0.246,0.0,0.001,18339.0,6693.0,1.0
mu[7144],-0.42,0.058,-0.527,-0.311,0.0,0.001,17648.0,6118.0,1.0
mu[7145],0.618,0.058,0.509,0.725,0.0,0.001,16390.0,6668.0,1.0
mu[7146],0.178,0.058,0.065,0.283,0.0,0.001,23813.0,6201.0,1.0
mu[7147],0.024,0.058,-0.088,0.129,0.0,0.001,17921.0,5570.0,1.0
mu[7148],-0.032,0.058,-0.144,0.073,0.0,0.001,21695.0,5705.0,1.0
mu[7149],0.053,0.06,-0.058,0.165,0.0,0.001,18719.0,6234.0,1.0
mu[7150],-0.013,0.059,-0.123,0.099,0.0,0.001,18853.0,5493.0,1.0
mu[7151],-0.022,0.058,-0.131,0.084,0.0,0.001,22630.0,5925.0,1.0
mu[7152],-0.061,0.058,-0.177,0.044,0.0,0.001,21202.0,5295.0,1.0
mu[7153],-0.217,0.062,-0.334,-0.104,0.0,0.001,15401.0,6290.0,1.0
mu[7154],0.024,0.059,-0.084,0.14,0.0,0.001,20458.0,5236.0,1.0
mu[7155],0.158,0.059,0.045,0.265,0.0,0.001,20747.0,6064.0,1.0
mu[7156],-0.038,0.061,-0.15,0.079,0.0,0.001,16888.0,6519.0,1.0
mu[7157],-0.029,0.065,-0.148,0.097,0.001,0.001,14388.0,6809.0,1.0
mu[7158],0.021,0.058,-0.092,0.125,0.0,0.001,20605.0,6161.0,1.0
mu[7159],0.008,0.058,-0.099,0.116,0.0,0.001,22755.0,5525.0,1.0
mu[7160],-0.185,0.057,-0.294,-0.077,0.0,0.001,19460.0,5921.0,1.0
mu[7161],-0.105,0.058,-0.209,0.011,0.0,0.001,20036.0,5550.0,1.0
mu[7162],-0.164,0.061,-0.282,-0.055,0.0,0.001,17532.0,5277.0,1.0
mu[7163],-0.11,0.063,-0.227,0.01,0.001,0.001,15931.0,6111.0,1.0
mu[7164],-0.288,0.057,-0.395,-0.18,0.0,0.001,20970.0,5835.0,1.0
mu[7165],0.162,0.058,0.054,0.269,0.0,0.001,19089.0,5956.0,1.0
mu[7166],0.146,0.058,0.039,0.257,0.0,0.001,23256.0,6057.0,1.0
mu[7167],0.025,0.06,-0.087,0.139,0.0,0.001,18104.0,5812.0,1.0
mu[7168],0.075,0.057,-0.036,0.18,0.0,0.001,21228.0,5604.0,1.0
mu[7169],-0.076,0.058,-0.186,0.03,0.0,0.001,20787.0,5096.0,1.0
mu[7170],0.069,0.059,-0.043,0.177,0.0,0.001,20788.0,5723.0,1.0
mu[7171],-0.157,0.059,-0.265,-0.043,0.0,0.001,22520.0,6010.0,1.0
mu[7172],-0.205,0.058,-0.316,-0.097,0.0,0.001,20164.0,5921.0,1.0
mu[7173],-0.305,0.058,-0.416,-0.201,0.0,0.001,20540.0,6039.0,1.0
mu[7174],-0.062,0.059,-0.171,0.05,0.0,0.001,20920.0,5940.0,1.0
mu[7175],-0.097,0.06,-0.211,0.013,0.0,0.001,16052.0,6287.0,1.0
mu[7176],0.258,0.06,0.147,0.373,0.0,0.001,17600.0,6783.0,1.0
mu[7177],0.041,0.059,-0.071,0.149,0.0,0.001,22154.0,5714.0,1.0
mu[7178],-0.094,0.058,-0.203,0.016,0.0,0.001,23379.0,5496.0,1.0
mu[7179],0.363,0.058,0.255,0.474,0.0,0.001,19470.0,5967.0,1.0
mu[7180],0.241,0.058,0.141,0.356,0.0,0.001,19323.0,6450.0,1.0
mu[7181],-0.005,0.058,-0.113,0.103,0.0,0.001,23355.0,5938.0,1.0
mu[7182],0.014,0.058,-0.103,0.116,0.0,0.001,19683.0,5909.0,1.0
mu[7183],0.253,0.061,0.143,0.373,0.0,0.001,16450.0,5944.0,1.0
mu[7184],-0.03,0.059,-0.144,0.078,0.0,0.001,19811.0,5944.0,1.0
mu[7185],-0.386,0.059,-0.493,-0.272,0.0,0.001,17403.0,5775.0,1.0
mu[7186],-0.035,0.056,-0.144,0.07,0.0,0.001,21292.0,5147.0,1.0
mu[7187],-0.015,0.058,-0.119,0.099,0.0,0.001,20291.0,6071.0,1.0
mu[7188],0.228,0.058,0.117,0.337,0.0,0.001,20547.0,6380.0,1.0
mu[7189],0.197,0.058,0.09,0.307,0.0,0.001,23831.0,6072.0,1.0
mu[7190],0.214,0.058,0.102,0.322,0.0,0.001,19733.0,5731.0,1.0
mu[7191],0.42,0.057,0.314,0.531,0.0,0.001,16715.0,6438.0,1.0
mu[7192],-0.126,0.061,-0.241,-0.014,0.0,0.001,17816.0,6357.0,1.0
mu[7193],0.243,0.059,0.137,0.358,0.0,0.001,17869.0,6333.0,1.0
mu[7194],0.359,0.057,0.254,0.471,0.0,0.001,18015.0,5855.0,1.0
mu[7195],-0.254,0.06,-0.373,-0.15,0.0,0.001,19990.0,6256.0,1.0
mu[7196],-0.252,0.06,-0.363,-0.138,0.0,0.001,19077.0,6222.0,1.0
mu[7197],-0.232,0.06,-0.343,-0.12,0.0,0.001,18132.0,6364.0,1.0
mu[7198],0.045,0.058,-0.066,0.153,0.0,0.001,21678.0,5790.0,1.0
mu[7199],0.714,0.058,0.609,0.826,0.0,0.001,14101.0,6443.0,1.0
mu[7200],0.253,0.057,0.152,0.363,0.0,0.001,20490.0,5689.0,1.0
mu[7201],0.147,0.057,0.034,0.248,0.0,0.001,21625.0,6016.0,1.0
mu[7202],-0.024,0.06,-0.133,0.09,0.0,0.001,16504.0,6433.0,1.0
mu[7203],0.121,0.06,0.011,0.237,0.0,0.001,16720.0,5831.0,1.0
mu[7204],0.019,0.066,-0.106,0.142,0.001,0.001,13507.0,6808.0,1.0
mu[7205],0.151,0.058,0.044,0.26,0.0,0.001,22029.0,5551.0,1.0
mu[7206],-0.039,0.06,-0.156,0.071,0.0,0.001,17781.0,5763.0,1.0
mu[7207],0.426,0.058,0.314,0.534,0.0,0.001,17105.0,6226.0,1.0
mu[7208],0.037,0.061,-0.079,0.155,0.0,0.001,17582.0,6453.0,1.0
mu[7209],0.135,0.058,0.029,0.245,0.0,0.001,20514.0,6039.0,1.0
mu[7210],0.173,0.06,0.058,0.287,0.0,0.001,15659.0,6052.0,1.0
mu[7211],-0.024,0.056,-0.138,0.075,0.0,0.001,21569.0,5750.0,1.0
mu[7212],0.191,0.057,0.085,0.301,0.0,0.001,19435.0,6046.0,1.0
mu[7213],0.145,0.058,0.036,0.255,0.0,0.001,18514.0,6463.0,1.0
mu[7214],0.007,0.059,-0.105,0.115,0.0,0.001,19529.0,5846.0,1.0
mu[7215],0.57,0.058,0.458,0.677,0.0,0.001,16590.0,5708.0,1.0
mu[7216],-0.133,0.057,-0.239,-0.024,0.0,0.001,22970.0,5944.0,1.0
mu[7217],-0.06,0.058,-0.165,0.053,0.0,0.001,19591.0,5357.0,1.0
mu[7218],0.139,0.062,0.022,0.254,0.0,0.001,16675.0,5968.0,1.0
mu[7219],-0.138,0.06,-0.247,-0.021,0.0,0.001,18379.0,6223.0,1.0
mu[7220],-0.008,0.059,-0.121,0.101,0.0,0.001,21157.0,5775.0,1.0
mu[7221],-0.061,0.06,-0.177,0.05,0.0,0.001,17056.0,6098.0,1.0
mu[7222],-0.269,0.058,-0.381,-0.164,0.0,0.001,21014.0,6125.0,1.0
mu[7223],-0.504,0.058,-0.614,-0.393,0.0,0.001,18307.0,6368.0,1.0
mu[7224],0.468,0.058,0.36,0.577,0.0,0.001,19168.0,6430.0,1.0
mu[7225],0.145,0.058,0.038,0.255,0.0,0.001,17108.0,6321.0,1.0
mu[7226],-0.655,0.059,-0.768,-0.548,0.0,0.001,16622.0,6411.0,1.0
mu[7227],-0.336,0.058,-0.447,-0.231,0.0,0.001,20800.0,6611.0,1.0
mu[7228],0.013,0.057,-0.093,0.122,0.0,0.001,21704.0,6295.0,1.0
mu[7229],-0.204,0.058,-0.313,-0.097,0.0,0.001,19633.0,5915.0,1.0
mu[7230],-0.597,0.059,-0.704,-0.487,0.0,0.001,13908.0,6384.0,1.0
mu[7231],0.014,0.059,-0.098,0.124,0.0,0.001,20565.0,5404.0,1.0
mu[7232],-0.055,0.057,-0.162,0.054,0.0,0.001,21893.0,6219.0,1.0
mu[7233],-0.343,0.057,-0.452,-0.238,0.0,0.001,20861.0,6158.0,1.0
mu[7234],-0.563,0.06,-0.68,-0.452,0.0,0.001,15012.0,6347.0,1.0
mu[7235],-0.142,0.058,-0.251,-0.034,0.0,0.001,22463.0,5617.0,1.0
mu[7236],0.27,0.058,0.163,0.384,0.0,0.001,19802.0,6032.0,1.0
mu[7237],0.188,0.061,0.07,0.298,0.0,0.001,17558.0,6077.0,1.0
mu[7238],-0.649,0.058,-0.759,-0.537,0.0,0.001,14186.0,6316.0,1.0
mu[7239],0.103,0.06,-0.014,0.214,0.0,0.001,20264.0,5226.0,1.0
mu[7240],0.106,0.058,-0.006,0.212,0.0,0.001,22016.0,5296.0,1.0
mu[7241],-0.087,0.063,-0.201,0.034,0.0,0.001,17107.0,6322.0,1.0
mu[7242],-0.047,0.059,-0.155,0.07,0.0,0.001,20250.0,5445.0,1.0
mu[7243],-0.069,0.059,-0.181,0.039,0.0,0.001,21567.0,5741.0,1.0
mu[7244],-0.046,0.059,-0.153,0.068,0.0,0.001,21809.0,5793.0,1.0
mu[7245],-0.065,0.059,-0.175,0.045,0.0,0.001,22038.0,5322.0,1.0
mu[7246],-0.036,0.061,-0.145,0.082,0.0,0.001,21626.0,5920.0,1.0
mu[7247],-0.21,0.06,-0.32,-0.099,0.0,0.001,20272.0,5618.0,1.0
mu[7248],-0.067,0.062,-0.183,0.05,0.0,0.001,16814.0,5355.0,1.0
mu[7249],0.136,0.059,0.019,0.241,0.0,0.001,18951.0,5774.0,1.0
mu[7250],0.147,0.06,0.041,0.267,0.0,0.001,21505.0,5780.0,1.0
mu[7251],-0.102,0.081,-0.248,0.053,0.001,0.001,11668.0,6738.0,1.0
mu[7252],0.042,0.059,-0.071,0.15,0.0,0.001,20932.0,5807.0,1.0
mu[7253],-0.234,0.058,-0.34,-0.125,0.0,0.001,19534.0,5776.0,1.0
mu[7254],0.004,0.059,-0.1,0.122,0.0,0.001,23692.0,5726.0,1.0
mu[7255],-0.212,0.06,-0.326,-0.103,0.0,0.001,22776.0,5869.0,1.0
mu[7256],-0.264,0.06,-0.376,-0.151,0.0,0.001,17578.0,5806.0,1.0
mu[7257],-0.233,0.061,-0.346,-0.12,0.0,0.001,16699.0,5289.0,1.0
mu[7258],-0.084,0.061,-0.197,0.033,0.0,0.001,20244.0,5493.0,1.0
mu[7259],-0.017,0.059,-0.128,0.095,0.0,0.001,22890.0,5113.0,1.0
mu[7260],-0.027,0.058,-0.138,0.079,0.0,0.001,21993.0,5592.0,1.0
mu[7261],0.012,0.059,-0.098,0.119,0.0,0.001,23179.0,6088.0,1.0
mu[7262],0.097,0.067,-0.024,0.226,0.001,0.001,13862.0,7001.0,1.0
mu[7263],0.114,0.059,0.001,0.222,0.0,0.001,22696.0,5523.0,1.0
mu[7264],-0.327,0.059,-0.439,-0.218,0.0,0.001,19356.0,6070.0,1.0
mu[7265],0.026,0.06,-0.085,0.138,0.0,0.001,19543.0,6330.0,1.0
mu[7266],-0.161,0.059,-0.27,-0.05,0.0,0.001,23198.0,5281.0,1.0
mu[7267],-0.057,0.058,-0.166,0.051,0.0,0.001,22226.0,5356.0,1.0
mu[7268],-0.078,0.059,-0.19,0.032,0.0,0.001,21194.0,5618.0,1.0
mu[7269],-0.222,0.061,-0.332,-0.104,0.0,0.001,18149.0,6288.0,1.0
mu[7270],0.127,0.061,0.015,0.243,0.0,0.001,19649.0,5680.0,1.0
mu[7271],-0.429,0.058,-0.538,-0.32,0.0,0.001,19005.0,5947.0,1.0
mu[7272],0.61,0.059,0.499,0.722,0.0,0.001,15542.0,6126.0,1.0
mu[7273],0.171,0.059,0.06,0.281,0.0,0.001,24165.0,5188.0,1.0
mu[7274],0.015,0.06,-0.098,0.125,0.0,0.001,19917.0,5231.0,1.0
mu[7275],-0.04,0.06,-0.153,0.071,0.0,0.001,22429.0,4929.0,1.0
mu[7276],0.043,0.061,-0.072,0.157,0.0,0.001,17613.0,5837.0,1.0
mu[7277],-0.023,0.059,-0.137,0.086,0.0,0.001,21544.0,6184.0,1.0
mu[7278],-0.03,0.06,-0.143,0.079,0.0,0.001,21854.0,5440.0,1.0
mu[7279],-0.068,0.059,-0.176,0.046,0.0,0.001,21634.0,5993.0,1.0
mu[7280],-0.222,0.063,-0.344,-0.112,0.0,0.001,15768.0,5971.0,1.0
mu[7281],0.015,0.06,-0.102,0.124,0.0,0.001,21003.0,5527.0,1.0
mu[7282],0.152,0.06,0.042,0.263,0.0,0.001,21265.0,5755.0,1.0
mu[7283],-0.048,0.062,-0.154,0.081,0.0,0.001,16862.0,6095.0,1.0
mu[7284],-0.033,0.066,-0.16,0.086,0.001,0.001,14321.0,6718.0,1.0
mu[7285],0.014,0.059,-0.091,0.132,0.0,0.001,23091.0,4961.0,1.0
mu[7286],0.001,0.06,-0.109,0.116,0.0,0.001,22522.0,6069.0,1.0
mu[7287],-0.193,0.059,-0.308,-0.086,0.0,0.001,20417.0,5643.0,1.0
mu[7288],-0.113,0.06,-0.228,-0.004,0.0,0.001,19822.0,5598.0,1.0
mu[7289],-0.174,0.062,-0.285,-0.054,0.0,0.001,16389.0,5778.0,1.0
mu[7290],-0.114,0.063,-0.237,0.003,0.0,0.001,16484.0,6509.0,1.0
mu[7291],-0.296,0.059,-0.403,-0.184,0.0,0.001,22097.0,5681.0,1.0
mu[7292],0.154,0.058,0.041,0.257,0.0,0.001,19955.0,5633.0,1.0
mu[7293],0.138,0.06,0.028,0.252,0.0,0.001,22324.0,5368.0,1.0
mu[7294],0.015,0.061,-0.099,0.131,0.0,0.001,18725.0,5424.0,1.0
mu[7295],0.066,0.059,-0.047,0.176,0.0,0.001,20673.0,6380.0,1.0
mu[7296],-0.083,0.06,-0.193,0.029,0.0,0.001,20532.0,5470.0,1.0
mu[7297],0.06,0.06,-0.049,0.175,0.0,0.001,21448.0,5498.0,1.0
mu[7298],-0.167,0.06,-0.277,-0.056,0.0,0.001,20946.0,5241.0,1.0
