,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
celltype_bmi_slope[B CELLS],0.06,0.028,0.01,0.112,0.001,0.0,1205.0,2863.0,1.01
celltype_bmi_slope[B CELLS NAIVE],0.171,0.022,0.131,0.214,0.001,0.0,794.0,2074.0,1.01
celltype_bmi_slope[BASOPHILS],0.011,0.021,-0.027,0.051,0.001,0.0,687.0,1576.0,1.01
celltype_bmi_slope[CD4 T NAIVE],-0.002,0.02,-0.042,0.033,0.001,0.0,626.0,1419.0,1.02
celltype_bmi_slope[CD4 T REGULATORY],0.031,0.024,-0.015,0.073,0.001,0.0,848.0,2036.0,1.01
celltype_bmi_slope[CD4 T TH1],-0.114,0.03,-0.169,-0.059,0.001,0.0,1208.0,2897.0,1.01
celltype_bmi_slope[CD4 TFH],0.029,0.079,-0.12,0.185,0.001,0.002,4003.0,4625.0,1.0
celltype_bmi_slope[CD4+ T CELLS],-0.003,0.117,-0.228,0.233,0.001,0.001,8496.0,6129.0,1.0
celltype_bmi_slope[CD8 T EXHAUSTED],0.016,0.026,-0.036,0.064,0.001,0.0,1087.0,2607.0,1.01
celltype_bmi_slope[CD8 T GENERAL],0.04,0.025,-0.01,0.082,0.001,0.0,983.0,2666.0,1.01
celltype_bmi_slope[CD8 TMEMORY],0.017,0.02,-0.021,0.053,0.001,0.0,653.0,1614.0,1.01
celltype_bmi_slope[DENDRITIC CELLS],-0.045,0.023,-0.089,-0.002,0.001,0.0,897.0,2129.0,1.01
celltype_bmi_slope[MAIT CELLS],0.0,0.117,-0.236,0.224,0.001,0.002,9479.0,6300.0,1.0
celltype_bmi_slope[MDC],-0.065,0.124,-0.277,0.2,0.001,0.002,8666.0,6131.0,1.0
celltype_bmi_slope[MONOCYTE CLASSICAL],0.011,0.024,-0.033,0.055,0.001,0.0,906.0,2416.0,1.01
celltype_bmi_slope[MONOCYTE NON CLASSICAL],-0.008,0.029,-0.062,0.045,0.001,0.0,1264.0,3491.0,1.01
celltype_bmi_slope[NK CELLS],-0.008,0.021,-0.047,0.03,0.001,0.0,677.0,1634.0,1.01
celltype_bmi_slope[PDC],0.016,0.021,-0.023,0.057,0.001,0.0,708.0,1653.0,1.01
celltype_bmi_slope[T GAMMA DELTA],0.054,0.052,-0.04,0.156,0.001,0.001,3034.0,4112.0,1.0
celltype_bmi_slope[TAM],-0.032,0.023,-0.072,0.011,0.001,0.0,787.0,1894.0,1.01
feature_baseline[BASOPHILS||Activation_Signaling_Signature],-0.014,0.051,-0.113,0.079,0.001,0.001,1460.0,3700.0,1.0
feature_baseline[BASOPHILS||Adipose_Allergy_Signature],-0.025,0.052,-0.125,0.068,0.001,0.001,1434.0,2844.0,1.0
feature_baseline[BASOPHILS||Angiogenesis_Regulation_Signature],-0.012,0.052,-0.109,0.083,0.001,0.001,1450.0,2921.0,1.0
feature_baseline[BASOPHILS||Anti_Apoptotic_Signature],-0.016,0.052,-0.112,0.081,0.001,0.001,1323.0,3122.0,1.0
feature_baseline[BASOPHILS||Cellular_Stress_Response_Signature],-0.027,0.051,-0.12,0.073,0.001,0.001,1398.0,2906.0,1.0
feature_baseline[BASOPHILS||Chronic_Activation_Signature],-0.013,0.051,-0.109,0.083,0.001,0.001,1422.0,3920.0,1.0
feature_baseline[BASOPHILS||Complement_Activation_Signature],-0.021,0.051,-0.114,0.078,0.001,0.001,1354.0,2680.0,1.0
feature_baseline[BASOPHILS||Cytokine_Production_Signature],-0.029,0.052,-0.121,0.071,0.001,0.001,1424.0,2776.0,1.0
feature_baseline[BASOPHILS||ER_Stress_Response_Signature],-0.01,0.051,-0.104,0.085,0.001,0.001,1335.0,3146.0,1.0
feature_baseline[BASOPHILS||Epigenetic_Dysregulation_Signature],-0.011,0.051,-0.106,0.087,0.001,0.001,1434.0,3338.0,1.0
feature_baseline[BASOPHILS||Histamine_Signature],-0.016,0.051,-0.113,0.081,0.001,0.001,1426.0,3666.0,1.0
feature_baseline[BASOPHILS||Immunosenescence_Signature],-0.023,0.052,-0.119,0.076,0.001,0.001,1340.0,3320.0,1.0
feature_baseline[BASOPHILS||Inflammatory_Mediator_Signature],-0.03,0.051,-0.124,0.067,0.001,0.001,1412.0,3498.0,1.0
feature_baseline[BASOPHILS||Inflammatory_Response_Signature],-0.028,0.052,-0.127,0.068,0.001,0.001,1534.0,3284.0,1.0
feature_baseline[BASOPHILS||Insulin_Resistance_Signaling_Signature],-0.007,0.051,-0.101,0.087,0.001,0.001,1490.0,3209.0,1.0
feature_baseline[BASOPHILS||Lineage_Program_Signature],-0.011,0.052,-0.103,0.091,0.001,0.001,1366.0,2776.0,1.0
feature_baseline[BASOPHILS||Lipid_Mediator_Signature],-0.018,0.052,-0.115,0.08,0.001,0.001,1428.0,3791.0,1.0
feature_baseline[BASOPHILS||Lipid_Metabolism_Signature],-0.018,0.051,-0.112,0.079,0.001,0.001,1419.0,2908.0,1.0
feature_baseline[BASOPHILS||Microbiome_Response_Signature],-0.013,0.052,-0.106,0.087,0.002,0.001,1194.0,3084.0,1.0
feature_baseline[BASOPHILS||Migration_Signature],-0.013,0.051,-0.106,0.086,0.001,0.001,1398.0,3050.0,1.0
feature_baseline[BASOPHILS||Mitochondrial_Function_Signature],-0.009,0.051,-0.103,0.089,0.001,0.001,1401.0,3870.0,1.0
feature_baseline[BASOPHILS||Protease_Release_Activity_Signature],-0.015,0.052,-0.112,0.083,0.001,0.001,1511.0,3032.0,1.0
feature_baseline[BASOPHILS||Senescence_Signature],-0.016,0.051,-0.111,0.082,0.001,0.001,1346.0,3453.0,1.0
feature_baseline[BASOPHILS||Surface_Receptor_Expression_Signature],-0.018,0.052,-0.116,0.077,0.001,0.001,1372.0,3221.0,1.0
feature_baseline[BASOPHILS||Type2_Cytokine_Expression_Signature],-0.027,0.052,-0.129,0.065,0.001,0.001,1414.0,3092.0,1.0
feature_baseline[B_CELLS_NAIVE||Activation_Signature],-0.036,0.052,-0.13,0.064,0.001,0.001,1347.0,3401.0,1.0
feature_baseline[B_CELLS_NAIVE||Autophagy_Regulation_Signature],-0.017,0.053,-0.118,0.081,0.001,0.001,1263.0,3795.0,1.0
feature_baseline[B_CELLS_NAIVE||Cell_Proliferation_Signature],-0.021,0.051,-0.118,0.073,0.001,0.001,1364.0,2591.0,1.0
feature_baseline[B_CELLS_NAIVE||Fatty_Acid_Oxidation_Signature],-0.016,0.053,-0.114,0.082,0.001,0.001,1431.0,3172.0,1.0
feature_baseline[B_CELLS_NAIVE||Glycolysis_Signature],-0.02,0.052,-0.118,0.075,0.001,0.001,1494.0,3681.0,1.0
feature_baseline[B_CELLS_NAIVE||Hedgehog_Signaling_Signature],-0.029,0.053,-0.127,0.073,0.001,0.001,1690.0,4043.0,1.0
feature_baseline[B_CELLS_NAIVE||Hypoxia_Response_Signature],-0.022,0.053,-0.12,0.077,0.001,0.001,1467.0,3154.0,1.0
feature_baseline[B_CELLS_NAIVE||Lipid_Metabolism_Signature],-0.029,0.051,-0.125,0.067,0.001,0.001,1535.0,3375.0,1.0
feature_baseline[B_CELLS_NAIVE||MAPK_Signaling_Signature],-0.021,0.052,-0.115,0.077,0.001,0.001,1421.0,3620.0,1.0
feature_baseline[B_CELLS_NAIVE||NF_kB_Signaling_Signature],-0.026,0.052,-0.123,0.073,0.001,0.001,1475.0,3274.0,1.0
feature_baseline[B_CELLS_NAIVE||Naive_B_Cell_Identity_Signature],-0.063,0.052,-0.159,0.038,0.001,0.001,1476.0,2971.0,1.0
feature_baseline[B_CELLS_NAIVE||Notch_Signaling_Signature],-0.031,0.051,-0.127,0.066,0.001,0.001,1515.0,2974.0,1.0
feature_baseline[B_CELLS_NAIVE||OXPHOS_Metabolism_Signature],-0.021,0.051,-0.118,0.073,0.001,0.001,1374.0,3871.0,1.0
feature_baseline[B_CELLS_NAIVE||Oxidative_Stress_Response_Signature],-0.012,0.051,-0.108,0.085,0.001,0.001,1298.0,3629.0,1.0
feature_baseline[B_CELLS_NAIVE||TGF_Beta_Signaling_Signature],-0.023,0.052,-0.123,0.069,0.001,0.001,1479.0,3082.0,1.0
feature_baseline[B_CELLS_NAIVE||Type_I_Interferon_Response_Signature],-0.017,0.051,-0.112,0.082,0.001,0.001,1458.0,2891.0,1.0
feature_baseline[B_CELLS_NAIVE||mTOR_Signaling_Signature],-0.026,0.052,-0.125,0.07,0.001,0.001,1336.0,4206.0,1.0
feature_baseline[B_CELLS_NAIVE||p53_Pathway_Signature],-0.029,0.051,-0.122,0.068,0.001,0.001,1408.0,3288.0,1.0
feature_baseline[B_CELLS||Cytokine_Network_Signature],-0.031,0.051,-0.129,0.064,0.001,0.001,1449.0,2764.0,1.0
feature_baseline[B_CELLS||Fibrosis_Interaction_Signature],-0.046,0.051,-0.146,0.049,0.001,0.001,1416.0,3940.0,1.0
feature_baseline[B_CELLS||Immunoglobulin_Production_Signature],-0.046,0.051,-0.139,0.052,0.001,0.001,1332.0,2680.0,1.0
feature_baseline[B_CELLS||Immunosenescence_Signature],-0.035,0.052,-0.134,0.061,0.001,0.001,1647.0,3331.0,1.0
feature_baseline[B_CELLS||Immunosuppression_Signature],-0.028,0.052,-0.124,0.07,0.001,0.001,1425.0,2895.0,1.0
feature_baseline[B_CELLS||Inflammatory_Response_Signature],-0.029,0.051,-0.127,0.066,0.001,0.001,1293.0,2837.0,1.0
feature_baseline[B_CELLS||Mitochondrial_Function_Signature],-0.013,0.051,-0.11,0.081,0.001,0.001,1396.0,3529.0,1.0
feature_baseline[CD4+ T CELLS||ECM_Remodeling_Signature],-0.069,0.051,-0.167,0.023,0.001,0.001,1354.0,3629.0,1.0
feature_baseline[CD4_TFH||Costimulation_Signature],-0.065,0.052,-0.158,0.035,0.001,0.001,1272.0,3376.0,1.0
feature_baseline[CD4_TFH||Microbiome_Response_Signature],-0.057,0.052,-0.155,0.042,0.001,0.001,1383.0,3119.0,1.0
feature_baseline[CD4_T_NAIVE||Activation_Signature],-0.039,0.053,-0.132,0.068,0.001,0.001,1301.0,3393.0,1.0
feature_baseline[CD4_T_NAIVE||Adipokine_Signaling_Signature],-0.021,0.052,-0.117,0.077,0.001,0.001,1479.0,3976.0,1.0
feature_baseline[CD4_T_NAIVE||Anergy_Signature],-0.025,0.051,-0.121,0.074,0.001,0.001,1368.0,3151.0,1.0
feature_baseline[CD4_T_NAIVE||Apoptosis_Regulation_Signature],-0.034,0.053,-0.135,0.066,0.001,0.001,1389.0,3538.0,1.0
feature_baseline[CD4_T_NAIVE||Autophagy_Regulation_Signature],-0.017,0.052,-0.113,0.083,0.001,0.001,1380.0,2424.0,1.0
feature_baseline[CD4_T_NAIVE||CD4_Naive_Identity_Signature],-0.028,0.051,-0.124,0.072,0.001,0.001,1337.0,3570.0,1.0
feature_baseline[CD4_T_NAIVE||Cell_Proliferation_Signature],-0.013,0.052,-0.108,0.085,0.001,0.001,1433.0,3033.0,1.0
feature_baseline[CD4_T_NAIVE||Complement_Activation_Signature],-0.021,0.053,-0.123,0.074,0.001,0.001,1516.0,3172.0,1.0
feature_baseline[CD4_T_NAIVE||DNA_Repair_Signature],-0.029,0.052,-0.129,0.068,0.001,0.001,1442.0,3106.0,1.0
feature_baseline[CD4_T_NAIVE||Differentiation_Signature],-0.01,0.051,-0.103,0.087,0.001,0.001,1273.0,2878.0,1.0
feature_baseline[CD4_T_NAIVE||ER_Stress_Response_Signature],-0.023,0.053,-0.119,0.079,0.001,0.001,1428.0,3218.0,1.0
feature_baseline[CD4_T_NAIVE||Fatty_Acid_Oxidation_Signature],-0.037,0.052,-0.134,0.062,0.001,0.001,1360.0,3422.0,1.0
feature_baseline[CD4_T_NAIVE||Glycolysis_Signature],-0.025,0.052,-0.122,0.074,0.001,0.001,1447.0,3517.0,1.0
feature_baseline[CD4_T_NAIVE||Hedgehog_Signaling_Signature],-0.001,0.051,-0.096,0.094,0.001,0.001,1181.0,3841.0,1.0
feature_baseline[CD4_T_NAIVE||Hypoxia_Response_Signature],-0.031,0.052,-0.123,0.073,0.001,0.001,1495.0,3465.0,1.0
feature_baseline[CD4_T_NAIVE||JAK_STAT_Signaling_Signature],-0.013,0.051,-0.108,0.084,0.001,0.001,1317.0,3115.0,1.0
feature_baseline[CD4_T_NAIVE||Lipid_Metabolism_Signature],-0.027,0.052,-0.122,0.074,0.001,0.001,1289.0,3050.0,1.0
feature_baseline[CD4_T_NAIVE||MAPK_Signaling_Signature],-0.019,0.052,-0.121,0.073,0.001,0.001,1409.0,3498.0,1.0
feature_baseline[CD4_T_NAIVE||Migration_Signature],-0.033,0.051,-0.13,0.062,0.001,0.001,1349.0,3452.0,1.0
feature_baseline[CD4_T_NAIVE||NF_kB_Signaling_Signature],-0.036,0.051,-0.13,0.065,0.001,0.001,1496.0,2905.0,1.0
feature_baseline[CD4_T_NAIVE||Notch_Signaling_Signature],-0.009,0.052,-0.107,0.086,0.001,0.001,1468.0,3375.0,1.0
feature_baseline[CD4_T_NAIVE||OXPHOS_Metabolism_Signature],-0.023,0.052,-0.121,0.076,0.001,0.001,1416.0,3850.0,1.0
feature_baseline[CD4_T_NAIVE||Oxidative_Stress_Response_Signature],-0.021,0.052,-0.116,0.079,0.001,0.001,1375.0,3694.0,1.0
feature_baseline[CD4_T_NAIVE||PI3K_AKT_Signaling_Signature],-0.009,0.052,-0.105,0.09,0.002,0.001,1198.0,2831.0,1.0
feature_baseline[CD4_T_NAIVE||Quiescence_Signature],-0.011,0.052,-0.106,0.089,0.001,0.001,1424.0,2619.0,1.0
feature_baseline[CD4_T_NAIVE||Senescence_Signature],-0.025,0.051,-0.119,0.072,0.001,0.001,1323.0,2988.0,1.0
feature_baseline[CD4_T_NAIVE||TCR_Signaling_Signature],-0.031,0.051,-0.132,0.057,0.001,0.001,1381.0,3369.0,1.0
feature_baseline[CD4_T_NAIVE||TGF_Beta_Signaling_Signature],-0.013,0.051,-0.112,0.078,0.001,0.001,1381.0,2305.0,1.0
feature_baseline[CD4_T_NAIVE||Type_I_Interferon_Response_Signature],-0.027,0.052,-0.128,0.069,0.001,0.001,1412.0,3551.0,1.0
feature_baseline[CD4_T_NAIVE||Wnt_Signaling_Signature],-0.007,0.051,-0.105,0.087,0.001,0.001,1357.0,2616.0,1.0
feature_baseline[CD4_T_NAIVE||mTOR_Signaling_Signature],-0.007,0.052,-0.105,0.092,0.001,0.001,1461.0,3572.0,1.0
feature_baseline[CD4_T_NAIVE||p53_Pathway_Signature],-0.022,0.053,-0.117,0.079,0.001,0.001,1349.0,3489.0,1.0
feature_baseline[CD4_T_REGULATORY||Adipokine_Signaling_Signature],-0.022,0.052,-0.117,0.075,0.001,0.001,1374.0,3244.0,1.0
feature_baseline[CD4_T_REGULATORY||Complement_Activation_Signature],-0.027,0.052,-0.128,0.067,0.001,0.001,1361.0,3253.0,1.0
feature_baseline[CD4_T_REGULATORY||Fatty_Acid_Oxidation_Signature],-0.017,0.052,-0.113,0.079,0.001,0.001,1481.0,3931.0,1.0
feature_baseline[CD4_T_REGULATORY||Hedgehog_Signaling_Signature],-0.014,0.051,-0.111,0.079,0.001,0.001,1394.0,3224.0,1.0
feature_baseline[CD4_T_REGULATORY||JAK_STAT_Signaling_Signature],-0.012,0.052,-0.109,0.084,0.001,0.001,1519.0,2872.0,1.0
feature_baseline[CD4_T_REGULATORY||Lipid_Metabolism_Signature],-0.018,0.052,-0.12,0.078,0.001,0.001,1424.0,3814.0,1.0
feature_baseline[CD4_T_REGULATORY||Lipid_Peroxidation_Signaling_Signature],-0.028,0.051,-0.125,0.066,0.001,0.001,1632.0,3301.0,1.0
feature_baseline[CD4_T_REGULATORY||Metabolic_Regulation_Signature],-0.018,0.052,-0.112,0.084,0.001,0.001,1444.0,2934.0,1.0
feature_baseline[CD4_T_REGULATORY||Mitochondrial_Function_Signature],-0.014,0.052,-0.113,0.081,0.001,0.001,1494.0,2901.0,1.0
feature_baseline[CD4_T_REGULATORY||TGF_Beta_Signaling_Signature],-0.014,0.051,-0.109,0.079,0.001,0.001,1463.0,3453.0,1.0
feature_baseline[CD4_T_REGULATORY||Treg_Identity_Signature],-0.015,0.052,-0.114,0.08,0.001,0.001,1430.0,3115.0,1.0
feature_baseline[CD4_T_REGULATORY||Type_I_Interferon_Response_Signature],-0.032,0.053,-0.127,0.069,0.001,0.001,1393.0,3503.0,1.0
feature_baseline[CD4_T_REGULATORY||mTOR_Signaling_Signature],-0.014,0.053,-0.113,0.084,0.001,0.001,1334.0,3957.0,1.0
feature_baseline[CD4_T_TH1||Chemokine_Production_Signature],-0.056,0.052,-0.15,0.043,0.001,0.001,1565.0,3285.0,1.0
feature_baseline[CD4_T_TH1||Cytotoxic_Effector_Signature],-0.055,0.052,-0.155,0.043,0.001,0.001,1513.0,3841.0,1.0
feature_baseline[CD4_T_TH1||Hypoxia_Response_Signature],-0.053,0.051,-0.146,0.047,0.001,0.001,1319.0,2955.0,1.0
feature_baseline[CD4_T_TH1||IFN_Gamma_Response_Signature],-0.047,0.051,-0.147,0.045,0.001,0.001,1376.0,3445.0,1.0
feature_baseline[CD4_T_TH1||PI3K_AKT_Signaling_Signature],-0.056,0.052,-0.155,0.04,0.001,0.001,1429.0,3686.0,1.0
feature_baseline[CD4_T_TH1||Type_I_Interferon_Response_Signature],-0.043,0.052,-0.142,0.051,0.001,0.001,1445.0,2734.0,1.0
feature_baseline[CD8_TMEMORY||Angiogenesis_Regulation_Signature],-0.031,0.053,-0.13,0.069,0.001,0.001,1364.0,3432.0,1.0
feature_baseline[CD8_TMEMORY||Anti_Apoptotic_Signature],-0.017,0.052,-0.105,0.087,0.001,0.001,1402.0,3219.0,1.0
feature_baseline[CD8_TMEMORY||Autophagy_Regulation_Signature],-0.017,0.051,-0.113,0.08,0.001,0.001,1364.0,3630.0,1.0
feature_baseline[CD8_TMEMORY||Cellular_Stress_Response_Signature],-0.021,0.052,-0.123,0.073,0.001,0.001,1575.0,3441.0,1.0
feature_baseline[CD8_TMEMORY||Central_Memory_Signature],-0.017,0.052,-0.11,0.084,0.001,0.001,1453.0,3581.0,1.0
feature_baseline[CD8_TMEMORY||Complement_Activation_Signature],-0.012,0.052,-0.107,0.085,0.001,0.001,1309.0,2925.0,1.0
feature_baseline[CD8_TMEMORY||Costimulation_Signature],-0.038,0.052,-0.136,0.058,0.001,0.001,1432.0,4064.0,1.0
feature_baseline[CD8_TMEMORY||Cytokine_Response_Signature],-0.026,0.052,-0.122,0.072,0.001,0.001,1428.0,3485.0,1.0
feature_baseline[CD8_TMEMORY||Cytolytic_Potential_Signature],-0.053,0.052,-0.148,0.043,0.001,0.001,1410.0,3375.0,1.0
feature_baseline[CD8_TMEMORY||ER_Stress_Response_Signature],-0.01,0.051,-0.102,0.091,0.001,0.001,1366.0,3201.0,1.0
feature_baseline[CD8_TMEMORY||Effector_Memory_Signature],-0.029,0.052,-0.125,0.068,0.001,0.001,1447.0,3618.0,1.0
feature_baseline[CD8_TMEMORY||Epigenetic_Memory_Signature],-0.013,0.052,-0.11,0.084,0.001,0.001,1313.0,3567.0,1.0
feature_baseline[CD8_TMEMORY||Exhaustion_Signature],-0.045,0.052,-0.144,0.049,0.001,0.001,1392.0,3457.0,1.0
feature_baseline[CD8_TMEMORY||Fatty_Acid_Storage_Signature],-0.025,0.052,-0.123,0.074,0.001,0.001,1490.0,3364.0,1.0
feature_baseline[CD8_TMEMORY||Glucose_Independence_Signature],-0.014,0.05,-0.109,0.078,0.001,0.001,1411.0,3577.0,1.0
feature_baseline[CD8_TMEMORY||Hypoxia_Response_Signature],-0.023,0.051,-0.122,0.071,0.001,0.001,1369.0,3090.0,1.0
feature_baseline[CD8_TMEMORY||Immunosenescence_Signature],-0.052,0.052,-0.147,0.048,0.001,0.001,1355.0,3337.0,1.0
feature_baseline[CD8_TMEMORY||Lipid_Metabolism_Signature],-0.019,0.052,-0.117,0.078,0.001,0.001,1431.0,3339.0,1.0
feature_baseline[CD8_TMEMORY||Memory_Longevity_Signature],-0.021,0.052,-0.121,0.074,0.001,0.001,1376.0,3058.0,1.0
feature_baseline[CD8_TMEMORY||Memory_Metabolic_Flexibility_Signature],-0.022,0.051,-0.115,0.076,0.001,0.001,1356.0,3467.0,1.0
feature_baseline[CD8_TMEMORY||Metabolic_Shift_Signature],-0.021,0.052,-0.119,0.075,0.001,0.001,1376.0,3393.0,1.0
feature_baseline[CD8_TMEMORY||Microbiome_Response_Signature],-0.026,0.05,-0.121,0.068,0.001,0.001,1344.0,3199.0,1.0
feature_baseline[CD8_TMEMORY||Migration_Signature],-0.024,0.051,-0.122,0.071,0.001,0.001,1324.0,2736.0,1.0
feature_baseline[CD8_TMEMORY||OXPHOS_Metabolism_Signature],-0.015,0.053,-0.114,0.084,0.001,0.001,1413.0,2997.0,1.0
feature_baseline[CD8_TMEMORY||Oxidative_Stress_Response_Signature],-0.017,0.052,-0.115,0.077,0.001,0.001,1392.0,3381.0,1.0
feature_baseline[CD8_TMEMORY||Rapid_Recall_Signature],-0.047,0.052,-0.139,0.057,0.001,0.001,1370.0,2559.0,1.0
feature_baseline[CD8_TMEMORY||Recall_Deficiency_Signature],-0.027,0.052,-0.122,0.072,0.001,0.001,1315.0,3378.0,1.0
feature_baseline[CD8_TMEMORY||Senescence_Signature],-0.017,0.052,-0.112,0.082,0.001,0.001,1406.0,2509.0,1.0
feature_baseline[CD8_TMEMORY||TCR_Signaling_Signature],-0.032,0.053,-0.13,0.068,0.001,0.001,1497.0,2880.0,1.0
feature_baseline[CD8_TMEMORY||Transcriptional_Memory_Signature],-0.02,0.051,-0.112,0.077,0.001,0.001,1343.0,4209.0,1.0
feature_baseline[CD8_TMEMORY||Wound_Healing_Support_Signature],-0.021,0.051,-0.121,0.073,0.001,0.001,1378.0,3621.0,1.0
feature_baseline[CD8_T_EXHAUSTED||Adipokine_Signaling_Signature],-0.026,0.053,-0.126,0.072,0.001,0.001,1552.0,3397.0,1.0
feature_baseline[CD8_T_EXHAUSTED||Chemokine_Production_Signature],-0.038,0.05,-0.129,0.059,0.001,0.001,1344.0,3672.0,1.0
feature_baseline[CD8_T_EXHAUSTED||ER_Stress_Response_Signature],-0.014,0.053,-0.112,0.086,0.001,0.001,1451.0,3288.0,1.0
feature_baseline[CD8_T_EXHAUSTED||Fatty_Acid_Oxidation_Signature],-0.013,0.052,-0.108,0.086,0.001,0.001,1269.0,3280.0,1.0
feature_baseline[CD8_T_EXHAUSTED||Hedgehog_Signaling_Signature],-0.017,0.051,-0.116,0.075,0.001,0.001,1309.0,3418.0,1.0
feature_baseline[CD8_T_EXHAUSTED||Lipid_Metabolism_Signature],-0.017,0.052,-0.113,0.083,0.001,0.001,1282.0,3051.0,1.0
feature_baseline[CD8_T_EXHAUSTED||Transcriptional_Exhaustion_Signature],-0.031,0.052,-0.131,0.064,0.001,0.001,1426.0,3470.0,1.0
feature_baseline[CD8_T_EXHAUSTED||Type_I_Interferon_Response_Signature],-0.035,0.053,-0.135,0.061,0.001,0.001,1298.0,3572.0,1.0
feature_baseline[CD8_T_EXHAUSTED||p53_Pathway_Signature],-0.029,0.053,-0.122,0.073,0.001,0.001,1609.0,3079.0,1.0
feature_baseline[CD8_T_GENERAL||Adipokine_Signaling_Signature],-0.025,0.052,-0.121,0.072,0.001,0.001,1442.0,2938.0,1.0
feature_baseline[CD8_T_GENERAL||CD8_Coreceptor_Signaling_Signature],-0.019,0.051,-0.117,0.074,0.001,0.001,1377.0,3652.0,1.0
feature_baseline[CD8_T_GENERAL||CD8_Effector_Function_Signature],-0.027,0.052,-0.13,0.065,0.001,0.001,1357.0,3373.0,1.0
feature_baseline[CD8_T_GENERAL||Cellular_Stress_Response_Signature],-0.027,0.052,-0.128,0.066,0.001,0.001,1395.0,3280.0,1.0
feature_baseline[CD8_T_GENERAL||Chronic_Activation_Signature],-0.024,0.052,-0.117,0.075,0.001,0.001,1263.0,3362.0,1.0
feature_baseline[CD8_T_GENERAL||Glycolysis_Signature],-0.023,0.052,-0.117,0.075,0.001,0.001,1489.0,3364.0,1.0
feature_baseline[CD8_T_GENERAL||Inflammatory_Response_Signature],-0.03,0.051,-0.128,0.063,0.001,0.001,1334.0,2269.0,1.0
feature_baseline[CD8_T_GENERAL||Lipid_Metabolism_Signature],-0.022,0.053,-0.124,0.076,0.001,0.001,1472.0,3682.0,1.0
feature_baseline[CD8_T_GENERAL||Microbiome_Response_Signature],-0.014,0.052,-0.109,0.085,0.001,0.001,1419.0,3413.0,1.0
feature_baseline[CD8_T_GENERAL||Perforin_Granzyme_Pathway_Signature],-0.034,0.052,-0.134,0.061,0.001,0.001,1426.0,3463.0,1.0
feature_baseline[DENDRITIC_CELLS||Adipokine_Signaling_Signature],-0.032,0.052,-0.131,0.063,0.001,0.001,1426.0,2962.0,1.0
feature_baseline[DENDRITIC_CELLS||Cell_Proliferation_Signature],-0.021,0.052,-0.12,0.075,0.001,0.001,1467.0,3648.0,1.0
feature_baseline[DENDRITIC_CELLS||Chemokine_Production_Signature],-0.035,0.052,-0.132,0.065,0.001,0.001,1378.0,3096.0,1.0
feature_baseline[DENDRITIC_CELLS||Costimulation_Signature],-0.022,0.052,-0.121,0.074,0.001,0.001,1388.0,3424.0,1.0
feature_baseline[DENDRITIC_CELLS||Glycolysis_Signature],-0.014,0.052,-0.113,0.081,0.001,0.001,1389.0,3364.0,1.0
feature_baseline[DENDRITIC_CELLS||Hypoxia_Response_Signature],-0.022,0.052,-0.119,0.074,0.001,0.001,1474.0,3241.0,1.0
feature_baseline[DENDRITIC_CELLS||Lipid_Metabolism_Signature],-0.021,0.052,-0.116,0.077,0.001,0.001,1428.0,3627.0,1.0
feature_baseline[DENDRITIC_CELLS||MHC_I_Antigen_Processing_Signature],-0.012,0.052,-0.112,0.082,0.001,0.001,1489.0,3486.0,1.0
feature_baseline[DENDRITIC_CELLS||Maturation_Signature],-0.018,0.052,-0.117,0.08,0.001,0.001,1335.0,3570.0,1.0
feature_baseline[DENDRITIC_CELLS||Phagocytosis_Signature],-0.019,0.051,-0.112,0.079,0.001,0.001,1492.0,2245.0,1.0
feature_baseline[DENDRITIC_CELLS||TLR_Signaling_Signature],-0.017,0.052,-0.115,0.08,0.001,0.001,1395.0,3442.0,1.0
feature_baseline[DENDRITIC_CELLS||Tolerogenic_Programming_Signature],-0.027,0.052,-0.122,0.075,0.001,0.001,1424.0,4152.0,1.0
feature_baseline[DENDRITIC_CELLS||Type_I_Interferon_Response_Signature],-0.029,0.051,-0.124,0.066,0.001,0.001,1335.0,4163.0,1.0
feature_baseline[MAIT_CELLS||Mucosal_Barrier_Function_Signature],-0.058,0.052,-0.157,0.038,0.001,0.001,1521.0,3309.0,1.0
feature_baseline[MDC||IFNG_Response_Signature],-0.042,0.052,-0.138,0.054,0.001,0.001,1448.0,3515.0,1.0
feature_baseline[MONOCYTE_CLASSICAL||Angiogenesis_Regulation_Signature],-0.008,0.052,-0.105,0.09,0.001,0.001,1433.0,3055.0,1.0
feature_baseline[MONOCYTE_CLASSICAL||Anti_Apoptotic_Signature],-0.012,0.052,-0.105,0.091,0.001,0.001,1624.0,4063.0,1.0
feature_baseline[MONOCYTE_CLASSICAL||Chemokine_Production_Signature],-0.024,0.052,-0.119,0.077,0.001,0.001,1453.0,3469.0,1.0
feature_baseline[MONOCYTE_CLASSICAL||Complement_Activation_Signature],-0.02,0.053,-0.119,0.076,0.001,0.001,1473.0,3170.0,1.0
feature_baseline[MONOCYTE_CLASSICAL||Glucose_Uptake_Enhancement_Signature],-0.02,0.051,-0.118,0.077,0.001,0.001,1323.0,3475.0,1.0
feature_baseline[MONOCYTE_CLASSICAL||Hyperinflammation_Signature],-0.03,0.051,-0.122,0.07,0.001,0.001,1403.0,3541.0,1.0
