Sample,CellType,Signature,Z
C3N-01167,B CELLS,Cellular_Stress_Response_Signature,-0.0544816766154219
C3N-01168,B CELLS,Cellular_Stress_Response_Signature,-0.1889508964861677
C3N-01375,B CELLS,Cellular_Stress_Response_Signature,0.4689289708657074
C3N-01380,B CELLS,Cellular_Stress_Response_Signature,-0.1912840900329089
C3N-01381,B CELLS,Cellular_Stress_Response_Signature,-0.7011486597983405
C3N-01382,B CELLS,Cellular_Stress_Response_Signature,-0.4569644426115567
C3N-01383,B CELLS,Cellular_Stress_Response_Signature,-0.5843628231905549
C3N-01502,B CELLS,Cellular_Stress_Response_Signature,-0.2558669789047214
C3N-01714,B CELLS,Cellular_Stress_Response_Signature,1.7582712872571338
C3N-01715,B CELLS,Cellular_Stress_Response_Signature,0.2483119300786239
C3N-01716,B CELLS,Cellular_Stress_Response_Signature,-0.4843492608755653
C3N-01719,B CELLS,Cellular_Stress_Response_Signature,-0.41669286755954
C3N-01998,B CELLS,Cellular_Stress_Response_Signature,-0.1864322975037626
C3N-02010,B CELLS,Cellular_Stress_Response_Signature,0.368583901497292
C3N-02295,B CELLS,Cellular_Stress_Response_Signature,-0.1121081759064616
C3N-02573,B CELLS,Cellular_Stress_Response_Signature,-0.385725590845102
C3N-02579,B CELLS,Cellular_Stress_Response_Signature,-0.2114364999385455
C3N-02585,B CELLS,Cellular_Stress_Response_Signature,-0.0812902060959997
C3N-02589,B CELLS,Cellular_Stress_Response_Signature,-0.0435821965680249
C3N-02592,B CELLS,Cellular_Stress_Response_Signature,-0.1857425069388676
C3N-02768,B CELLS,Cellular_Stress_Response_Signature,0.1201493459450615
C3N-02940,B CELLS,Cellular_Stress_Response_Signature,0.3237572152885648
C3N-02944,B CELLS,Cellular_Stress_Response_Signature,0.9590120858014938
C3N-02971,B CELLS,Cellular_Stress_Response_Signature,0.6228645986005833
C3N-02998,B CELLS,Cellular_Stress_Response_Signature,1.3308497584431898
C3N-03000,B CELLS,Cellular_Stress_Response_Signature,-0.8162191302078448
C3N-03007,B CELLS,Cellular_Stress_Response_Signature,-0.3183312452789061
C3N-03061,B CELLS,Cellular_Stress_Response_Signature,0.0626902161887318
C3N-03086,B CELLS,Cellular_Stress_Response_Signature,-0.4234086709091731
C3N-03173,B CELLS,Cellular_Stress_Response_Signature,-0.5719255860506193
C3N-03190,B CELLS,Cellular_Stress_Response_Signature,-0.280160714675228
C3N-03211,B CELLS,Cellular_Stress_Response_Signature,0.3433988939171746
C3N-03426,B CELLS,Cellular_Stress_Response_Signature,0.2922423754536411
C3N-03428,B CELLS,Cellular_Stress_Response_Signature,1.520166527974294
C3N-03440,B CELLS,Cellular_Stress_Response_Signature,-0.1132788464130004
C3N-03665,B CELLS,Cellular_Stress_Response_Signature,-0.6784925635670243
C3N-03666,B CELLS,Cellular_Stress_Response_Signature,-0.6202331070185265
C3N-03670,B CELLS,Cellular_Stress_Response_Signature,-0.5510632744521179
C3N-03754,B CELLS,Cellular_Stress_Response_Signature,-0.7022465270424758
C3N-03780,B CELLS,Cellular_Stress_Response_Signature,-0.7175189105307467
C3N-03839,B CELLS,Cellular_Stress_Response_Signature,0.8294383301375179
C3N-03840,B CELLS,Cellular_Stress_Response_Signature,0.5780442944966098
C3N-03853,B CELLS,Cellular_Stress_Response_Signature,-0.5929074735393256
C3N-03884,B CELLS,Cellular_Stress_Response_Signature,-1.026608863878487
C3N-04119,B CELLS,Cellular_Stress_Response_Signature,-0.987548481413057
C3N-04126,B CELLS,Cellular_Stress_Response_Signature,2.3081832536570874
C3N-04283,B CELLS,Cellular_Stress_Response_Signature,-1.0057009806716957
C3N-04284,B CELLS,Cellular_Stress_Response_Signature,-0.956292659487488
C3L-00017,B CELLS,Hypoxia_Response_Signature,1.288106857196581
C3L-00102,B CELLS,Hypoxia_Response_Signature,0.7959705684785158
C3L-00189,B CELLS,Hypoxia_Response_Signature,-0.0279288591600613
C3L-00277,B CELLS,Hypoxia_Response_Signature,-0.2280228020144008
C3L-00401,B CELLS,Hypoxia_Response_Signature,0.0160815817825608
C3L-00589,B CELLS,Hypoxia_Response_Signature,-0.5176821572334264
