"","Index","Rank","Cell.Interaction","Favorable.Cell.Type","Unfavorable.Cell.Type","No.Total.IMGP","No.Shared.IMGP","Enrichment.Ratio","P.Value","Adjust.P.Value","Permutation.FDR","Shared.IMGP","Total.IMGP"
"976",678,677,"CD8+Tn_CD4+CAPG+ Tm","CD8+Tn","CD4+CAPG+ Tm",10,5,1.097,0.510811608020404,1,1,"FLT3LG_RBPJ/IFNGR2_BHLHE40/EEF1B2_RBPJ/KLF2_TGFB1/KLF2_TIMP1","TXK_BHLHE40/IFNGR2_BHLHE40/EEF1A1_ID2/ACTN1_ID2/FLT3LG_RBPJ/EEF1B2_RBPJ/KLF2_TIMP1/KLF2_TGFB1/PABPC1_CD40LG/PABPC1_CXCR3"
"1002",679,677,"CD4+GZMK+ Tem_CD4+CAPG+ Tm","CD4+GZMK+ Tem","CD4+CAPG+ Tm",10,5,1.097,0.510811608020404,1,1,"F2R_RBPJ/CXCR3_ALOX5AP/NFATC2_TGFB1/ENC1_RBPJ/NFATC2_IL32","CXCR3_BHLHE40/ENC1_RBPJ/F2R_RBPJ/NFATC2_IL32/NFATC2_TGFB1/ENC1_TGFB1/NR4A2_CD40LG/NR4A2_CXCR3/CXCR3_ALOX5AP/CD74_COTL1"
"368",680,680,"CD4+CXCR5+ pre-Tfh_CD8+GZMK+ Tex","CD4+CXCR5+ pre-Tfh","CD8+GZMK+ Tex",39,18,1.012,0.533773201733909,1,1,"CMTM8_TRPS1/IL6ST_NAMPT/SESN3_TRPS1/FAAH2_NAMPT/CXCR5_NAMPT/CD40LG_TNFSF4/TSHZ2_TRPS1/TNFSF8_HAVCR2/CXCR5_HAVCR2/CD40LG_TNFRSF9/CD40LG_HAVCR2/FAM177A1_PRDM1/CMTM8_NAMPT/TCF7_PRDM1/IL6ST_TRPS1/SESN3_TOX/CD40LG_NAMPT/CCR4_CCL4","SESN3_TOX/SLC2A3_TOX/TCF7_PRDM1/FAM177A1_PRDM1/TSHZ2_TRPS1/CMTM8_TRPS1/IL6ST_TRPS1/SESN3_TRPS1/SLC2A3_GZMA/SLC2A3_CCL5/CD40LG_TNFSF4/CCR4_CCL4/AREG_IFNG/SLC2A3_IFNG/CMTM8_NAMPT/CD40LG_NAMPT/CXCR5_NAMPT/IL6ST_NAMPT/FAAH2_NAMPT/AREG_CD74/NR3C1_CXCR6/AREG_CXCR6/SLC2A3_CXCR6/SLC2A3_CCR5/TNFSF8_HAVCR2/CD40LG_HAVCR2/CXCR5_HAVCR2/NR3C1_CD27/AREG_CD27/SLC2A3_VCAM1/NR3C1_LYST/AREG_LYST/SLC2A3_LYST/PABPC1_LYST/SLC2A3_PDCD1/AREG_DUSP4/CD40LG_TNFRSF9/CXCR5_TNFRSF9/AREG_HLA-DRB1"
"673",681,680,"CD8+GZMK+ Tex_CD4+CXCR5+ pre-Tfh","CD8+GZMK+ Tex","CD4+CXCR5+ pre-Tfh",39,18,1.012,0.533773201733909,1,1,"VCAM1_SLC2A3/LYST_AREG/CXCR6_SLC2A3/CCR5_SLC2A3/IFNG_SLC2A3/DUSP4_AREG/CD27_NR3C1/LYST_NR3C1/GZMA_SLC2A3/HLA-DRB1_AREG/CCL5_SLC2A3/PDCD1_SLC2A3/CD74_AREG/LYST_SLC2A3/TOX_SLC2A3/LYST_PABPC1/CD27_AREG/CXCR6_AREG","PRDM1_TCF7/CXCR6_NR3C1/CD27_NR3C1/LYST_NR3C1/TRPS1_TSHZ2/TRPS1_CMTM8/NAMPT_CMTM8/HAVCR2_TNFSF8/IFNG_AREG/CD74_AREG/CXCR6_AREG/CD27_AREG/LYST_AREG/DUSP4_AREG/HLA-DRB1_AREG/TNFSF4_CD40LG/NAMPT_CD40LG/HAVCR2_CD40LG/TNFRSF9_CD40LG/NAMPT_CXCR5/HAVCR2_CXCR5/TNFRSF9_CXCR5/TRPS1_IL6ST/NAMPT_IL6ST/CCL4_CCR4/NAMPT_FAAH2/TOX_SESN3/TRPS1_SESN3/TOX_SLC2A3/GZMA_SLC2A3/CCL5_SLC2A3/IFNG_SLC2A3/CXCR6_SLC2A3/CCR5_SLC2A3/VCAM1_SLC2A3/LYST_SLC2A3/PDCD1_SLC2A3/PRDM1_FAM177A1/LYST_PABPC1"
"185",682,682,"CD4+CCR6+ Th17_CD8+GZMK+ Tem","CD4+CCR6+ Th17","CD8+GZMK+ Tem",8,4,1.097,0.53670490076162,1,1,"ABCB1_CST7/DPP4_CST7/KLRB1_CST7/FLT3LG_SUB1","FLT3LG_SUB1/BHLHE40_CXCR3/IL4I1_CXCR3/MYBL1_COTL1/VIM_COTL1/KLRB1_CST7/ABCB1_CST7/DPP4_CST7"
"456",683,682,"CD4+GZMK+ Tem_CD8+OXPHOS- Tex","CD4+GZMK+ Tem","CD8+OXPHOS- Tex",8,4,1.097,0.53670490076162,1,1,"CXCR3_PRDM1/IFNG_PRDM1/NFATC2_CSF1/NFATC2_PRDM1","NFATC2_PRDM1/IFNG_PRDM1/CXCR3_PRDM1/NFATC2_CSF1/ENC1_HAVCR2/CST7_CTLA4/NFATC2_TNFRSF9/CST7_TIGIT"
"992",684,682,"CD4+Tn_CD4+CAPG+ Tm","CD4+Tn","CD4+CAPG+ Tm",8,4,1.097,0.53670490076162,1,1,"GIMAP7_RBPJ/EEF1B2_RBPJ/KLF2_TGFB1/KLF2_TIMP1","TXK_BHLHE40/EEF1A1_ID2/ACTN1_ID2/EEF1B2_RBPJ/GIMAP7_RBPJ/KLF2_TIMP1/KLF2_TGFB1/PLAC8_SH3BGRL3"
"1031",685,682,"CD4+Tn_CD4+CAPG+CREM- Tm","CD4+Tn","CD4+CAPG+CREM- Tm",8,4,1.097,0.53670490076162,1,1,"GIMAP7_GZMB/GIMAP7_ZNF683/KLF2_ANXA1/PLAC8_GZMB","EEF1A1_ID2/ACTN1_ID2/TXK_BHLHE40/GIMAP7_ZNF683/PLAC8_GZMB/GIMAP7_GZMB/PLAC8_SH3BGRL3/KLF2_ANXA1"
"1408",686,682,"CD8+GZMK+ early Tem_CD4+ISG+ Treg","CD8+GZMK+ early Tem","CD4+ISG+ Treg",8,4,1.097,0.53670490076162,1,1,"ENC1_NAMPT/CXCR5_NAMPT/CXCR5_IL32/CXCR5_CD70","CD74_ETV7/CXCR5_IL32/CXCR4_IL1RN/CXCR5_NAMPT/ENC1_NAMPT/CXCR5_CD70/CST7_IFI6/CST7_IFIT3"
"1473",687,682,"CD4+CCR6+ Th17_CD4+ISG+ Th","CD4+CCR6+ Th17","CD4+ISG+ Th",8,4,1.097,0.53670490076162,1,1,"ABCB1_PLSCR1/CD40LG_IFI16/ABCB1_STAT1/ABCB1_IFIT3","ABCB1_PLSCR1/ABCB1_STAT1/VIM_SP100/CD40LG_IFI16/FLT3LG_IFI16/ABCB1_IFIT3/ANXA1_IFI6/IL4I1_MX2"
"1541",688,682,"CD4+IL7R- Tn_CD4+NME1+CCR4+ T","CD4+IL7R- Tn","CD4+NME1+CCR4+ T",8,4,1.097,0.53670490076162,1,1,"FAU_ENO1/EEF1A1_ENO1/BTF3_ENO1/EEF1B2_ENO1","EEF1B2_ENO1/EEF1A1_ENO1/FAU_ENO1/BTF3_ENO1/EEF1A1_FLT3LG/ACTG1_FLT3LG/NACA_FLT3LG/BTF3_FLT3LG"
"366",689,689,"CD8+NME1+ T_CD8+GZMK+ Tex","CD8+NME1+ T","CD8+GZMK+ Tex",28,13,1.019,0.537600734480012,1,1,"MYB_NAMPT/CXCR3_TRPS1/HMGB1_TRPS1/MYB_TSC22D1/MYB_TNFRSF9/MYB_TRPS1/MYB_PRDM1/MYB_HAVCR2/CXCR3_PRDM1/MYB_LYST/HMGB1_NAMPT/GTF3A_NAMPT/GTF3A_TRPS1","MYB_TSC22D1/MYB_PRDM1/CXCR3_PRDM1/GTF3A_TRPS1/MYB_TRPS1/HMGB1_TRPS1/CXCR3_TRPS1/GAPDH_IFNG/GTF3A_NAMPT/MYB_NAMPT/HMGB1_NAMPT/ENO1_CD74/ENO1_CXCR6/GAPDH_CXCR6/MYB_HAVCR2/ENO1_CD27/GPI_CD27/GAPDH_CD27/ENO1_LYST/MYB_LYST/GPI_LYST/ACTG1_LYST/GAPDH_LYST/ENO1_PDCD1/GAPDH_DUSP4/MYB_TNFRSF9/GAPDH_HLA-DQA1/ENO1_HLA-DRB1"
"595",690,689,"CD8+GZMK+ Tex_CD8+NME1+ T","CD8+GZMK+ Tex","CD8+NME1+ T",28,13,1.019,0.537600734480012,1,1,"CD27_GAPDH/CXCR6_GAPDH/CXCR6_ENO1/LYST_GPI/CD27_GPI/LYST_ACTG1/LYST_ENO1/CD27_ENO1/DUSP4_GAPDH/IFNG_GAPDH/LYST_GAPDH/HLA-DRB1_ENO1/PDCD1_ENO1","CD74_ENO1/CXCR6_ENO1/CD27_ENO1/LYST_ENO1/PDCD1_ENO1/HLA-DRB1_ENO1/TRPS1_GTF3A/NAMPT_GTF3A/TSC22D1_MYB/PRDM1_MYB/TRPS1_MYB/NAMPT_MYB/HAVCR2_MYB/LYST_MYB/TNFRSF9_MYB/TRPS1_HMGB1/NAMPT_HMGB1/CD27_GPI/LYST_GPI/PRDM1_CXCR3/TRPS1_CXCR3/LYST_ACTG1/IFNG_GAPDH/CXCR6_GAPDH/CD27_GAPDH/LYST_GAPDH/DUSP4_GAPDH/HLA-DQA1_GAPDH"
"1204",691,689,"CD4+S1PR1+ Treg_CD4+IL26+ Th17","CD4+S1PR1+ Treg","CD4+IL26+ Th17",28,13,1.019,0.537600734480012,1,1,"HPGD_ANKRD28/FLT3LG_ANKRD28/PI16_IL4I1/CCR10_ANKRD28/KLF3_ANKRD28/FLT3LG_RUNX2/CCDC141_ANKRD28/FOXP3_IL4I1/HPGD_CEBPD/PI16_PTPN13/KLF3_RUNX2/KLF3_CEBPD/KLF2_ANKRD28","KLF3_CEBPD/HPGD_CEBPD/KLF3_RUNX2/FLT3LG_RUNX2/IL32_IL22/CPNE2_IL22/IKZF2_IL23R/CPNE2_IL23R/IKZF2_IL17RE/LEF1_IL17RE/CCR10_IL17RE/IL2RA_IL17RE/RTKN2_IL17RE/HLA-DRB1_IL17RE/CPNE2_IL17RE/CPNE2_KLRB1/PI16_PTPN13/FOXP3_IL4I1/KLF3_IL4I1/SELL_IL4I1/HPGD_IL4I1/PI16_IL4I1/KLF2_ANKRD28/KLF3_ANKRD28/FLT3LG_ANKRD28/CCR10_ANKRD28/CCDC141_ANKRD28/HPGD_ANKRD28"
"1270",692,689,"CD4+AREG+ Tm_CD4+IFNG+ Tfh/Th1","CD4+AREG+ Tm","CD4+IFNG+ Tfh/Th1",28,13,1.019,0.537600734480012,1,1,"KLF3_RBPJ/CD40LG_GZMB/PTGER2_PTMS/CD40LG_ZEB2/CD40LG_HAVCR2/TCF7_PTMS/KLF3_ZEB2/KLF2_PDE7B/KLF3_PTMS/PLAC8_GZMB/EEF1B2_RBPJ/PLAC8_HAVCR2/ZFP36L2_BHLHE40","KLF3_ZEB2/CD40LG_ZEB2/AREG_ID2/ANXA1_ID2/EEF1A1_ID2/GPR183_ID2/ZFP36L2_BHLHE40/AREG_BHLHE40/KLF3_RBPJ/EEF1B2_RBPJ/AREG_IFNG/CD40LG_GZMB/PLAC8_GZMB/KLF3_CCL3/AREG_IL21/KLF3_FAM3C/AREG_CXCR6/AREG_CD74/CD40LG_HAVCR2/PLAC8_HAVCR2/AREG_KRT86/AREG_MYO7A/KLF3_PTMS/TCF7_PTMS/PTGER2_PTMS/AREG_RDH10/KLF2_PDE7B/AREG_DUSP4"
